filename,lines,sections
.checkpatch.conf,27,"""THE REST"""
.gitignore,87,"""THE REST"""
.mailmap,35,"""THE REST"""
.travis.yml,354,"""THE REST"""
Documentation/devicetree/bindings/phy/no-op.txt,16,"""THE REST"""
"Documentation/devicetree/bindings/rtc/brcm,brcmstb-waketimer.txt",22,"""THE REST"""
Kbuild,68,"""THE REST"""
Kconfig,400,"""THE REST"""
Licenses/Exceptions,15,"""THE REST"""
Licenses/OFL.txt,97,"""THE REST"""
Licenses/README,71,"""THE REST"""
Licenses/bsd-2-clause.txt,25,"""THE REST"""
Licenses/bsd-3-clause.txt,24,"""THE REST"""
Licenses/eCos-2.0.txt,43,"""THE REST"""
Licenses/gpl-2.0.txt,339,"""THE REST"""
Licenses/ibm-pibs.txt,17,"""THE REST"""
Licenses/isc.txt,17,"""THE REST"""
Licenses/lgpl-2.0.txt,481,"""THE REST"""
Licenses/lgpl-2.1.txt,502,"""THE REST"""
Licenses/x11.txt,25,"""THE REST"""
MAINTAINERS,476,"""THE REST"""
Makefile,1706,"""THE REST"""
README,5238,"""THE REST"""
api/Kconfig,9,"""THE REST"""
api/Makefile,10,"""THE REST"""
api/README,55,"""THE REST"""
api/api.c,694,"""THE REST"""
api/api_display.c,58,"""THE REST"""
api/api_net.c,117,"""THE REST"""
api/api_platform-arm.c,37,"""THE REST"""
api/api_platform-mips.c,32,"""THE REST"""
api/api_platform-powerpc.c,51,"""THE REST"""
api/api_private.h,35,"""THE REST"""
api/api_storage.c,347,"""THE REST"""
arch/.gitignore,1,"""THE REST"""
arch/Kconfig,196,"""THE REST"""
arch/arc/Kconfig,145,"""ARC"",""THE REST"""
arch/arc/Makefile,21,"""ARC"",""THE REST"""
arch/arc/config.mk,59,"""ARC"",""THE REST"""
arch/arc/cpu/arcv1/Makefile,7,"""ARC"",""THE REST"""
arch/arc/cpu/arcv1/ivt.S,27,"""ARC"",""THE REST"""
arch/arc/cpu/arcv2/Makefile,7,"""ARC"",""THE REST"""
