from,to,lines,size
ACPI,ACPI,17480,530014
ACPI,POWER MANAGEMENT,3731,108267
ACPI,THE REST,17480,530014
ACPI,X86 ARCHITECTURE,4305,121836
AMD IOMMU,AMD IOMMU,6208,193667
AMD IOMMU,THE REST,6208,193667
AMD SVM,AMD SVM,6141,181169
AMD SVM,THE REST,6141,181169
AMD SVM,X86 ARCHITECTURE,6141,181169
ARINC653 SCHEDULER,ARINC653 SCHEDULER,871,26975
ARINC653 SCHEDULER,SCHEDULING,784,24133
ARINC653 SCHEDULER,THE REST,871,26975
ARINC653 SCHEDULER,TOOLSTACK,87,2842
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,46448,1315946
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,LIVEPATCH,79,1412
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,THE REST,46448,1315946
ARM (W/ VIRTUALISATION EXTENSIONS) ARCHITECTURE,"VM EVENT, MEM ACCESS and MONITOR",120,3237
CPU POOLS,CPU POOLS,815,20798
CPU POOLS,THE REST,815,20798
DEVICE TREE,DEVICE TREE,6715,204460
DEVICE TREE,THE REST,6715,204460
EFI,EFI,6457,190185
EFI,THE REST,6457,190185
EFI,X86 ARCHITECTURE,1412,44667
EVENT CHANNELS (FIFO-BASED ABI),EVENT CHANNELS (FIFO-BASED ABI),697,17608
EVENT CHANNELS (FIFO-BASED ABI),THE REST,697,17608
GDBSX DEBUGGER,GDBSX DEBUGGER,2884,77279
GDBSX DEBUGGER,THE REST,2884,77279
GDBSX DEBUGGER,TOOLSTACK,2639,69921
GDBSX DEBUGGER,X86 ARCHITECTURE,245,7358
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),697,22406
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),THE REST,697,22406
INTEL(R) TRUSTED EXECUTION TECHNOLOGY (TXT),X86 ARCHITECTURE,697,22406
INTEL(R) VT FOR DIRECTED I/O (VT-D),INTEL(R) VT FOR DIRECTED I/O (VT-D),7018,212642
INTEL(R) VT FOR DIRECTED I/O (VT-D),THE REST,7018,212642
INTEL(R) VT FOR X86 (VT-X),INTEL(R) VT FOR X86 (VT-X),13016,410091
INTEL(R) VT FOR X86 (VT-X),THE REST,13016,410091
