"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",9039
"A2232 SERIAL BOARD DRIVER","A2232 SERIAL BOARD DRIVER",1868
"ACPI","ACPI",113217
"ACPI","ACPI FAN DRIVER",243
"ACPI","ACPI PROCESSOR AGGREGATOR DRIVER",528
"ACPI","ACPI THERMAL DRIVER",1439
"ACPI","ACPI VIDEO DRIVER",1886
"ACPI","DOCKING STATION DRIVER",1082
"ACPI","ISAPNP",1490
"ACPI","PNP SUPPORT",8779
"AGPGART DRIVER","AGPGART DRIVER",15215
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PORT",661958
"ARM PORT","ARM/ADI ROADRUNNER MACHINE SUPPORT",2317
"ARM PORT","ARM/BCMRING ARM ARCHITECTURE",16959
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1992
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4483
"ARM PORT","ARM/CLKDEV SUPPORT",213
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",119
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",1802
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2074
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1231
"ARM PORT","ARM/FARADAY FA526 PORT",662
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3409
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",30127
"ARM PORT","ARM/FREESCALE IMX51",4000
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1011
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",404
"ARM PORT","ARM/INCOME PXA270 SUPPORT",272
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8310
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1192
"ARM PORT","ARM/Marvell Loki/Kirkwood/MV78xx0/Orion SOC support",20004
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",826
"ARM PORT","ARM/NOMADIK ARCHITECTURE",2595
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",9118
"ARM PORT","ARM/PALM TREO SUPPORT",526
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2193
"ARM PORT","ARM/PALMZ72 SUPPORT",366
"ARM PORT","ARM/QUALCOMM MSM MACHINE SUPPORT",23273
"ARM PORT","ARM/S3C2410 ARM ARCHITECTURE",9802
"ARM PORT","ARM/S3C244x ARM ARCHITECTURE",7290
"ARM PORT","ARM/S3C64xx ARM ARCHITECTURE",9963
"ARM PORT","ARM/S5P ARM ARCHITECTURES",22348
"ARM PORT","ARM/SAMSUNG ARM ARCHITECTURES",24166
"ARM PORT","ARM/SHMOBILE ARM ARCHITECTURE",18018
"ARM PORT","ARM/TELECHIPS ARM ARCHITECTURE",2664
"ARM PORT","ARM/U300 MACHINE SUPPORT",12071
"ARM PORT","ARM/U8500 ARM ARCHITECTURE",6543
"ARM PORT","ARM/VFP SUPPORT",3850
"ARM PORT","ARM/VOIPAC PXA270 SUPPORT",768
"ARM PORT","ARM/ZIPIT Z2 SUPPORT",752
"ARM PORT","ATMEL SPI DRIVER",1103
"ARM PORT","BLACKFIN WATCHDOG DRIVER",485
"ARM PORT","FREESCALE IMX / MXC FRAMEBUFFER DRIVER",1063
"ARM PORT","INTEL IXP4XX QMGR, NPE, ETHERNET and HSS SUPPORT",4076
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",16325
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",5808
"ARM PORT","OMAP SUPPORT",111100
"ARM PORT","PCMCIA SUBSYSTEM",32000
"ARM PORT","PXA2xx/PXA3xx SUPPORT",67498
"ARM PORT","SC1200 WDT DRIVER",483
"ARM PORT","SIMTEC EB2410ITX (BAST)",17055
"ARM PORT","SPEAR CLOCK FRAMEWORK SUPPORT",1497
