"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",136
"ACPI","ACPI",144329
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",99860
"ACPI","ACPI FAN DRIVER",226
"ACPI","ACPI THERMAL DRIVER",1561
"ACPI","ACPI VIDEO DRIVER",2350
"ACPI","DOCKING STATION DRIVER",666
"ACPI","ISAPNP",1452
"ACPI","PNP SUPPORT",8728
"ACPI","PSTORE FILESYSTEM",4192
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ARM PORT","ADT746X FAN DRIVER",623
"ARM PORT","AMS (Apple Motion Sensor) DRIVER",967
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PMU PROFILING AND DEBUGGING",5386
"ARM PORT","ARM PORT",801402
"ARM PORT","ARM PRIMECELL BUS SUPPORT",1055
"ARM PORT","ARM SUB-ARCHITECTURES",441538
"ARM PORT","ARM/Allwinner A1X SoC support",24617
"ARM PORT","ARM/Allwinner SoC Clock Support",2216
"ARM PORT","ARM/ATMEL AT91 Clock Support",4280
"ARM PORT","ARM/ATMEL AT91RM9200 AND AT91SAM ARM ARCHITECTURES",44001
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",434
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1941
"ARM PORT","ARM/CIRRUS LOGIC CLPS711X ARM ARCHITECTURE",4895
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4540
"ARM PORT","ARM/CLKDEV SUPPORT",391
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",128
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",1800
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2034
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1268
"ARM PORT","ARM/FARADAY FA526 PORT",624
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3249
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",80542
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1281
"ARM PORT","ARM/HISILICON SOC SUPPORT",539
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",388
"ARM PORT","ARM/IGEP MACHINE SUPPORT",607
"ARM PORT","ARM/INCOME PXA270 SUPPORT",224
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8678
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1168
"ARM PORT","ARM/Marvell Armada 370 and Armada XP SOC support",3156
"ARM PORT","ARM/Marvell Berlin SoC support",199
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",14669
"ARM PORT","ARM/MICREL KS8695 ARCHITECTURE",2848
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",782
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",7148
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",665
"ARM PORT","ARM/PALM TREO SUPPORT",628
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2303
"ARM PORT","ARM/PALMZ72 SUPPORT",498
"ARM PORT","ARM/QUALCOMM MSM MACHINE SUPPORT",18025
"ARM PORT","ARM/QUALCOMM SUPPORT",827
"ARM PORT","ARM/Rockchip SoC support",9957
"ARM PORT","ARM/S5P EXYNOS ARM ARCHITECTURES",100041
"ARM PORT","ARM/SAMSUNG ARM ARCHITECTURES",73234
"ARM PORT","ARM/SHMOBILE ARM ARCHITECTURE",36095
"ARM PORT","ARM/SOCFPGA ARCHITECTURE",311
"ARM PORT","ARM/SOCFPGA CLOCK FRAMEWORK SUPPORT",602
"ARM PORT","ARM/STI ARCHITECTURE",9374
"ARM PORT","ARM/TEXAS INSTRUMENT KEYSTONE ARCHITECTURE",356
"ARM PORT","ARM/TEXAS INSTRUMENT KEYSTONE CLOCK FRAMEWORK",591
"ARM PORT","ARM/Ux500 CLOCK FRAMEWORK SUPPORT",2693
"ARM PORT","ARM/VFP SUPPORT",4112
"ARM PORT","ARM/VOIPAC PXA270 SUPPORT",767
"ARM PORT","ARM/ZIPIT Z2 SUPPORT",774
"ARM PORT","ATMEL SPI DRIVER",1508
"ARM PORT","BROADCOM BCM281XX/BCM11XXX/BCM216XX ARM ARCHITECTURE",2696
"ARM PORT","BROADCOM BCM5301X ARM ARCHICTURE",220
"ARM PORT","BROADCOM BCM7XXX ARM ARCHITECTURE",153
"ARM PORT","C6X ARCHITECTURE",11762
"ARM PORT","CELL BROADBAND ENGINE ARCHITECTURE",27559
"ARM PORT","COMMON CLK FRAMEWORK",106952
"ARM PORT","CPU FREQUENCY DRIVERS",31405
"ARM PORT","CPU FREQUENCY DRIVERS - ARM BIG LITTLE",757
"ARM PORT","DEVICE FREQUENCY (DEVFREQ)",3606
"ARM PORT","ENHANCED ERROR HANDLING (EEH)",4306
"ARM PORT","FREESCALE QUICC ENGINE LIBRARY",4124
"ARM PORT","GENERIC PHY FRAMEWORK",11130
"ARM PORT","INTEL IXP4XX QMGR, NPE, ETHERNET and HSS SUPPORT",4313
"ARM PORT","LINUX FOR IBM pSERIES (RS/6000)",243
"ARM PORT","LINUX FOR POWER MACINTOSH",39284
"ARM PORT","LINUX FOR POWERPC (32-BIT AND 64-BIT)",448405
"ARM PORT","LINUX FOR POWERPC EMBEDDED MPC5XXX",6819
"ARM PORT","LINUX FOR POWERPC EMBEDDED PPC4XX",2281
"ARM PORT","LINUX FOR POWERPC EMBEDDED PPC83XX AND PPC85XX",9399
"ARM PORT","LINUX FOR POWERPC EMBEDDED PPC8XX",1381
"ARM PORT","LINUX FOR POWERPC EMBEDDED XILINX VIRTEX",1329
"ARM PORT","LINUX FOR POWERPC PA SEMI PWRFICIENT",3742
"ARM PORT","LPC32XX MACHINE SUPPORT",3957
"ARM PORT","MICROBLAZE ARCHITECTURE",20705
"ARM PORT","MMP SUPPORT",6666
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",12384
"ARM PORT","OMAP DEVICE TREE SUPPORT",27727
"ARM PORT","OMAP HARDWARE SPINLOCK SUPPORT",263
"ARM PORT","OMAP HWMOD DATA FOR OMAP4-BASED DEVICES",4852
"ARM PORT","OMAP HWMOD SUPPORT",26965
