"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1732
"ACPI","ACPI",212413
"ACPI","ACPI APEI",8031
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",117469
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",3890
"ACPI","ACPI FOR RISC-V (ACPI/riscv)",1392
"ACPI","ACPI PMIC DRIVERS",2493
"ACPI","ACPI THERMAL DRIVER",1596
"ACPI","ACPI VIOT DRIVER",394
"ACPI","ISAPNP",1358
"ACPI","LIBNVDIMM BTT: BLOCK TRANSLATION TABLE",2322
"ACPI","LIBNVDIMM PMEM: PERSISTENT MEMORY DRIVER",811
"ACPI","LIBNVDIMM: DEVICETREE BINDINGS",162
"ACPI","LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM",26575
"ACPI","PNP SUPPORT",9077
"ACPI","PSTORE FILESYSTEM",8034
"ACPI","VIRTIO PMEM DRIVER",325
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",110
"ARM PORT","ARM PORT",290270
"ARM PORT","ARM SUB-ARCHITECTURES",151236
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17249
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VFP SUPPORT",4135
"ARM PORT","BPF JIT for ARM",2577
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","LEGO MINDSTORMS EV3",754
"ARM PORT","MMP SUPPORT",2408
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6842
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1742
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3118
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14972
"ARM PORT","OMAP2+ SUPPORT",75276
"ARM PORT","PCMCIA SUBSYSTEM",22425
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27628
"ARM PORT","TI DAVINCI MACHINE SUPPORT",5723
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ATHEROS ATH5K WIRELESS DRIVER","ATHEROS ATH5K WIRELESS DRIVER",27011
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8267
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",419
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",220
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",888
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",354
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",256
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1733
"B43 WIRELESS DRIVER","B43 WIRELESS DRIVER",56701
"B43LEGACY WIRELESS DRIVER","B43LEGACY WIRELESS DRIVER",14614
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18295
"BCACHEFS","BCACHEFS",0
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3964
"BLOCK LAYER","BFQ I/O SCHEDULER",12631
"BLOCK LAYER","BLOCK LAYER",178987
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",363
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",10510
"BLOCK LAYER","DRBD DRIVER",34040
"BLOCK LAYER","FLOPPY DRIVER",5029
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",871
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1801
"BLOCK LAYER","NETWORK BLOCK DEVICE (NBD)",2998
"BLOCK LAYER","RADOS BLOCK DEVICE (RBD)",7729
"BLOCK LAYER","RAMDISK RAM BLOCK DEVICE DRIVER",596
"BLOCK LAYER","RNBD BLOCK DRIVERS",4571
"BLOCK LAYER","SECURE ENCRYPTING DEVICE (SED) OPAL DRIVER",4163
"BLOCK LAYER","VIRTIO BLOCK AND SCSI DRIVERS",3337
"BLOCK LAYER","XEN BLOCK SUBSYSTEM",5786
"BLOCK LAYER","XEN HYPERVISOR INTERFACE",54667
"BLOCK LAYER","XEN PCI SUBSYSTEM",1680
"BLOCK LAYER","XEN PVSCSI DRIVERS",3465
"BLOCK LAYER","XEN SWIOTLB SUBSYSTEM",492
"BLOCK LAYER","ZONED BLOCK DEVICE (BLOCK LAYER)",2574
"BLOCK LAYER","ZONED LOOP DEVICE",1706
"BLOCK LAYER","ZRAM COMPRESSED RAM BLOCK DEVICE DRVIER",5444
"BPF [MISC]","BPF [MISC]",0
"BROADCOM BRCM80211 IEEE802.11 WIRELESS DRIVERS","BROADCOM BRCM80211 IEEE802.11 WIRELESS DRIVERS",116433
"BROADCOM SPECIFIC AMBA DRIVER (BCMA)","BROADCOM SPECIFIC AMBA DRIVER (BCMA)",8201
"CARL9170 LINUX COMMUNITY WIRELESS DRIVER","CARL9170 LINUX COMMUNITY WIRELESS DRIVER",13756
"CEPH COMMON CODE (LIBCEPH)","CEPH COMMON CODE (LIBCEPH)",31456
"CHECKPATCH","CHECKPATCH",7930
"CIRRUS LOGIC DSP FIRMWARE DRIVER","CIRRUS LOGIC DSP FIRMWARE DRIVER",21946
"CLANG CONTROL FLOW INTEGRITY SUPPORT","CLANG CONTROL FLOW INTEGRITY SUPPORT",201
"CLANG-FORMAT FILE","CLANG-FORMAT FILE",806
"CLK API","CLK API",1258
"COMEDI DRIVERS","COMEDI DRIVERS",133886
"COMPILER ATTRIBUTES","COMPILER ATTRIBUTES",412
"CONTEXT TRACKING","CONTEXT TRACKING",1082
"CPU POWER MONITORING SUBSYSTEM","CPU POWER MONITORING SUBSYSTEM",19286
"CRYPTO SPEED TEST COMPARE","CRYPTO SPEED TEST COMPARE",190
"CW1200 WLAN driver","CW1200 WLAN driver",13560
"DEVICE DEPENDENCY HELPER SCRIPT","DEVICE DEPENDENCY HELPER SCRIPT",315
"DEVICE DIRECT ACCESS (DAX)","DEVICE DIRECT ACCESS (DAX)",3723
"DEVICE RESOURCE MANAGEMENT HELPERS","DEVICE RESOURCE MANAGEMENT HELPERS",79
"DIBS (DIRECT INTERNAL BUFFER SHARING)","DIBS (DIRECT INTERNAL BUFFER SHARING)",1186
"DISK GEOMETRY AND PARTITION HANDLING","DISK GEOMETRY AND PARTITION HANDLING",0
"DISTRIBUTED LOCK MANAGER (DLM)","DISTRIBUTED LOCK MANAGER (DLM)",19605
"DMA MAPPING HELPERS","DMA MAPPING BENCHMARK",567
"DMA MAPPING HELPERS","DMA MAPPING HELPERS",9252
"DMI/SMBIOS SUPPORT","DMI/SMBIOS SUPPORT",1660
"DPLL SUBSYSTEM","DPLL SUBSYSTEM",11711
"DPLL SUBSYSTEM","MICROCHIP ZL3073X DRIVER",6972
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","AMD XDNA DRIVER",10868
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","ARM ETHOS-U NPU DRIVER",2178
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","DRM ACCEL DRIVER FOR ROCKCHIP NPU",6268
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","DRM ACCEL DRIVERS FOR INTEL VPU",15471
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK",380586
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","HABANALABS PCI DRIVER",342793
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","QUALCOMM CLOUD AI (QAIC) DRIVER",10315
"DRM DRIVERS","AMD DISPLAY CORE",543732
"DRM DRIVERS","AMD DISPLAY CORE - DML",133752
"DRM DRIVERS","AMD KFD",68300
"DRM DRIVERS","AMD POWERPLAY AND SWSMU",181623
"DRM DRIVERS","ARC PGU DRM DRIVER",469
"DRM DRIVERS","ARM HDLCD DRM DRIVER",982
"DRM DRIVERS","ARM KOMEDA DRM-KMS DRIVER",9612
"DRM DRIVERS","ARM MALI PANFROST DRM DRIVER",8401
"DRM DRIVERS","ARM MALI PANTHOR DRM DRIVER",17426
"DRM DRIVERS","ARM MALI TYR DRM DRIVER",2088
"DRM DRIVERS","ARM MALI-DP DRM DRIVER",15405
"DRM DRIVERS","CORE DRIVER FOR NVIDIA GPUS [RUST]",11648
"DRM DRIVERS","DRM AUTOMATED TESTING",5984
"DRM DRIVERS","DRM BUDDY ALLOCATOR",2430
"DRM DRIVERS","DRM DRIVER FOR ALLWINNER DE2 AND DE3 ENGINE",5504
"DRM DRIVERS","DRM DRIVER FOR APPLE TOUCH BARS",834
"DRM DRIVERS","DRM DRIVER FOR ARM PL111 CLCD",1932
"DRM DRIVERS","DRM DRIVER FOR ARM VERSATILE TFT PANELS",426
"DRM DRIVERS","DRM DRIVER FOR ASPEED BMC GFX",855
"DRM DRIVERS","DRM DRIVER FOR AST SERVER GRAPHICS CHIPS",8192
"DRM DRIVERS","DRM DRIVER FOR BOCHS VIRTUAL GPU",840
"DRM DRIVERS","DRM DRIVER FOR BOE HIMAX8279D PANELS",976
"DRM DRIVERS","DRM DRIVER FOR CHIPONE ICN6211 MIPI-DSI to RGB CONVERTER BRIDGE",947
"DRM DRIVERS","DRM DRIVER FOR EBBG FT8719 PANEL",321
"DRM DRIVERS","DRM DRIVER FOR FARADAY TVE200 TV ENCODER",783
"DRM DRIVERS","DRM DRIVER FOR FEIXIN K101 IM2BA02 MIPI-DSI LCD PANELS",571
"DRM DRIVERS","DRM DRIVER FOR FEIYANG FY07024DI26A30-D MIPI-DSI LCD PANELS",325
"DRM DRIVERS","DRM DRIVER FOR FIRMWARE FRAMEBUFFERS",5093
"DRM DRIVERS","DRM DRIVER FOR GENERIC EDP PANELS",2415
"DRM DRIVERS","DRM DRIVER FOR GENERIC USB DISPLAY",2585
"DRM DRIVERS","DRM DRIVER FOR GRAIN MEDIA GM12U320 PROJECTORS",747
"DRM DRIVERS","DRM DRIVER FOR HIMAX HX8394 MIPI-DSI LCD panels",939
"DRM DRIVERS","DRM DRIVER FOR HX8357D PANELS",371
"DRM DRIVERS","DRM DRIVER FOR HYPERV SYNTHETIC VIDEO DEVICE",1202
"DRM DRIVERS","DRM DRIVER FOR ILITEK ILI9225 PANELS",488
"DRM DRIVERS","DRM DRIVER FOR ILITEK ILI9486 PANELS",352
"DRM DRIVERS","DRM DRIVER FOR ILITEK ILI9805 PANELS",469
"DRM DRIVERS","DRM DRIVER FOR ILITEK ILI9806E PANELS",565
"DRM DRIVERS","DRM DRIVER FOR JADARD JD9365DA-H3 MIPI-DSI LCD PANELS",1560
"DRM DRIVERS","DRM DRIVER FOR LG SW43408 PANELS",393
"DRM DRIVERS","DRM DRIVER FOR LOGICVC DISPLAY CONTROLLER",2231
"DRM DRIVERS","DRM DRIVER FOR LVDS PANELS",364
"DRM DRIVERS","DRM DRIVER FOR MANTIX MLAF057WE51 PANELS",412
"DRM DRIVERS","DRM DRIVER FOR MGA G200 GRAPHICS CHIPS",5606
"DRM DRIVERS","DRM DRIVER FOR MI0283QT",307
"DRM DRIVERS","DRM DRIVER FOR MIPI DBI compatible panels",629
"DRM DRIVERS","DRM DRIVER FOR NOVATEK NT35510 PANELS",1472
"DRM DRIVERS","DRM DRIVER FOR NOVATEK NT35560 PANELS",539
"DRM DRIVERS","DRM DRIVER FOR NOVATEK NT36523 PANELS",1380
"DRM DRIVERS","DRM DRIVER FOR NOVATEK NT36672A PANELS",774
"DRM DRIVERS","DRM DRIVER FOR NOVATEK NT37801 PANELS",409
