"c_representative","c_section","c_size"
"Architecture support - MIPS general architecture support","Architecture support - MIPS general architecture support",0
"Architecture support - S390 general architecture support","Architecture support - S390 general architecture support",61852
"Architecture support - S390 general architecture support","Devices - S390 3270 device",550
"Architecture support - S390 general architecture support","Devices - S390 diag 288 watchdog",180
"Architecture support - S390 general architecture support","Devices - S390 floating interrupt controller",1324
"Architecture support - S390 general architecture support","Devices - VFIO",13065
"Architecture support - S390 general architecture support","Devices - vfio-ap",1275
"Architecture support - S390 general architecture support","Devices - vfio-ccw",1061
"Architecture support - S390 general architecture support","Devices - virtio-ccw",2489
"Architecture support - S390 general architecture support","Guest CPU Cores (KVM) - S390 KVM CPUs",3888
"Architecture support - S390 general architecture support","Guest CPU cores (TCG) - S390 TCG CPUs",49102
"Architecture support - S390 general architecture support","S390 Machines - S390 channel subsystem",4429
"Architecture support - S390 general architecture support","S390 Machines - S390 CPU models",1894
"Architecture support - S390 general architecture support","S390 Machines - S390 PCI",3778
"Architecture support - S390 general architecture support","S390 Machines - S390 SCLP-backed devices",2373
"Architecture support - S390 general architecture support","S390 Machines - S390 Virtio-ccw",17330
"Architecture support - S390 general architecture support","S390 Machines - S390-ccw boot",8099
"ARM Machines - Allwinner-a10","ARM Machines - Allwinner-a10",6431
"ARM Machines - Allwinner-a10","ARM Machines - Allwinner-h3",1980
"ARM Machines - Goldfish RTC","ARM Machines - Goldfish RTC",345
"ARM Machines - Xilinx ZynqMP and Versal","ARM Machines - i.MX31 (kzm)",6774
"ARM Machines - Xilinx ZynqMP and Versal","ARM Machines - SABRELITE / i.MX6",3311
"ARM Machines - Xilinx ZynqMP and Versal","ARM Machines - Xilinx Versal OSPI",1963
"ARM Machines - Xilinx ZynqMP and Versal","ARM Machines - Xilinx ZynqMP and Versal",18764
"ARM Machines - Xilinx ZynqMP and Versal","Devices - SSI",9224
"ARM Machines - Xilinx ZynqMP and Versal","RISC-V Machines - OpenTitan",2152
"Block drivers - Bootdevice","Block drivers - Bootdevice",430
"Block drivers - EBPF:","Block drivers - EBPF:",1278
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1412
"Block drivers - Multi-process QEMU","Block drivers - Multi-process QEMU",4194
"Build and test automation - Guest Test Compilation Support","Build and test automation - Guest Test Compilation Support",0
"Build and test automation - Integration Testing with the Avocado framework","Build and test automation - Integration Testing with the Avocado framework",7360
"Build and test automation - Integration Testing with the Avocado framework","Devices - Guest Loader",314
"Build and test automation - Integration Testing with the Avocado framework","PowerPC Machines - mpc8544ds",253
"Build and test automation - Integration Testing with the Avocado framework","PowerPC Machines - PReP",2515
"Build and test automation - Integration Testing with the Avocado framework","PowerPC Machines - virtex_ml507",351
"Build and test automation - Integration Testing with the Avocado framework","Subsystems - Record/replay",3867
"Build and test automation - Integration Testing with the Avocado framework","Tiny Code Generator (TCG) - TCG Plugins",5481
"Build and test automation - Windows Hosted Continuous Integration","Build and test automation - Windows Hosted Continuous Integration",109
"Build System - GIT submodules","Build System - GIT submodules",104
"Build System - UI translations","Build System - UI translations",677
"Devices - Character devices","ARM Machines - ARM PrimeCell and CMSDK devices",10030
"Devices - Character devices","ARM Machines - Canon DIGIC",823
"Devices - Character devices","AVR Machines - Arduino",159
"Devices - Character devices","AVR Machines - AVR MCUs",2121
"Devices - Character devices","Devices - Character devices",15451
"Devices - Character devices","Devices - IPack",1400
"Devices - Character devices","Devices - Standard VGA",4325
"Devices - Character devices","Devices - virtio-serial",1781
"Devices - Character devices","M68K Machines - virt",1260
"Devices - Character devices","X86 Machines - PC Chipset",11998
"Devices - Cirrus VGA","Devices - Cirrus VGA",3761
"Devices - EDID Generator","Devices - EDID Generator",757
"Devices - EDU","Devices - EDU",442
"Devices - Empty slot","Devices - Empty slot",128
"Devices - Generic Loader","Devices - Generic Loader",619
"Devices - Hyper-V VMBus","Devices - Hyper-V VMBus",3170
"Devices - LED","Devices - LED",259
"Devices - MIPS CPS","Devices - MIPS CPS",1256
"Devices - MIPS GIC","Devices - MIPS GIC",878
"Devices - Network devices","ARM Machines - Calxeda Highbank",849
"Devices - Network devices","ARM Machines - SmartFusion2",2078
"Devices - Network devices","ARM Machines - Xilinx Zynq",7151
"Devices - Network devices","Devices - CAN bus subsystem and hardware",6226
"Devices - Network devices","Devices - e1000e",4460
"Devices - Network devices","Devices - e1000x",483
"Devices - Network devices","Devices - eepro100",2106
"Devices - Network devices","Devices - Network devices",64652
"Devices - Network devices","Devices - Network packet abstractions",2896
"Devices - Network devices","Devices - Rocker",7542
"Devices - Network devices","Devices - tulip",1319
"Devices - Network devices","Devices - Vmware",5510
"Devices - Network devices","Devices - Xilinx CAN",1598
"Devices - Network devices","HP-PARISC Machines - HP B160L",6703
"Devices - Network devices","M68K Machines - mcf5208",1680
"Devices - Network devices","PowerPC Machines - e500",6339
"Devices - OpenPIC interrupt controller","Devices - OpenPIC interrupt controller",1821
"Devices - pca954x","Devices - pca954x",258
"Devices - ppc4xx","Devices - ppc4xx",6326
"Devices - ppc4xx","PowerPC Machines - 405 (ref405ep and taihu)",582
"Devices - ppc4xx","PowerPC Machines - Bamboo",347
"Devices - ppc4xx","PowerPC Machines - sam460ex",4191
"Devices - ramfb","Devices - ramfb",212
"Devices - Renesas RX peripherals","Devices - Renesas RX peripherals",1082
"Devices - Renesas RX peripherals","RX Machines - rx-gdbsim",315
"Devices - S390 storage attribute device","Devices - S390 storage attribute device",0
"Devices - S390 storage key device","Devices - S390 storage key device",0
"Devices - SCSI","Devices - megasas",4027
"Devices - SCSI","Devices - SCSI",25551
"Devices - Unimplemented device","Devices - Unimplemented device",153
"Devices - USB","Devices - CanoKey",561
"Devices - USB","Devices - USB",45676
"Devices - USB","Devices - USB (serial adapter)",709
"Devices - USB","Subsystems - Stubs",1038
"Devices - vhost","Devices - vhost",19074
"Devices - vhost","Devices - vhost-user-blk",2329
"Devices - vhost","Devices - vhost-user-gpu",3439
"Devices - vhost","Devices - vhost-user-rng",408
"Devices - vhost","Devices - virtiofs",14202
"Devices - virtio","Devices - virtio",33937
"Devices - virtio","Devices - virtio-balloon",1487
"Devices - virtio","Devices - virtio-crypto",1402
"Devices - virtio","Devices - virtio-gpu",3626
"Devices - virtio","Devices - virtio-input",1794
"Devices - virtio","Devices - virtio-iommu",1597
"Devices - virtio","Devices - virtio-mem",1679
"Devices - virtio","Devices - virtio-rng",1028
"Devices - Xilinx SPI","Devices - Xilinx SPI",1891
"Documentation - Build system architecture","Documentation - Build system architecture",486
