"c_representative","c_section","c_size"
"Architecture support - S390 general architecture support","Architecture support - S390 general architecture support",59858
"Architecture support - S390 general architecture support","Devices - VFIO",12493
"Architecture support - S390 general architecture support","Devices - vfio-ap",1277
"Architecture support - S390 general architecture support","Devices - vfio-ccw",1056
"Architecture support - S390 general architecture support","Devices - virtio-ccw",2380
"Architecture support - S390 general architecture support","Guest CPU Cores (KVM) - S390 KVM CPUs",8449
"Architecture support - S390 general architecture support","Guest CPU cores (TCG) - S390 TCG CPUs",47451
"Architecture support - S390 general architecture support","S390 Machines - S390 PCI",3777
"Architecture support - S390 general architecture support","S390 Machines - S390 Virtio-ccw",18151
"Architecture support - S390 general architecture support","S390 Machines - S390-ccw boot",8086
"ARM Machines - Allwinner-a10","ARM Machines - Allwinner-a10",6411
"ARM Machines - Allwinner-a10","ARM Machines - Allwinner-h3",1987
"ARM Machines - ASPEED BMCs","ARM Machines - ASPEED BMCs",12441
"ARM Machines - ASPEED BMCs","ARM Machines - i.MX31 (kzm)",6757
"ARM Machines - ASPEED BMCs","ARM Machines - SABRELITE / i.MX6",3314
"ARM Machines - ASPEED BMCs","ARM Machines - SmartFusion2",2051
"ARM Machines - ASPEED BMCs","ARM Machines - STM32F205",2458
"ARM Machines - ASPEED BMCs","Devices - SSI",6604
"ARM Machines - Goldfish RTC","ARM Machines - Goldfish RTC",345
"Block drivers - Bootdevice","Block drivers - Bootdevice",429
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1412
"Block drivers - Multi-process QEMU","Block drivers - Multi-process QEMU",2979
"Build and test automation - Acceptance (Integration) Testing with the Avocado framework","Build and test automation - Acceptance (Integration) Testing with the Avocado framework",5828
"Build and test automation - Acceptance (Integration) Testing with the Avocado framework","Devices - Guest Loader",317
"Build and test automation - Acceptance (Integration) Testing with the Avocado framework","Subsystems - Record/replay",4057
"Build and test automation - Acceptance (Integration) Testing with the Avocado framework","Tiny Code Generator (TCG) - TCG Plugins",3746
"Build and test automation - FreeBSD Hosted Continuous Integration","Build and test automation - FreeBSD Hosted Continuous Integration",165
"Build and test automation - FreeBSD Hosted Continuous Integration","Build and test automation - Windows Hosted Continuous Integration",165
"Build and test automation - Guest Test Compilation Support","Build and test automation - Guest Test Compilation Support",0
"Build System - GIT submodules","Build System - GIT submodules",104
"Build System - UI translations","Build System - UI translations",603
"Devices - Character devices","ARM Machines - ARM PrimeCell and CMSDK devices",9727
"Devices - Character devices","ARM Machines - Canon DIGIC",830
"Devices - Character devices","ARM Machines - Exynos",8430
"Devices - Character devices","AVR Machines - Arduino",160
"Devices - Character devices","AVR Machines - AVR MCUs",2129
"Devices - Character devices","Devices - Character devices",15591
"Devices - Character devices","Devices - IPack",1400
"Devices - Character devices","Devices - Standard VGA",4272
"Devices - Character devices","Devices - virtio-serial",1785
"Devices - Character devices","M68K Machines - virt",1218
"Devices - Character devices","RISC-V Machines - OpenTitan",1350
"Devices - Character devices","X86 Machines - PC Chipset",11524
"Devices - Cirrus VGA","Devices - Cirrus VGA",3756
"Devices - EDID Generator","Devices - EDID Generator",642
"Devices - EDU","Devices - EDU",442
