"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1717
"ACPI","ACPI",208365
"ACPI","ACPI APEI",5899
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",116580
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",3273
"ACPI","ACPI PMIC DRIVERS",2493
"ACPI","ACPI THERMAL DRIVER",1615
"ACPI","ACPI VIOT DRIVER",394
"ACPI","LIBNVDIMM BTT: BLOCK TRANSLATION TABLE",2332
"ACPI","LIBNVDIMM PMEM: PERSISTENT MEMORY DRIVER",815
"ACPI","LIBNVDIMM: DEVICETREE BINDINGS",179
"ACPI","LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM",26350
"ACPI","PSTORE FILESYSTEM",8015
"ACPI","VIRTIO PMEM DRIVER",323
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"AMD SEATTLE DEVICE TREE SUPPORT","AMD SEATTLE DEVICE TREE SUPPORT",1347
"AMD SEATTLE DEVICE TREE SUPPORT","ARM/AMD PENSANDO ARM64 ARCHITECTURE",629
"ANDROID DRIVERS","ANDROID DRIVERS",11021
"ARM PMU PROFILING AND DEBUGGING","ALIBABA PMU DRIVER",928
"ARM PMU PROFILING AND DEBUGGING","AMLOGIC DDR PMU DRIVER",1162
"ARM PMU PROFILING AND DEBUGGING","APPLIED MICRO (APM) X-GENE SOC PMU",2116
"ARM PMU PROFILING AND DEBUGGING","ARM INTERCONNECT PMU DRIVERS",4005
"ARM PMU PROFILING AND DEBUGGING","ARM PMU PROFILING AND DEBUGGING",46965
"ARM PMU PROFILING AND DEBUGGING","COMPUTE EXPRESS LINK PMU (CPMU)",1051
"ARM PMU PROFILING AND DEBUGGING","FREESCALE IMX DDR PMU DRIVER",1015
"ARM PMU PROFILING AND DEBUGGING","HISILICON HNS3 PMU DRIVER",1810
"ARM PMU PROFILING AND DEBUGGING","HISILICON PMU DRIVER",7504
"ARM PMU PROFILING AND DEBUGGING","MARVELL PEM PMU DRIVER",425
"ARM PMU PROFILING AND DEBUGGING","RISC-V PMU DRIVERS",2083
"ARM PMU PROFILING AND DEBUGGING","STARFIVE STARLINK PMU DRIVER",734
"ARM PMU PROFILING AND DEBUGGING","SYNOPSYS DESIGNWARE PCIE PMU DRIVER",884
"ARM PORT","ARM INTEGRATOR, VERSATILE AND REALVIEW SUPPORT",11237
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",112
"ARM PORT","ARM PORT",302832
"ARM PORT","ARM SUB-ARCHITECTURES",152207
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17209
"ARM PORT","ARM/MORELLO PLATFORM",592
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VERSATILE EXPRESS PLATFORM",13505
"ARM PORT","ARM/VFP SUPPORT",4134
"ARM PORT","BPF JIT for ARM",2577
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","LEGO MINDSTORMS EV3",754
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6834
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1739
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3305
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14969
"ARM PORT","OMAP2+ SUPPORT",75065
"ARM PORT","PCMCIA SUBSYSTEM",22618
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27932
"ARM PORT","TI DAVINCI MACHINE SUPPORT",6677
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","ARM/CORESIGHT FRAMEWORK AND DRIVERS",49538
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HARDWARE TRACING FACILITIES",45779
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HISILICON PTT DRIVER",2722
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","INTEL(R) TRACE HUB",6366
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","SYSTEM TRACE MODULE CLASS",3398
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/Microchip (AT91) SoC support","ARM/Microchip (AT91) SoC support",140127
"ARM/Microchip (AT91) SoC support","ARM/TEXAS INSTRUMENT KEYSTONE RESET DRIVER",161
"ARM/Microchip (AT91) SoC support","ATM",33054
"ARM/Microchip (AT91) SoC support","AXENTIA ARM DEVICES",983
"ARM/Microchip (AT91) SoC support","AXENTIA ASOC DRIVERS",527
"ARM/Microchip (AT91) SoC support","DRM DRIVERS FOR ATMEL HLCDC",3632
"ARM/Microchip (AT91) SoC support","MICROCHIP AT91 USART MFD DRIVER",284
"ARM/Microchip (AT91) SoC support","MICROCHIP AT91 USART SPI DRIVER",860
"ARM/Microchip (AT91) SoC support","MICROCHIP AUDIO ASOC DRIVERS",10848
"ARM/Microchip (AT91) SoC support","MICROCHIP ECC DRIVER",415
"ARM/Microchip (AT91) SoC support","MICROCHIP ISI DRIVER",1510
"ARM/Microchip (AT91) SoC support","MICROCHIP LCDFB DRIVER",1503
"ARM/Microchip (AT91) SoC support","MICROCHIP SAMA5D2-COMPATIBLE SHUTDOWN CONTROLLER",578
"ARM/Microchip (AT91) SoC support","MICROCHIP SSC DRIVER",718
"ARM/Microchip (AT91) SoC support","MICROCHIP USBA UDC DRIVER",2840
"ARM/Microchip (AT91) SoC support","PIN CONTROLLER - MICROCHIP AT91",3519
"ARM/Microchip (AT91) SoC support","SYSTEM RESET/SHUTDOWN DRIVERS",6856
"ARM/STM32 ARCHITECTURE","ARM/NXP S32G/S32R DWMAC ETHERNET DRIVER",291
"ARM/STM32 ARCHITECTURE","ARM/SOCFPGA DWMAC GLUE LAYER",637
"ARM/STM32 ARCHITECTURE","ARM/STM32 ARCHITECTURE",276579
"ARM/STM32 ARCHITECTURE","ATHEROS ATH GENERIC UTILITIES",4332
"ARM/STM32 ARCHITECTURE","ATHEROS ATH6KL WIRELESS DRIVER",30856
"ARM/STM32 ARCHITECTURE","DRM DRIVERS FOR STM",4650
"ARM/STM32 ARCHITECTURE","INTEL WIRELESS WIFI LINK (iwlwifi)",181634
"ARM/STM32 ARCHITECTURE","MEDIA DRIVERS FOR STM32 - CSI",1265
"ARM/STM32 ARCHITECTURE","MEDIA DRIVERS FOR STM32 - DCMI / DCMIPP",5517
"ARM/STM32 ARCHITECTURE","QUALCOMM ATH12K WIRELESS DRIVER",80839
"ARM/STM32 ARCHITECTURE","QUALCOMM ETHQOS ETHERNET DRIVER",1040
"ARM/STM32 ARCHITECTURE","QUALCOMM WCN36XX WIRELESS DRIVER",14020
"ARM/STM32 ARCHITECTURE","RENESAS RZ/N1 DWMAC GLUE LAYER",159
"ARM/STM32 ARCHITECTURE","ST STM32 FIREWALL",687
"ARM/STM32 ARCHITECTURE","STARFIVE DWMAC GLUE LAYER",353
"ARM/STM32 ARCHITECTURE","STM32 AUDIO (ASoC) DRIVERS",6235
"ARM/STM32 ARCHITECTURE","STM32MP25 USB3/PCIE COMBOPHY DRIVER",724
"ARM/STM32 ARCHITECTURE","STMMAC ETHERNET DRIVER",45499
"ARM/STM32 ARCHITECTURE","TI WILINK WIRELESS DRIVERS",45209
"ARM/ZYNQ ARCHITECTURE","ARM/ZYNQ ARCHITECTURE",97669
"ARM/ZYNQ ARCHITECTURE","DRM DRIVERS FOR XILINX",6145
"ARM/ZYNQ ARCHITECTURE","MICROBLAZE TMR INJECT",219
"ARM/ZYNQ ARCHITECTURE","MICROBLAZE TMR MANAGER",283
"ARM/ZYNQ ARCHITECTURE","XILINX AMS DRIVER",1680
"ARM/ZYNQ ARCHITECTURE","XILINX AXI ETHERNET DRIVER",4491
"ARM/ZYNQ ARCHITECTURE","XILINX EVENT MANAGEMENT DRIVER",766
"ARM/ZYNQ ARCHITECTURE","XILINX LL TEMAC ETHERNET DRIVER",2207
"ARM/ZYNQ ARCHITECTURE","XILINX SOUND DRIVERS",1548
"ARM/ZYNQ ARCHITECTURE","XILINX VIDEO IP CORES",4966
"ARM/ZYNQ ARCHITECTURE","XILINX XDMA DRIVER",1542
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP DPDMA DRIVER",1967
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP PSGTR PHY DRIVER",1191
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP SHA3 DRIVER",260
"ARM64 PLATFORM DRIVERS","ARM64 PLATFORM DRIVERS",1761
"ARM64 PLATFORM DRIVERS","HUAWEI MATEBOOK E GO EMBEDDED CONTROLLER DRIVER",1028
"ARM64 PORT (AARCH64 ARCHITECTURE)","ARM64 FIT SUPPORT",392
"ARM64 PORT (AARCH64 ARCHITECTURE)","ARM64 PORT (AARCH64 ARCHITECTURE)",195106
"ARM64 PORT (AARCH64 ARCHITECTURE)","BPF JIT for ARM64",3181
"ARM64 PORT (AARCH64 ARCHITECTURE)","KERNEL VIRTUAL MACHINE FOR ARM64 (KVM/arm64)",73014
"ARM64 PORT (AARCH64 ARCHITECTURE)","XEN HYPERVISOR ARM64",155
"ATHEROS ATH5K WIRELESS DRIVER","ATHEROS ATH5K WIRELESS DRIVER",27022
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8105
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",419
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",220
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",888
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",354
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",256
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1733
"B43 WIRELESS DRIVER","B43 WIRELESS DRIVER",56703
"B43LEGACY WIRELESS DRIVER","B43LEGACY WIRELESS DRIVER",14616
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18389
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3955
"BLOCK LAYER","BFQ I/O SCHEDULER",12678
"BLOCK LAYER","BLOCK LAYER",174363
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",363
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",10415
"BLOCK LAYER","DRBD DRIVER",34068
"BLOCK LAYER","FLOPPY DRIVER",5036
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",872
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1801
"BLOCK LAYER","NETWORK BLOCK DEVICE (NBD)",2976
"BLOCK LAYER","PKTCDVD DRIVER",3216
"BLOCK LAYER","RADOS BLOCK DEVICE (RBD)",7720
"BLOCK LAYER","RAMDISK RAM BLOCK DEVICE DRIVER",657
"BLOCK LAYER","RNBD BLOCK DRIVERS",4544
"BLOCK LAYER","SECURE ENCRYPTING DEVICE (SED) OPAL DRIVER",4162
"BLOCK LAYER","UBLK USERSPACE BLOCK DRIVER",8008
"BLOCK LAYER","XEN BLOCK SUBSYSTEM",5794
"BLOCK LAYER","XEN HYPERVISOR INTERFACE",54645
"BLOCK LAYER","XEN PVSCSI DRIVERS",3466
"BLOCK LAYER","XEN SWIOTLB SUBSYSTEM",477
"BLOCK LAYER","ZRAM COMPRESSED RAM BLOCK DEVICE DRVIER",4873
"BLUETOOTH DRIVERS","AMLOGIC BLUETOOTH DRIVER",818
"BLUETOOTH DRIVERS","BLUETOOTH DRIVERS",48053
"BLUETOOTH DRIVERS","MEDIATEK BLUETOOTH DRIVER",1130
"BLUETOOTH DRIVERS","NXP BLUETOOTH WIRELESS DRIVERS",1962
"BPF [MISC]","BPF [MISC]",0
