"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",9044
"A2232 SERIAL BOARD DRIVER","A2232 SERIAL BOARD DRIVER",1868
"ACPI","ACPI",113217
"ACPI","ACPI FAN DRIVER",243
"ACPI","ACPI PROCESSOR AGGREGATOR DRIVER",528
"ACPI","ACPI THERMAL DRIVER",1439
"ACPI","ACPI VIDEO DRIVER",1886
"ACPI","DOCKING STATION DRIVER",1082
"ACPI","ISAPNP",1490
"ACPI","PNP SUPPORT",8779
"AGPGART DRIVER","AGPGART DRIVER",15215
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PORT",662213
"ARM PORT","ARM/ADI ROADRUNNER MACHINE SUPPORT",2317
"ARM PORT","ARM/BCMRING ARM ARCHITECTURE",16959
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1992
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4576
"ARM PORT","ARM/CLKDEV SUPPORT",213
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",119
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",1802
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2074
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1231
"ARM PORT","ARM/FARADAY FA526 PORT",662
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3409
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",30127
"ARM PORT","ARM/FREESCALE IMX51",4000
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1011
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",404
"ARM PORT","ARM/INCOME PXA270 SUPPORT",272
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8310
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1192
"ARM PORT","ARM/Marvell Loki/Kirkwood/MV78xx0/Orion SOC support",19991
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",826
"ARM PORT","ARM/NOMADIK ARCHITECTURE",2595
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",9118
"ARM PORT","ARM/PALM TREO SUPPORT",526
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2193
"ARM PORT","ARM/PALMZ72 SUPPORT",366
"ARM PORT","ARM/QUALCOMM MSM MACHINE SUPPORT",23273
"ARM PORT","ARM/S3C2410 ARM ARCHITECTURE",9802
"ARM PORT","ARM/S3C244x ARM ARCHITECTURE",7290
"ARM PORT","ARM/S3C64xx ARM ARCHITECTURE",9963
"ARM PORT","ARM/S5P ARM ARCHITECTURES",22348
"ARM PORT","ARM/SAMSUNG ARM ARCHITECTURES",24166
"ARM PORT","ARM/SHMOBILE ARM ARCHITECTURE",18266
"ARM PORT","ARM/TELECHIPS ARM ARCHITECTURE",2664
"ARM PORT","ARM/U300 MACHINE SUPPORT",12071
"ARM PORT","ARM/U8500 ARM ARCHITECTURE",6543
"ARM PORT","ARM/VFP SUPPORT",3850
"ARM PORT","ARM/VOIPAC PXA270 SUPPORT",768
"ARM PORT","ARM/ZIPIT Z2 SUPPORT",752
"ARM PORT","FREESCALE IMX / MXC FRAMEBUFFER DRIVER",1063
"ARM PORT","INTEL IXP4XX QMGR, NPE, ETHERNET and HSS SUPPORT",4076
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",16325
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",5808
"ARM PORT","OMAP SUPPORT",111102
"ARM PORT","PCMCIA SUBSYSTEM",32005
"ARM PORT","PXA2xx/PXA3xx SUPPORT",67496
"ARM PORT","SIMTEC EB2410ITX (BAST)",17055
"ARM PORT","SPEAR CLOCK FRAMEWORK SUPPORT",1497
"ARM PORT","SPEAR PAD MULTIPLEXING SUPPORT",2848
"ARM PORT","SPEAR PLATFORM SUPPORT",1550
"ARM PORT","SPEAR3XX MACHINE SUPPORT",3759
"ARM PORT","SPEAR6XX MACHINE SUPPORT",1523
"ARM PORT","SUPERH",128008
"ARM PORT","TEGRA SUPPORT",9681
"ARM PORT","TI DAVINCI MACHINE SUPPORT",24237
"ARM PRIMECELL BUS SUPPORT","ARM PRIMECELL BUS SUPPORT",536
"ARM PRIMECELL CLCD PL110 DRIVER","ARM PRIMECELL CLCD PL110 DRIVER",565
"ARM/ADS SPHERE MACHINE SUPPORT","ARM/ADS SPHERE MACHINE SUPPORT",0
"ARM/AFEB9260 MACHINE SUPPORT","ARM/AFEB9260 MACHINE SUPPORT",0
"ARM/AJECO 1ARM MACHINE SUPPORT","ARM/AJECO 1ARM MACHINE SUPPORT",0
"ARM/ATMEL AT91RM9200 ARM ARCHITECTURE","ARM/ATMEL AT91RM9200 ARM ARCHITECTURE",0
"ARM/CIRRUS LOGIC EDB9315A MACHINE SUPPORT","ARM/CIRRUS LOGIC EDB9315A MACHINE SUPPORT",0
"ARM/COMPULAB CM-X270/EM-X270 and CM-X300 MACHINE SUPPORT","ARM/COMPULAB CM-X270/EM-X270 and CM-X300 MACHINE SUPPORT",0
"ARM/CORGI MACHINE SUPPORT","ARM/CORGI MACHINE SUPPORT",0
"ARM/GLOMATION GESBC9312SX MACHINE SUPPORT","ARM/GLOMATION GESBC9312SX MACHINE SUPPORT",0
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL IOP13XX ARM ARCHITECTURE","ARM/INTEL IOP13XX ARM ARCHITECTURE",0
"ARM/INTEL IOP32X ARM ARCHITECTURE","ARM/INTEL IOP32X ARM ARCHITECTURE",0
"ARM/INTEL IOP33X ARM ARCHITECTURE","ARM/INTEL IOP33X ARM ARCHITECTURE",0
"ARM/INTEL IQ81342EX MACHINE SUPPORT","ARM/INTEL IQ81342EX MACHINE SUPPORT",0
"ARM/INTEL IXDP2850 MACHINE SUPPORT","ARM/INTEL IXDP2850 MACHINE SUPPORT",0
"ARM/INTEL IXP2000 ARM ARCHITECTURE","ARM/INTEL IXP2000 ARM ARCHITECTURE",0
"ARM/INTEL IXP23XX ARM ARCHITECTURE","ARM/INTEL IXP23XX ARM ARCHITECTURE",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/IP FABRICS DOUBLE ESPRESSO MACHINE SUPPORT","ARM/IP FABRICS DOUBLE ESPRESSO MACHINE SUPPORT",0
"ARM/LOGICPD PXA270 MACHINE SUPPORT","ARM/LOGICPD PXA270 MACHINE SUPPORT",0
"ARM/MAGICIAN MACHINE SUPPORT","ARM/MAGICIAN MACHINE SUPPORT",0
"ARM/NEC MOBILEPRO 900/c MACHINE SUPPORT","ARM/NEC MOBILEPRO 900/c MACHINE SUPPORT",0
"ARM/OPENMOKO NEO FREERUNNER (GTA02) MACHINE SUPPORT","ARM/OPENMOKO NEO FREERUNNER (GTA02) MACHINE SUPPORT",0
"ARM/PLEB SUPPORT","ARM/PLEB SUPPORT",0
"ARM/PT DIGITAL BOARD PORT","ARM/PT DIGITAL BOARD PORT",0
"ARM/RADISYS ENP2611 MACHINE SUPPORT","ARM/RADISYS ENP2611 MACHINE SUPPORT",0
"ARM/SHARK MACHINE SUPPORT","ARM/SHARK MACHINE SUPPORT",0
"ARM/TECHNOLOGIC SYSTEMS TS7250 MACHINE SUPPORT","ARM/TECHNOLOGIC SYSTEMS TS7250 MACHINE SUPPORT",0
"ARM/TETON BGA MACHINE SUPPORT","ARM/TETON BGA MACHINE SUPPORT",0
"ARM/THECUS N2100 MACHINE SUPPORT","ARM/THECUS N2100 MACHINE SUPPORT",0
"ARM/TOSA MACHINE SUPPORT","ARM/TOSA MACHINE SUPPORT",0
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API",45010
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","DMA GENERIC OFFLOAD ENGINE SUBSYSTEM",43357
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","FREESCALE DMA DRIVER",1631
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","INTEL IOP-ADMA DMA DRIVER",1764
"AT24 EEPROM DRIVER","AT24 EEPROM DRIVER",708
"ATM","ATM",45308
"ATM","PPP OVER ATM (RFC 2364)",386
"ATMEL AT91 / AT32 SERIAL DRIVER","ATMEL AT91 / AT32 SERIAL DRIVER",1808
"ATMEL LCDFB DRIVER","ATMEL LCDFB DRIVER",1336
"AUDIT SUBSYSTEM","AUDIT SUBSYSTEM",7762
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",971
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",476
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",271
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",282
"AVR32 ARCHITECTURE","AVR32 ARCHITECTURE",28061
"AVR32 ARCHITECTURE","AVR32/AT32AP MACHINE SUPPORT",6332
"BLACKFIN SERIAL DRIVER","BLACKFIN SERIAL DRIVER",1470
"BLOCK LAYER","BLOCK LAYER",20549
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",1213
"BLUETOOTH DRIVERS","BLUETOOTH DRIVERS",11951
"BT8XXGPIO DRIVER","BT8XXGPIO DRIVER",348
"CHECKPATCH","CHECKPATCH",2950
"CLK API","CLK API",158
"COCCINELLE/Semantic Patches (SmPL)","COCCINELLE/Semantic Patches (SmPL)",1743
"CONFIGFS","CONFIGFS",3550
"CONNECTOR","CONNECTOR",792
"CRIS PORT","BLACKFIN ARCHITECTURE",107341
"CRIS PORT","CRIS PORT",113450
"CRIS PORT","GENERIC INCLUDE/ASM HEADER FILES",11175
"CRIS PORT","MICROBLAZE ARCHITECTURE",21653
"CRIS PORT","PARISC ARCHITECTURE",73601
"CRIS PORT","PTRACE SUPPORT",2348
"CRIS PORT","SCORE ARCHITECTURE",8199
"CRIS PORT","TENSILICA XTENSA PORT (xtensa)",27465
"CRIS PORT","TRACING",43511
"CYBERPRO FB DRIVER","CYBERPRO FB DRIVER",2272
"CYCLADES ASYNC MUX DRIVER","CYCLADES ASYNC MUX DRIVER",4984
"DELL LAPTOP SMM DRIVER","DELL LAPTOP SMM DRIVER",652
"DEVICE NUMBER REGISTRY","DEVICE NUMBER REGISTRY",0
"DISK GEOMETRY AND PARTITION HANDLING","DISK GEOMETRY AND PARTITION HANDLING",0
"DISTRIBUTED LOCK MANAGER (DLM)","DISTRIBUTED LOCK MANAGER (DLM)",15215
"DOCBOOK FOR DOCUMENTATION","DOCBOOK FOR DOCUMENTATION",0
"DOCUMENTATION","9P FILE SYSTEM",6257
"DOCUMENTATION","AFFS FILE SYSTEM",4449
"DOCUMENTATION","ARC FRAMEBUFFER DRIVER",902
"DOCUMENTATION","ATA OVER ETHERNET (AOE) DRIVER",2807
"DOCUMENTATION","BEFS FILE SYSTEM",3985
"DOCUMENTATION","BFS FILE SYSTEM",1281
"DOCUMENTATION","BTRFS FILE SYSTEM",59095
"DOCUMENTATION","CACHEFILES: FS-CACHE BACKEND FOR CACHING ON MOUNTED FILESYSTEMS",5164
"DOCUMENTATION","CODA FILE SYSTEM",5962
"DOCUMENTATION","COMMON INTERNET FILE SYSTEM (CIFS)",36042
"DOCUMENTATION","COMPUTONE INTELLIPORT MULTIPORT CARD",10395
"DOCUMENTATION","CPUSETS",3724
"DOCUMENTATION","CRAMFS FILESYSTEM",918
"DOCUMENTATION","DELL SYSTEMS MANAGEMENT BASE DRIVER (dcdbas)",855
"DOCUMENTATION","DIGI INTL. EPCA DRIVER",3325
"DOCUMENTATION","DIRECTORY NOTIFICATION (DNOTIFY)",543
"DOCUMENTATION","DISKQUOTA",5533
"DOCUMENTATION","DOCUMENTATION",359131
"DOCUMENTATION","DRBD DRIVER",22115
"DOCUMENTATION","ECRYPT FILE SYSTEM",10727
"DOCUMENTATION","EDAC-CORE",7070
"DOCUMENTATION","EDAC-I7CORE",2266
"DOCUMENTATION","EXT2 FILE SYSTEM",10121
"DOCUMENTATION","EXT4 FILE SYSTEM",35681
"DOCUMENTATION","FAULT INJECTION SUPPORT",590
"DOCUMENTATION","FRAMEBUFFER LAYER",11345
"DOCUMENTATION","FS-CACHE: LOCAL CACHING FOR NETWORK FILESYSTEMS",9253
"DOCUMENTATION","GENERIC UIO DRIVER FOR PCI DEVICES",209
"DOCUMENTATION","GFS2 FILE SYSTEM",26570
