"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1717
"ACPI","ACPI",209062
"ACPI","ACPI APEI",5883
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",116973
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",3273
"ACPI","ACPI PMIC DRIVERS",2493
"ACPI","ACPI THERMAL DRIVER",1617
"ACPI","ACPI VIOT DRIVER",394
"ACPI","LIBNVDIMM BTT: BLOCK TRANSLATION TABLE",2332
"ACPI","LIBNVDIMM PMEM: PERSISTENT MEMORY DRIVER",815
"ACPI","LIBNVDIMM: DEVICETREE BINDINGS",162
"ACPI","LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM",26350
"ACPI","PSTORE FILESYSTEM",8015
"ACPI","VIRTIO PMEM DRIVER",323
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"AMD SEATTLE DEVICE TREE SUPPORT","AMD SEATTLE DEVICE TREE SUPPORT",1347
"AMD SEATTLE DEVICE TREE SUPPORT","ARM/AMD PENSANDO ARM64 ARCHITECTURE",629
"ANDROID DRIVERS","ANDROID DRIVERS",11101
"ARM PMU PROFILING AND DEBUGGING","ALIBABA PMU DRIVER",928
"ARM PMU PROFILING AND DEBUGGING","AMLOGIC DDR PMU DRIVER",1162
"ARM PMU PROFILING AND DEBUGGING","APPLIED MICRO (APM) X-GENE SOC PMU",2116
"ARM PMU PROFILING AND DEBUGGING","ARM INTERCONNECT PMU DRIVERS",4003
"ARM PMU PROFILING AND DEBUGGING","ARM PMU PROFILING AND DEBUGGING",46957
"ARM PMU PROFILING AND DEBUGGING","COMPUTE EXPRESS LINK PMU (CPMU)",1051
"ARM PMU PROFILING AND DEBUGGING","FREESCALE IMX DDR PMU DRIVER",1015
"ARM PMU PROFILING AND DEBUGGING","HISILICON HNS3 PMU DRIVER",1810
"ARM PMU PROFILING AND DEBUGGING","HISILICON PMU DRIVER",8232
"ARM PMU PROFILING AND DEBUGGING","MARVELL PEM PMU DRIVER",425
"ARM PMU PROFILING AND DEBUGGING","RISC-V PMU DRIVERS",2083
"ARM PMU PROFILING AND DEBUGGING","STARFIVE STARLINK PMU DRIVER",734
"ARM PMU PROFILING AND DEBUGGING","SYNOPSYS DESIGNWARE PCIE PMU DRIVER",884
"ARM PORT","ARM INTEGRATOR, VERSATILE AND REALVIEW SUPPORT",11260
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",112
"ARM PORT","ARM PORT",300937
"ARM PORT","ARM SUB-ARCHITECTURES",151268
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17208
"ARM PORT","ARM/MORELLO PLATFORM",592
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VERSATILE EXPRESS PLATFORM",13648
"ARM PORT","ARM/VFP SUPPORT",4135
"ARM PORT","BPF JIT for ARM",2577
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","LEGO MINDSTORMS EV3",754
"ARM PORT","MMP SUPPORT",2408
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6835
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1742
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3309
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14971
"ARM PORT","OMAP2+ SUPPORT",75201
"ARM PORT","PCMCIA SUBSYSTEM",22619
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27931
"ARM PORT","TI DAVINCI MACHINE SUPPORT",5725
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","ARM/CORESIGHT FRAMEWORK AND DRIVERS",49937
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HARDWARE TRACING FACILITIES",46130
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HISILICON PTT DRIVER",2722
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","INTEL(R) TRACE HUB",6366
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","SYSTEM TRACE MODULE CLASS",3398
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/Microchip (AT91) SoC support","ARM/Microchip (AT91) SoC support",140721
"ARM/Microchip (AT91) SoC support","ARM/TEXAS INSTRUMENT KEYSTONE RESET DRIVER",161
"ARM/Microchip (AT91) SoC support","ATM",33067
"ARM/Microchip (AT91) SoC support","AXENTIA ARM DEVICES",983
"ARM/Microchip (AT91) SoC support","AXENTIA ASOC DRIVERS",527
"ARM/Microchip (AT91) SoC support","DRM DRIVERS FOR ATMEL HLCDC",3632
"ARM/Microchip (AT91) SoC support","MICROCHIP AT91 USART MFD DRIVER",285
"ARM/Microchip (AT91) SoC support","MICROCHIP AT91 USART SPI DRIVER",861
"ARM/Microchip (AT91) SoC support","MICROCHIP AUDIO ASOC DRIVERS",10848
"ARM/Microchip (AT91) SoC support","MICROCHIP ECC DRIVER",415
"ARM/Microchip (AT91) SoC support","MICROCHIP ISI DRIVER",1506
"ARM/Microchip (AT91) SoC support","MICROCHIP LCDFB DRIVER",1503
"ARM/Microchip (AT91) SoC support","MICROCHIP SAMA5D2-COMPATIBLE SHUTDOWN CONTROLLER",578
"ARM/Microchip (AT91) SoC support","MICROCHIP SSC DRIVER",718
"ARM/Microchip (AT91) SoC support","MICROCHIP USBA UDC DRIVER",2840
"ARM/Microchip (AT91) SoC support","PIN CONTROLLER - MICROCHIP AT91",3532
"ARM/Microchip (AT91) SoC support","SYSTEM RESET/SHUTDOWN DRIVERS",7154
"ARM/Microchip (AT91) SoC support","TORADEX EMBEDDED CONTROLLER DRIVER",202
"ARM/STM32 ARCHITECTURE","ARM/NXP S32G/S32R DWMAC ETHERNET DRIVER",291
"ARM/STM32 ARCHITECTURE","ARM/SOCFPGA DWMAC GLUE LAYER",590
"ARM/STM32 ARCHITECTURE","ARM/STM32 ARCHITECTURE",279444
"ARM/STM32 ARCHITECTURE","ATHEROS ATH GENERIC UTILITIES",4332
"ARM/STM32 ARCHITECTURE","ATHEROS ATH6KL WIRELESS DRIVER",30859
"ARM/STM32 ARCHITECTURE","DRM DRIVERS FOR STM",4649
"ARM/STM32 ARCHITECTURE","INTEL WIRELESS WIFI LINK (iwlwifi)",182560
"ARM/STM32 ARCHITECTURE","MEDIA DRIVERS FOR STM32 - CSI",1265
"ARM/STM32 ARCHITECTURE","MEDIA DRIVERS FOR STM32 - DCMI / DCMIPP",5513
"ARM/STM32 ARCHITECTURE","QUALCOMM ETHQOS ETHERNET DRIVER",1027
"ARM/STM32 ARCHITECTURE","QUALCOMM WCN36XX WIRELESS DRIVER",14020
"ARM/STM32 ARCHITECTURE","RENESAS RZ/N1 DWMAC GLUE LAYER",159
"ARM/STM32 ARCHITECTURE","RENESAS RZ/V2H(P) DWMAC GBETH GLUE LAYER DRIVER",146
"ARM/STM32 ARCHITECTURE","ST STM32 FIREWALL",687
"ARM/STM32 ARCHITECTURE","ST STM32 OCTO MEMORY MANAGER",705
"ARM/STM32 ARCHITECTURE","STARFIVE DWMAC GLUE LAYER",353
"ARM/STM32 ARCHITECTURE","STM32 AUDIO (ASoC) DRIVERS",6229
"ARM/STM32 ARCHITECTURE","STM32MP25 USB3/PCIE COMBOPHY DRIVER",724
"ARM/STM32 ARCHITECTURE","STMMAC ETHERNET DRIVER",45375
"ARM/STM32 ARCHITECTURE","TI WILINK WIRELESS DRIVERS",45210
"ARM/STM32 ARCHITECTURE","ULTRATRONIK BOARD SUPPORT",1152
"ARM/UNIPHIER ARCHITECTURE","ARM/UNIPHIER ARCHITECTURE",37598
"ARM/UNIPHIER ARCHITECTURE","SOCIONEXT UNIPHIER SOUND DRIVER",4891
"ARM/ZYNQ ARCHITECTURE","ARM/ZYNQ ARCHITECTURE",97664
"ARM/ZYNQ ARCHITECTURE","DRM DRIVERS FOR XILINX",6142
"ARM/ZYNQ ARCHITECTURE","MICROBLAZE TMR INJECT",219
"ARM/ZYNQ ARCHITECTURE","MICROBLAZE TMR MANAGER",283
"ARM/ZYNQ ARCHITECTURE","XILINX AMS DRIVER",1680
"ARM/ZYNQ ARCHITECTURE","XILINX AXI ETHERNET DRIVER",4491
"ARM/ZYNQ ARCHITECTURE","XILINX EVENT MANAGEMENT DRIVER",766
"ARM/ZYNQ ARCHITECTURE","XILINX LL TEMAC ETHERNET DRIVER",2207
"ARM/ZYNQ ARCHITECTURE","XILINX SD-FEC IP CORES",2334
"ARM/ZYNQ ARCHITECTURE","XILINX SOUND DRIVERS",1548
"ARM/ZYNQ ARCHITECTURE","XILINX VIDEO IP CORES",4966
"ARM/ZYNQ ARCHITECTURE","XILINX XDMA DRIVER",1542
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP DPDMA DRIVER",1967
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP PSGTR PHY DRIVER",1195
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP SHA3 DRIVER",258
"ARM64 PORT (AARCH64 ARCHITECTURE)","ARM64 FIT SUPPORT",392
"ARM64 PORT (AARCH64 ARCHITECTURE)","ARM64 PORT (AARCH64 ARCHITECTURE)",198397
"ARM64 PORT (AARCH64 ARCHITECTURE)","BPF JIT for ARM64",3281
"ARM64 PORT (AARCH64 ARCHITECTURE)","KERNEL VIRTUAL MACHINE FOR ARM64 (KVM/arm64)",76020
"ARM64 PORT (AARCH64 ARCHITECTURE)","XEN HYPERVISOR ARM64",174
"ATHEROS ATH5K WIRELESS DRIVER","ATHEROS ATH5K WIRELESS DRIVER",27022
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8105
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",419
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",220
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",888
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",354
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",256
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1733
"B43 WIRELESS DRIVER","B43 WIRELESS DRIVER",56703
"B43LEGACY WIRELESS DRIVER","B43LEGACY WIRELESS DRIVER",14616
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18407
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3971
"BLOCK LAYER","BFQ I/O SCHEDULER",12678
"BLOCK LAYER","BLOCK LAYER",176290
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",363
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",10554
"BLOCK LAYER","DRBD DRIVER",34260
"BLOCK LAYER","FLOPPY DRIVER",5036
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",872
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1801
"BLOCK LAYER","NETWORK BLOCK DEVICE (NBD)",2976
"BLOCK LAYER","PKTCDVD DRIVER",3216
"BLOCK LAYER","RADOS BLOCK DEVICE (RBD)",7720
"BLOCK LAYER","RAMDISK RAM BLOCK DEVICE DRIVER",576
"BLOCK LAYER","RNBD BLOCK DRIVERS",4539
"BLOCK LAYER","SECURE ENCRYPTING DEVICE (SED) OPAL DRIVER",4162
"BLOCK LAYER","UBLK USERSPACE BLOCK DRIVER",9206
"BLOCK LAYER","XEN BLOCK SUBSYSTEM",5794
"BLOCK LAYER","XEN HYPERVISOR INTERFACE",54653
"BLOCK LAYER","XEN PVSCSI DRIVERS",3466
"BLOCK LAYER","XEN SWIOTLB SUBSYSTEM",478
"BLOCK LAYER","ZONED LOOP DEVICE",1554
