"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",163
"ABI/API","ABI/API",133694
"ABI/API","ARM/CORESIGHT FRAMEWORK AND DRIVERS",10491
"ABI/API","ATM",45186
"ABI/API","ATMEL SSC DRIVER",567
"ABI/API","AUDIT SUBSYSTEM",9044
"ABI/API","BFS FILE SYSTEM",1285
"ABI/API","CXL (IBM Coherent Accelerator Processor Interface CAPI) DRIVER",8090
"ABI/API","DISKQUOTA",6729
"ABI/API","DMI/SMBIOS SUPPORT",1442
"ABI/API","FANOTIFY",1415
"ABI/API","FIREWIRE SUBSYSTEM",18257
"ABI/API","FMC SUBSYSTEM",2202
"ABI/API","FUSE: FILESYSTEM IN USERSPACE",11787
"ABI/API","GENERIC INCLUDE/ASM HEADER FILES",14832
"ABI/API","GFS2 FILE SYSTEM",29672
"ABI/API","HSI SUBSYSTEM",7862
"ABI/API","INOTIFY",1224
"ABI/API","IPMI SUBSYSTEM",18171
"ABI/API","JOURNALLING FLASH FILE SYSTEM V2 (JFFS2)",19085
"ABI/API","KEXEC",657
"ABI/API","MEMBARRIER SUPPORT",119
"ABI/API","NETWORK BLOCK DEVICE (NBD)",1219
"ABI/API","OMNIKEY CARDMAN 4000 DRIVER",1997
"ABI/API","PERSONALITY HANDLING",85
"ABI/API","PKTCDVD DRIVER",3327
"ABI/API","POWER STATE COORDINATION INTERFACE (PSCI)",524
"ABI/API","PTRACE SUPPORT",2445
"ABI/API","QNX4 FILESYSTEM",867
"ABI/API","RADOS BLOCK DEVICE (RBD)",5925
"ABI/API","SCHEDULER",32746
"ABI/API","VIRTIO CORE, NET AND BLOCK DRIVERS",12632
"ABI/API","VIRTIO HOST (VHOST)",6880
"ABI/API","VIRTIO INPUT DRIVER",464
"ACPI","ACPI",152730
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",102270
"ACPI","ACPI FAN DRIVER",417
"ACPI","ACPI THERMAL DRIVER",1609
"ACPI","PSTORE FILESYSTEM",4433
"ACPI VIDEO DRIVER","ACPI VIDEO DRIVER",0
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ALPHA PORT","ALPHA PORT",62627
"ALPHA PORT","SRM (Alpha) environment access",235
"AMSO1100 RNIC DRIVER","AMSO1100 RNIC DRIVER",0
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PORT",833556
"ARM PORT","ARM SUB-ARCHITECTURES",361128
"ARM PORT","ARM/Allwinner A1X SoC support",44092
"ARM PORT","ARM/Annapurna Labs ALPINE ARCHITECTURE",225
"ARM PORT","ARM/ATMEL AT91RM9200 AND AT91SAM ARM ARCHITECTURES",21614
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",436
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1916
"ARM PORT","ARM/CIRRUS LOGIC CLPS711X ARM ARCHITECTURE",4768
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4700
"ARM PORT","ARM/CLKDEV SUPPORT",442
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",128
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",2042
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2042
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1268
"ARM PORT","ARM/FARADAY FA526 PORT",624
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3243
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",89145
"ARM PORT","ARM/FREESCALE VYBRID ARM ARCHITECTURE",2489
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1271
"ARM PORT","ARM/HISILICON SOC SUPPORT",991
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",388
"ARM PORT","ARM/IGEP MACHINE SUPPORT",789
"ARM PORT","ARM/INCOME PXA270 SUPPORT",224
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8717
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1168
"ARM PORT","ARM/Marvell Berlin SoC support",2075
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17500
"ARM PORT","ARM/Marvell Kirkwood and Armada 370, 375, 38x, XP SOC support",24814
"ARM PORT","ARM/MICREL KS8695 ARCHITECTURE",2743
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",782
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",7138
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",665
