"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1731
"ACPI","ACPI",211338
"ACPI","ACPI APEI",6232
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",117057
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",3677
"ACPI","ACPI PMIC DRIVERS",2493
"ACPI","ACPI THERMAL DRIVER",1618
"ACPI","ACPI VIOT DRIVER",394
"ACPI","LIBNVDIMM BTT: BLOCK TRANSLATION TABLE",2324
"ACPI","LIBNVDIMM PMEM: PERSISTENT MEMORY DRIVER",811
"ACPI","LIBNVDIMM: DEVICETREE BINDINGS",162
"ACPI","LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM",26563
"ACPI","PSTORE FILESYSTEM",8018
"ACPI","VIRTIO PMEM DRIVER",323
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"AMD SEATTLE DEVICE TREE SUPPORT","AMD SEATTLE DEVICE TREE SUPPORT",1347
"AMD SEATTLE DEVICE TREE SUPPORT","ARM/AMD PENSANDO ARM64 ARCHITECTURE",629
"ARM PMU PROFILING AND DEBUGGING","ALIBABA PMU DRIVER",928
"ARM PMU PROFILING AND DEBUGGING","AMLOGIC DDR PMU DRIVER",1162
"ARM PMU PROFILING AND DEBUGGING","APPLIED MICRO (APM) X-GENE SOC PMU",2146
"ARM PMU PROFILING AND DEBUGGING","ARM INTERCONNECT PMU DRIVERS",4086
"ARM PMU PROFILING AND DEBUGGING","ARM PMU PROFILING AND DEBUGGING",50616
"ARM PMU PROFILING AND DEBUGGING","COMPUTE EXPRESS LINK PMU (CPMU)",1051
"ARM PMU PROFILING AND DEBUGGING","HISILICON HNS3 PMU DRIVER",1810
"ARM PMU PROFILING AND DEBUGGING","HISILICON PMU DRIVER",9593
"ARM PMU PROFILING AND DEBUGGING","MARVELL PEM PMU DRIVER",425
"ARM PMU PROFILING AND DEBUGGING","RISC-V PMU DRIVERS",2176
"ARM PMU PROFILING AND DEBUGGING","STARFIVE STARLINK PMU DRIVER",734
"ARM PMU PROFILING AND DEBUGGING","SYNOPSYS DESIGNWARE PCIE PMU DRIVER",983
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",110
"ARM PORT","ARM PORT",290898
"ARM PORT","ARM SUB-ARCHITECTURES",151304
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17252
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VFP SUPPORT",4135
"ARM PORT","BPF JIT for ARM",2577
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","LEGO MINDSTORMS EV3",754
"ARM PORT","MMP SUPPORT",2408
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6842
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1742
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3313
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14974
"ARM PORT","OMAP2+ SUPPORT",75268
"ARM PORT","PCMCIA SUBSYSTEM",22434
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27949
"ARM PORT","TI DAVINCI MACHINE SUPPORT",5723
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","ARM/CORESIGHT FRAMEWORK AND DRIVERS",50631
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HARDWARE TRACING FACILITIES",46636
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HISILICON PTT DRIVER",2723
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","INTEL(R) TRACE HUB",6375
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","SYSTEM TRACE MODULE CLASS",3398
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/Mediatek SoC support","AAEON UPBOARD FPGA MFD DRIVER",1575
"ARM/Mediatek SoC support","AMLOGIC PINCTRL DRIVER",1248
"ARM/Mediatek SoC support","ARM/BITMAIN ARCHITECTURE",2944
"ARM/Mediatek SoC support","ARM/Mediatek SoC support",635853
"ARM/Mediatek SoC support","ARM/Mediatek USB3 PHY DRIVER",7212
"ARM/Mediatek SoC support","ARM/NUVOTON MA35 ARCHITECTURE",8376
"ARM/Mediatek SoC support","ARM/NUVOTON WPCM450 ARCHITECTURE",3031
"ARM/Mediatek SoC support","ARM/NXP S32G ARCHITECTURE",4931
"ARM/Mediatek SoC support","ARM/UNIPHIER ARCHITECTURE",37595
"ARM/Mediatek SoC support","ASPEED PINCTRL DRIVERS",11160
"ARM/Mediatek SoC support","BROADCOM BCM4908 PINMUX DRIVER",637
"ARM/Mediatek SoC support","CANAAN/KENDRYTE K210 SOC FPIOA DRIVER",1157
"ARM/Mediatek SoC support","CYPRESS CY8C95X0 PINCTRL DRIVER",1519
"ARM/Mediatek SoC support","DRM DRIVERS FOR MEDIATEK",25809
"ARM/Mediatek SoC support","LOONGSON-2 SOC SERIES PINCTRL DRIVER",435
"ARM/Mediatek SoC support","MEDIATEK ETHERNET DRIVER",17593
"ARM/Mediatek SoC support","MEDIATEK IOMMU DRIVER",5748
"ARM/Mediatek SoC support","MEDIATEK JPEG DRIVER",3949
"ARM/Mediatek SoC support","MEDIATEK MIPI-CSI CDPHY DRIVER",435
"ARM/Mediatek SoC support","MEDIATEK MT6735 CLOCK & RESET DRIVERS",1288
"ARM/Mediatek SoC support","MEDIATEK MT76 WIRELESS LAN DRIVER",115785
"ARM/Mediatek SoC support","MEDIATEK MT7601U WIRELESS LAN DRIVER",7798
"ARM/Mediatek SoC support","MEDIATEK MT7621 CLOCK DRIVER",663
"ARM/Mediatek SoC support","MEDIATEK MT7621 PHY PCI DRIVER",400
"ARM/Mediatek SoC support","PIN CONTROL SUBSYSTEM",630662
"ARM/Mediatek SoC support","PIN CONTROLLER - AIROHA",3433
"ARM/Mediatek SoC support","PIN CONTROLLER - AMD",1299
"ARM/Mediatek SoC support","PIN CONTROLLER - FREESCALE",17998
"ARM/Mediatek SoC support","PIN CONTROLLER - INTEL",17184
"ARM/Mediatek SoC support","PIN CONTROLLER - KEEMBAY",1719
"ARM/Mediatek SoC support","PIN CONTROLLER - MEDIATEK",76404
"ARM/Mediatek SoC support","PIN CONTROLLER - MEDIATEK MIPS",3282
"ARM/Mediatek SoC support","PIN CONTROLLER - QUALCOMM",94494
"ARM/Mediatek SoC support","PIN CONTROLLER - RENESAS",127509
"ARM/Mediatek SoC support","PIN CONTROLLER - SAMSUNG",7844
"ARM/Mediatek SoC support","PIN CONTROLLER - SINGLE",2001
"ARM/Mediatek SoC support","PIN CONTROLLER - SUNPLUS / TIBBO",2505
"ARM/Mediatek SoC support","RASPBERRY PI RP1 PCI DRIVER",4870
"ARM/Mediatek SoC support","SPEAR PLATFORM/CLOCK/PINCTRL SUPPORT",21682
"ARM/Mediatek SoC support","STARFIVE JH71X0 PINCTRL DRIVERS",4044
"ARM/Microchip (AT91) SoC support","ARM/Microchip (AT91) SoC support",141234
"ARM/Microchip (AT91) SoC support","ARM/TEXAS INSTRUMENT KEYSTONE RESET DRIVER",161
"ARM/Microchip (AT91) SoC support","ATM",33081
"ARM/Microchip (AT91) SoC support","AXENTIA ARM DEVICES",983
"ARM/Microchip (AT91) SoC support","AXENTIA ASOC DRIVERS",527
"ARM/Microchip (AT91) SoC support","DRM DRIVERS FOR ATMEL HLCDC",3669
"ARM/Microchip (AT91) SoC support","MICROCHIP AT91 USART MFD DRIVER",285
"ARM/Microchip (AT91) SoC support","MICROCHIP AT91 USART SPI DRIVER",861
"ARM/Microchip (AT91) SoC support","MICROCHIP AUDIO ASOC DRIVERS",10840
"ARM/Microchip (AT91) SoC support","MICROCHIP ECC DRIVER",415
"ARM/Microchip (AT91) SoC support","MICROCHIP ISI DRIVER",1506
"ARM/Microchip (AT91) SoC support","MICROCHIP LCDFB DRIVER",1503
"ARM/Microchip (AT91) SoC support","MICROCHIP SAMA5D2-COMPATIBLE SHUTDOWN CONTROLLER",578
"ARM/Microchip (AT91) SoC support","MICROCHIP SSC DRIVER",723
"ARM/Microchip (AT91) SoC support","MICROCHIP USBA UDC DRIVER",2840
"ARM/Microchip (AT91) SoC support","PIN CONTROLLER - MICROCHIP AT91",3532
"ARM/Microchip (AT91) SoC support","SYSTEM RESET/SHUTDOWN DRIVERS",7703
"ARM/Microchip (AT91) SoC support","TORADEX EMBEDDED CONTROLLER DRIVER",202
"ARM/STM32 ARCHITECTURE","ARM/NXP S32G/S32R DWMAC ETHERNET DRIVER",291
"ARM/STM32 ARCHITECTURE","ARM/SOCFPGA DWMAC GLUE LAYER",694
"ARM/STM32 ARCHITECTURE","ARM/SOCFPGA DWMAC GLUE LAYER BINDINGS",227
"ARM/STM32 ARCHITECTURE","ARM/STM32 ARCHITECTURE",286800
"ARM/STM32 ARCHITECTURE","ATHEROS ATH GENERIC UTILITIES",4333
"ARM/STM32 ARCHITECTURE","ATHEROS ATH6KL WIRELESS DRIVER",30862
"ARM/STM32 ARCHITECTURE","DRM DRIVERS FOR STM",4785
"ARM/STM32 ARCHITECTURE","INTEL WIRELESS WIFI LINK (iwlwifi)",180317
"ARM/STM32 ARCHITECTURE","MEDIA DRIVERS FOR STM32 - CSI",1265
"ARM/STM32 ARCHITECTURE","MEDIA DRIVERS FOR STM32 - DCMI / DCMIPP",5513
"ARM/STM32 ARCHITECTURE","QUALCOMM ATHEROS ATH10K WIRELESS DRIVER",85893
"ARM/STM32 ARCHITECTURE","QUALCOMM ETHQOS ETHERNET DRIVER",997
"ARM/STM32 ARCHITECTURE","QUALCOMM WCN36XX WIRELESS DRIVER",13886
"ARM/STM32 ARCHITECTURE","RENESAS RZ/N1 DWMAC GLUE LAYER",168
"ARM/STM32 ARCHITECTURE","RENESAS RZ/V2H(P) DWMAC GBETH GLUE LAYER DRIVER",538
"ARM/STM32 ARCHITECTURE","ST STM32 FIREWALL",1276
"ARM/STM32 ARCHITECTURE","ST STM32 HDP PINCTRL DRIVER",913
"ARM/STM32 ARCHITECTURE","ST STM32 OCTO MEMORY MANAGER",696
"ARM/STM32 ARCHITECTURE","ST STM32 PINCTRL DRIVER",18021
"ARM/STM32 ARCHITECTURE","STARFIVE DWMAC GLUE LAYER",341
"ARM/STM32 ARCHITECTURE","STM32 AUDIO (ASoC) DRIVERS",6258
"ARM/STM32 ARCHITECTURE","STM32MP25 USB3/PCIE COMBOPHY DRIVER",724
"ARM/STM32 ARCHITECTURE","STMMAC ETHERNET DRIVER",45573
"ARM/STM32 ARCHITECTURE","TI WILINK WIRELESS DRIVERS",45009
"ARM/ZYNQ ARCHITECTURE","ARM/ZYNQ ARCHITECTURE",100576
"ARM/ZYNQ ARCHITECTURE","DRM DRIVERS FOR XILINX",6107
"ARM/ZYNQ ARCHITECTURE","MICROBLAZE TMR INJECT",219
"ARM/ZYNQ ARCHITECTURE","MICROBLAZE TMR MANAGER",283
"ARM/ZYNQ ARCHITECTURE","XILINX AMS DRIVER",1686
"ARM/ZYNQ ARCHITECTURE","XILINX AXI ETHERNET DRIVER",4511
"ARM/ZYNQ ARCHITECTURE","XILINX EVENT MANAGEMENT DRIVER",766
"ARM/ZYNQ ARCHITECTURE","XILINX LL TEMAC ETHERNET DRIVER",2207
"ARM/ZYNQ ARCHITECTURE","XILINX SD-FEC IP CORES",2334
"ARM/ZYNQ ARCHITECTURE","XILINX SOUND DRIVERS",1552
"ARM/ZYNQ ARCHITECTURE","XILINX TRNG DRIVER",430
"ARM/ZYNQ ARCHITECTURE","XILINX VIDEO IP CORES",4963
"ARM/ZYNQ ARCHITECTURE","XILINX XDMA DRIVER",1542
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP DPDMA DRIVER",1967
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP PSGTR PHY DRIVER",1195
