"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",160
"ABI/API","ABI/API",132180
"ABI/API","ARM/CORESIGHT FRAMEWORK AND DRIVERS",10475
"ABI/API","ATM",45145
"ABI/API","ATMEL SSC DRIVER",567
"ABI/API","AUDIT SUBSYSTEM",8720
"ABI/API","BFS FILE SYSTEM",1285
"ABI/API","CXL (IBM Coherent Accelerator Processor Interface CAPI) DRIVER",7407
"ABI/API","DISKQUOTA",6690
"ABI/API","DMI/SMBIOS SUPPORT",1442
"ABI/API","FANOTIFY",1411
"ABI/API","FIREWIRE SUBSYSTEM",18257
"ABI/API","FMC SUBSYSTEM",2202
"ABI/API","FUSE: FILESYSTEM IN USERSPACE",11779
"ABI/API","GENERIC INCLUDE/ASM HEADER FILES",14639
"ABI/API","GFS2 FILE SYSTEM",29752
"ABI/API","HSI SUBSYSTEM",7862
"ABI/API","INOTIFY",1224
"ABI/API","IPMI SUBSYSTEM",18037
"ABI/API","JOURNALLING FLASH FILE SYSTEM V2 (JFFS2)",19085
"ABI/API","KEXEC",3170
"ABI/API","NETWORK BLOCK DEVICE (NBD)",1001
"ABI/API","OMNIKEY CARDMAN 4000 DRIVER",1997
"ABI/API","PERSONALITY HANDLING",85
"ABI/API","PKTCDVD DRIVER",3346
"ABI/API","PTRACE SUPPORT",2429
"ABI/API","QNX4 FILESYSTEM",867
"ABI/API","RADOS BLOCK DEVICE (RBD)",5958
"ABI/API","SCHEDULER",32893
"ABI/API","VIRTIO CORE, NET AND BLOCK DRIVERS",12601
"ABI/API","VIRTIO HOST (VHOST)",6880
"ABI/API","VIRTIO INPUT DRIVER",460
"ACPI","ACPI",151467
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",101268
"ACPI","ACPI FAN DRIVER",421
"ACPI","ACPI THERMAL DRIVER",1618
"ACPI","PSTORE FILESYSTEM",4437
"ACPI VIDEO DRIVER","ACPI VIDEO DRIVER",0
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ALPHA PORT","ALPHA PORT",62662
"ALPHA PORT","SRM (Alpha) environment access",235
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PORT",828733
"ARM PORT","ARM PRIMECELL BUS SUPPORT",1172
"ARM PORT","ARM SUB-ARCHITECTURES",372426
"ARM PORT","ARM/Allwinner A1X SoC support",38936
"ARM PORT","ARM/Annapurna Labs ALPINE ARCHITECTURE",225
"ARM PORT","ARM/ATMEL AT91RM9200 AND AT91SAM ARM ARCHITECTURES",19992
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",434
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1909
"ARM PORT","ARM/CIRRUS LOGIC CLPS711X ARM ARCHITECTURE",4776
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4678
"ARM PORT","ARM/CLKDEV SUPPORT",442
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",128
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",1979
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2042
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1268
"ARM PORT","ARM/FARADAY FA526 PORT",624
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3246
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",85954
"ARM PORT","ARM/FREESCALE VYBRID ARM ARCHITECTURE",2418
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1271
"ARM PORT","ARM/HISILICON SOC SUPPORT",992
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",388
"ARM PORT","ARM/IGEP MACHINE SUPPORT",789
"ARM PORT","ARM/INCOME PXA270 SUPPORT",224
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8705
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1168
"ARM PORT","ARM/Marvell Berlin SoC support",2075
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17200
"ARM PORT","ARM/Marvell Kirkwood and Armada 370, 375, 38x, XP SOC support",24114
"ARM PORT","ARM/MICREL KS8695 ARCHITECTURE",2744
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",782
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",7133
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",665
