"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",228
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1726
"ACPI","ACPI",213245
"ACPI","ACPI APEI",8218
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",117538
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",3886
"ACPI","ACPI PMIC DRIVERS",2493
"ACPI","ACPI THERMAL DRIVER",1593
"ACPI","ACPI VIOT DRIVER",394
"ACPI","LIBNVDIMM BTT: BLOCK TRANSLATION TABLE",2324
"ACPI","LIBNVDIMM PMEM: PERSISTENT MEMORY DRIVER",811
"ACPI","LIBNVDIMM: DEVICETREE BINDINGS",162
"ACPI","LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM",26582
"ACPI","NVIDIA GHES VENDOR CPER RECORD HANDLER",149
"ACPI","PSTORE FILESYSTEM",8065
"ACPI","VIRTIO PMEM DRIVER",325
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"AMD SEATTLE DEVICE TREE SUPPORT","AMD SEATTLE DEVICE TREE SUPPORT",1347
"AMD SEATTLE DEVICE TREE SUPPORT","ARM/AMD PENSANDO ARM64 ARCHITECTURE",629
"ARM PMU PROFILING AND DEBUGGING","ALIBABA PMU DRIVER",928
"ARM PMU PROFILING AND DEBUGGING","AMLOGIC DDR PMU DRIVER",1162
"ARM PMU PROFILING AND DEBUGGING","APPLIED MICRO (APM) X-GENE SOC PMU",2146
"ARM PMU PROFILING AND DEBUGGING","ARM INTERCONNECT PMU DRIVERS",4095
"ARM PMU PROFILING AND DEBUGGING","ARM PMU PROFILING AND DEBUGGING",53082
"ARM PMU PROFILING AND DEBUGGING","COMPUTE EXPRESS LINK PMU (CPMU)",1051
"ARM PMU PROFILING AND DEBUGGING","HISILICON HNS3 PMU DRIVER",1810
"ARM PMU PROFILING AND DEBUGGING","HISILICON PMU DRIVER",9593
"ARM PMU PROFILING AND DEBUGGING","MARVELL PEM PMU DRIVER",425
"ARM PMU PROFILING AND DEBUGGING","RISC-V PMU DRIVERS",2176
"ARM PMU PROFILING AND DEBUGGING","STARFIVE STARLINK PMU DRIVER",733
"ARM PMU PROFILING AND DEBUGGING","SYNOPSYS DESIGNWARE PCIE PMU DRIVER",983
"ARM PORT","ARM INTEGRATOR, VERSATILE AND REALVIEW SUPPORT",11302
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",110
"ARM PORT","ARM PORT",289704
"ARM PORT","ARM SUB-ARCHITECTURES",151188
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17249
"ARM PORT","ARM/MORELLO PLATFORM",599
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VERSATILE EXPRESS PLATFORM",14660
"ARM PORT","ARM/VFP SUPPORT",4135
"ARM PORT","BPF JIT for ARM",2556
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","LEGO MINDSTORMS EV3",754
"ARM PORT","MMP SUPPORT",2408
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6842
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1728
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3118
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14979
"ARM PORT","OMAP2+ SUPPORT",75318
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27668
"ARM PORT","TI DAVINCI MACHINE SUPPORT",5723
"ARM PORT","XEN HYPERVISOR ARM",1162
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","ARM/CORESIGHT FRAMEWORK AND DRIVERS",51270
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HARDWARE TRACING FACILITIES",46971
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HISILICON PTT DRIVER",2723
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","INTEL(R) TRACE HUB",6279
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","SYSTEM TRACE MODULE CLASS",3409
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/Mediatek SoC support","AAEON UPBOARD FPGA MFD DRIVER",1575
"ARM/Mediatek SoC support","AMLOGIC PINCTRL DRIVER",1318
"ARM/Mediatek SoC support","ARM/BITMAIN ARCHITECTURE",2937
"ARM/Mediatek SoC support","ARM/Mediatek SoC support",642960
"ARM/Mediatek SoC support","ARM/Mediatek USB3 PHY DRIVER",7242
