"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1692
"ACER ASPIRE 1 EMBEDDED CONTROLLER DRIVER","ACER ASPIRE 1 EMBEDDED CONTROLLER DRIVER",622
"ACER ASPIRE 1 EMBEDDED CONTROLLER DRIVER","ARM64 PLATFORM DRIVERS",605
"ACPI","ACPI",205316
"ACPI","ACPI APEI",5797
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",116405
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",2995
"ACPI","ACPI PMIC DRIVERS",2490
"ACPI","ACPI THERMAL DRIVER",1655
"ACPI","ACPI VIOT DRIVER",401
"ACPI","LIBNVDIMM BTT: BLOCK TRANSLATION TABLE",2336
"ACPI","LIBNVDIMM PMEM: PERSISTENT MEMORY DRIVER",818
"ACPI","LIBNVDIMM: DEVICETREE BINDINGS",180
"ACPI","LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM",26380
"ACPI","PSTORE FILESYSTEM",7942
"ACPI","VIRTIO PMEM DRIVER",289
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"AMD SEATTLE DEVICE TREE SUPPORT","AMD SEATTLE DEVICE TREE SUPPORT",1450
"AMD SEATTLE DEVICE TREE SUPPORT","ARM/AMD PENSANDO ARM64 ARCHITECTURE",629
"ANDROID DRIVERS","ANDROID DRIVERS",10313
"ARM PMU PROFILING AND DEBUGGING","ALIBABA PMU DRIVER",928
"ARM PMU PROFILING AND DEBUGGING","AMLOGIC DDR PMU DRIVER",1162
"ARM PMU PROFILING AND DEBUGGING","APPLIED MICRO (APM) X-GENE SOC PMU",2116
"ARM PMU PROFILING AND DEBUGGING","ARM PMU PROFILING AND DEBUGGING",44962
"ARM PMU PROFILING AND DEBUGGING","COMPUTE EXPRESS LINK PMU (CPMU)",1047
"ARM PMU PROFILING AND DEBUGGING","FREESCALE IMX DDR PMU DRIVER",1009
"ARM PMU PROFILING AND DEBUGGING","HISILICON HNS3 PMU DRIVER",1810
"ARM PMU PROFILING AND DEBUGGING","HISILICON PMU DRIVER",7523
"ARM PMU PROFILING AND DEBUGGING","RISC-V PMU DRIVERS",2022
"ARM PMU PROFILING AND DEBUGGING","STARFIVE STARLINK PMU DRIVER",734
"ARM PMU PROFILING AND DEBUGGING","SYNOPSYS DESIGNWARE PCIE PMU DRIVER",884
"ARM PORT","ARM INTEGRATOR, VERSATILE AND REALVIEW SUPPORT",11598
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",112
"ARM PORT","ARM PORT",310062
"ARM PORT","ARM SUB-ARCHITECTURES",156084
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",422
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4272
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17228
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VERSATILE EXPRESS PLATFORM",13161
"ARM PORT","ARM/VFP SUPPORT",4120
"ARM PORT","BPF JIT for ARM",2577
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","LEGO MINDSTORMS EV3",753
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6834
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1713
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3314
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14954
"ARM PORT","OMAP2+ SUPPORT",74815
"ARM PORT","PCMCIA SUBSYSTEM",22616
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27815
"ARM PORT","TI DAVINCI MACHINE SUPPORT",6845
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM/ASPEED MACHINE SUPPORT","ARM/ASPEED I2C DRIVER",1323
"ARM/ASPEED MACHINE SUPPORT","ARM/ASPEED MACHINE SUPPORT",85884
"ARM/ASPEED MACHINE SUPPORT","ASPEED CRYPTO DRIVER",3743
"ARM/ASPEED MACHINE SUPPORT","ASPEED PECI CONTROLLER",671
"ARM/ASPEED MACHINE SUPPORT","ASPEED PINCTRL DRIVERS",10433
"ARM/ASPEED MACHINE SUPPORT","ASPEED SCU INTERRUPT CONTROLLER DRIVER",286
"ARM/ASPEED MACHINE SUPPORT","ASPEED USB UDC DRIVER",1654
"ARM/ASPEED MACHINE SUPPORT","ASPEED VIDEO ENGINE DRIVER",2288
"ARM/ASPEED MACHINE SUPPORT","DRM DRIVER FOR ASPEED BMC GFX",833
"ARM/ASPEED MACHINE SUPPORT","FSI SUBSYSTEM",9180
"ARM/ASPEED MACHINE SUPPORT","IPMI SUBSYSTEM",23994
"ARM/ASPEED MACHINE SUPPORT","PECI SUBSYSTEM",2895
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",412
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","ARM/CORESIGHT FRAMEWORK AND DRIVERS",47129
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HARDWARE TRACING FACILITIES",44136
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HISILICON PTT DRIVER",2728
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","INTEL(R) TRACE HUB",6352
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","SYSTEM TRACE MODULE CLASS",3401
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/Microchip (AT91) SoC support","ARM/Microchip (AT91) SoC support",127859
"ARM/Microchip (AT91) SoC support","ARM/TEXAS INSTRUMENT KEYSTONE RESET DRIVER",173
"ARM/Microchip (AT91) SoC support","ATM",32972
"ARM/Microchip (AT91) SoC support","AXENTIA ARM DEVICES",983
"ARM/Microchip (AT91) SoC support","AXENTIA ASOC DRIVERS",534
"ARM/Microchip (AT91) SoC support","DRM DRIVERS FOR ATMEL HLCDC",3081
"ARM/Microchip (AT91) SoC support","MEDIATEK BOARD LEVEL SHUTDOWN DRIVERS",117
"ARM/Microchip (AT91) SoC support","MICROCHIP AT91 USART MFD DRIVER",277
"ARM/Microchip (AT91) SoC support","MICROCHIP AT91 USART SPI DRIVER",853
"ARM/Microchip (AT91) SoC support","MICROCHIP AUDIO ASOC DRIVERS",10673
"ARM/Microchip (AT91) SoC support","MICROCHIP ECC DRIVER",415
"ARM/Microchip (AT91) SoC support","MICROCHIP ISI DRIVER",1512
"ARM/Microchip (AT91) SoC support","MICROCHIP LCDFB DRIVER",1503
"ARM/Microchip (AT91) SoC support","MICROCHIP PWM DRIVER",605
"ARM/Microchip (AT91) SoC support","MICROCHIP SAMA5D2-COMPATIBLE SHUTDOWN CONTROLLER",568
"ARM/Microchip (AT91) SoC support","MICROCHIP SSC DRIVER",664
"ARM/Microchip (AT91) SoC support","MICROCHIP USBA UDC DRIVER",2841
"ARM/Microchip (AT91) SoC support","PIN CONTROLLER - MICROCHIP AT91",3525
"ARM/Microchip (AT91) SoC support","PWM SUBSYSTEM",30657
"ARM/Microchip (AT91) SoC support","SUNPLUS PWM DRIVER",275
"ARM/Microchip (AT91) SoC support","SYSTEM RESET/SHUTDOWN DRIVERS",6788
"ARM/Microchip (AT91) SoC support","TEGRA PWM DRIVER",443
"ARM/ZYNQ ARCHITECTURE","ARM/ZYNQ ARCHITECTURE",92782
"ARM/ZYNQ ARCHITECTURE","DRM DRIVERS FOR XILINX",4857
"ARM/ZYNQ ARCHITECTURE","MICROBLAZE TMR INJECT",218
"ARM/ZYNQ ARCHITECTURE","MICROBLAZE TMR MANAGER",283
"ARM/ZYNQ ARCHITECTURE","XILINX AMS DRIVER",1670
"ARM/ZYNQ ARCHITECTURE","XILINX AXI ETHERNET DRIVER",3877
"ARM/ZYNQ ARCHITECTURE","XILINX CAN DRIVER",2287
"ARM/ZYNQ ARCHITECTURE","XILINX EVENT MANAGEMENT DRIVER",762
"ARM/ZYNQ ARCHITECTURE","XILINX LL TEMAC ETHERNET DRIVER",2207
"ARM/ZYNQ ARCHITECTURE","XILINX PWM DRIVER",388
"ARM/ZYNQ ARCHITECTURE","XILINX VIDEO IP CORES",4983
"ARM/ZYNQ ARCHITECTURE","XILINX XDMA DRIVER",1546
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP DPDMA DRIVER",1870
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP PSGTR PHY DRIVER",1133
"ARM/ZYNQ ARCHITECTURE","XILINX ZYNQMP SHA3 DRIVER",260
"ARM64 PORT (AARCH64 ARCHITECTURE)","ARM64 FIT SUPPORT",344
"ARM64 PORT (AARCH64 ARCHITECTURE)","ARM64 PORT (AARCH64 ARCHITECTURE)",178233
"ARM64 PORT (AARCH64 ARCHITECTURE)","BPF JIT for ARM64",2925
"ARM64 PORT (AARCH64 ARCHITECTURE)","KERNEL VIRTUAL MACHINE FOR ARM64 (KVM/arm64)",62710
"ARM64 PORT (AARCH64 ARCHITECTURE)","XEN HYPERVISOR ARM64",155
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8132
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",448
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",237
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",887
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",356
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",257
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1741
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18367
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3943
"BLOCK LAYER","BFQ I/O SCHEDULER",12699
"BLOCK LAYER","BLOCK LAYER",171080
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",363
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",10373
"BLOCK LAYER","DRBD DRIVER",34074
"BLOCK LAYER","FLOPPY DRIVER",5035
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",872
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1801
"BLOCK LAYER","NETWORK BLOCK DEVICE (NBD)",2898
"BLOCK LAYER","PKTCDVD DRIVER",3218
"BLOCK LAYER","RADOS BLOCK DEVICE (RBD)",7731
"BLOCK LAYER","RAMDISK RAM BLOCK DEVICE DRIVER",634
"BLOCK LAYER","RNBD BLOCK DRIVERS",4542
"BLOCK LAYER","SECURE ENCRYPTING DEVICE (SED) OPAL DRIVER",4134
"BLOCK LAYER","UBLK USERSPACE BLOCK DRIVER",3746
"BLOCK LAYER","XEN BLOCK SUBSYSTEM",5795
"BLOCK LAYER","XEN HYPERVISOR INTERFACE",54228
"BLOCK LAYER","XEN PVSCSI DRIVERS",3465
"BLOCK LAYER","XEN SWIOTLB SUBSYSTEM",457
"BLOCK LAYER","ZRAM COMPRESSED RAM BLOCK DEVICE DRVIER",3518
"BLUETOOTH DRIVERS","ARM/APPLE MACHINE SUPPORT",23174
"BLUETOOTH DRIVERS","BLUETOOTH DRIVERS",43555
"BLUETOOTH DRIVERS","MEDIATEK BLUETOOTH DRIVER",1165
"BLUETOOTH DRIVERS","NXP BLUETOOTH WIRELESS DRIVERS",1478
"BPF [MISC]","BPF [MISC]",0
"BROADCOM BCM7XXX ARM ARCHITECTURE","BROADCOM BCM7XXX ARM ARCHITECTURE",13788
"BROADCOM BCM7XXX ARM ARCHITECTURE","BROADCOM BRCMSTB GPIO DRIVER",871
"BROADCOM BCM7XXX ARM ARCHITECTURE","BROADCOM BRCMSTB I2C DRIVER",850
"BROADCOM BCM7XXX ARM ARCHITECTURE","BROADCOM BRCMSTB USB PIN MAP DRIVER",428
"BROADCOM BCM7XXX ARM ARCHITECTURE","BROADCOM STB AVS TMON DRIVER",433
"BROADCOM BCM7XXX ARM ARCHITECTURE","BROADCOM STB DPFE DRIVER",993
