filename,lines,sections
.gitignore,93,"""THE REST"""
.mailmap,118,"""THE REST"""
COPYING,356,"""THE REST"""
CREDITS,3998,"""THE REST"""
Documentation/.gitignore,7,"""DOCUMENTATION"",""THE REST"""
Documentation/00-INDEX,479,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/README,74,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/proc-sys-vm-nr_pdflush_threads,5,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-bus-usb,31,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-class-rfkill,29,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-driver-hid-roccat-koneplus,47,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-driver-hid-roccat-kovaplus,66,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-driver-hid-roccat-pyra,73,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/devfs,12,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/dv1394,14,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/ip_queue,9,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/o2cb,10,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/raw1394,15,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/video1394,16,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/firewire-cdev,103,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/o2cb,10,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/syscalls,10,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-acpi-pmprofile,22,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-bus-firewire,133,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-bus-xen-backend,75,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-backlight,56,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-rfkill,67,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-tpm,185,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-ubi,212,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-devices-node,100,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-devices-system-xen_memory,77,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-driver-ib_srp,156,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-driver-qla2xxx,8,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-driver-usb-usbtmc,62,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-driver-w1_ds28e04,15,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-firmware-efi-vars,75,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-module,30,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-transport-srp,19,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/thermal-notification,4,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/vdso,27,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/configfs-spear-pcie-gadget,31,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/debugfs-ec,20,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/debugfs-ideapad,19,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/debugfs-olpc,16,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/debugfs-pfo-nx-crypto,45,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/debugfs-pktcdvd,19,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/dev-kmsg,101,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/evm,23,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/ima_policy,83,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/procfs-diskstats,22,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/pstore,47,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-ata,99,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-block,222,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-block-bcache,156,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-block-dm,25,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-block-rssd,5,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-block-zram,99,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-bcma,31,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-css,35,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-event_source-devices-events,62,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-event_source-devices-format,14,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-fcoe,116,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-hsi,19,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-i2c-devices-fsa9480,21,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-i2c-devices-hm6352,21,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-i2c-devices-lm3533,15,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-iio,794,"""DOCUMENTATION"",""THE REST"""
