filename,lines,sections
.gitignore,79,"""THE REST"""
.mailmap,107,"""THE REST"""
COPYING,356,"""THE REST"""
CREDITS,3944,"""THE REST"""
Documentation/.gitignore,7,"""DOCUMENTATION"",""THE REST"""
Documentation/00-INDEX,358,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/README,77,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/o2cb,11,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-bus-usb,31,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-class-rfkill,29,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/devfs,12,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/dv1394,14,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/raw1394,15,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/video1394,16,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/o2cb,10,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/syscalls,10,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-backlight,36,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-rfkill,67,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-ubi,212,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-devices-node,7,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-driver-qla2xxx,8,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-driver-usb-usbtmc,62,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-module,30,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/debugfs-ec,20,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/debugfs-pktcdvd,19,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/ima_policy,61,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/procfs-diskstats,22,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-ata,99,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-block,144,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-block-zram,98,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-css,35,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-i2c-devices-hm6352,21,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-pci,168,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-pci-devices-cciss,61,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-umc,28,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/testing/sysfs-bus-usb,144,"""DOCUMENTATION"",""THE REST"""
