filename,lines,sections
.gitignore,94,"""THE REST"""
.mailmap,118,"""THE REST"""
COPYING,356,"""THE REST"""
CREDITS,4012,"""THE REST"""
Documentation/.gitignore,7,"""DOCUMENTATION"",""THE REST"""
Documentation/00-INDEX,481,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/README,87,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/proc-sys-vm-nr_pdflush_threads,5,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-bus-usb,31,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-class-rfkill,29,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/obsolete/sysfs-driver-hid-roccat-koneplus,47,"""DOCUMENTATION"",""ROCCAT DRIVERS"",""THE REST"""
Documentation/ABI/obsolete/sysfs-driver-hid-roccat-kovaplus,66,"""DOCUMENTATION"",""ROCCAT DRIVERS"",""THE REST"""
Documentation/ABI/obsolete/sysfs-driver-hid-roccat-pyra,73,"""DOCUMENTATION"",""ROCCAT DRIVERS"",""THE REST"""
Documentation/ABI/removed/devfs,12,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/dv1394,14,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/ip_queue,9,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/o2cb,10,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/raw1394,15,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/removed/video1394,16,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/firewire-cdev,103,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/o2cb,10,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/syscalls,10,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-acpi-pmprofile,22,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-bus-firewire,133,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-bus-usb,142,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-bus-xen-backend,75,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-backlight,56,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-rfkill,67,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-tpm,185,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-class-ubi,212,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-devices-node,100,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-devices-system-xen_memory,77,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-driver-ib_srp,176,"""DOCUMENTATION"",""THE REST"""
Documentation/ABI/stable/sysfs-driver-qla2xxx,8,"""DOCUMENTATION"",""THE REST"""
