"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"A8293 MEDIA DRIVER","A8293 MEDIA DRIVER",307
"ABI/API","ABI/API",1690
"ACCES 104-DIO-48E GPIO DRIVER","ACCES 104-DIO-48E GPIO DRIVER",342
"ACCES 104-IDI-48 GPIO DRIVER","ACCES 104-IDI-48 GPIO DRIVER",189
"ACCES 104-IDIO-16 GPIO DRIVER","ACCES 104-IDIO-16 GPIO DRIVER",129
"ACCES IDIO-16 GPIO LIBRARY","ACCES IDIO-16 GPIO LIBRARY",204
"ACCES PCI-IDIO-16 GPIO DRIVER","ACCES PCI-IDIO-16 GPIO DRIVER",122
"ACCES PCIe-IDIO-24 GPIO DRIVER","ACCES PCIe-IDIO-24 GPIO DRIVER",404
"ACPI","ACPI",204458
"ACPI","ACPI APEI",5707
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",116019
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",3012
"ACPI","ACPI FOR RISC-V (ACPI/riscv)",412
"ACPI","ACPI PMIC DRIVERS",2490
"ACPI","ACPI THERMAL DRIVER",1655
"ACPI","PSTORE FILESYSTEM",7934
"ACPI PCC(Platform Communication Channel) MAILBOX DRIVER","ACPI PCC(Platform Communication Channel) MAILBOX DRIVER",833
"ACPI SERIAL MULTI INSTANTIATE DRIVER","ACPI SERIAL MULTI INSTANTIATE DRIVER",402
"ACPI VIOT DRIVER","ACPI VIOT DRIVER",401
"ACRN HYPERVISOR SERVICE MODULE","ACRN HYPERVISOR SERVICE MODULE",3552
"AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)","AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)",279
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ADM1029 HARDWARE MONITOR DRIVER","ADM1029 HARDWARE MONITOR DRIVER",402
"ADT746X FAN DRIVER","ADT746X FAN DRIVER",623
"ADVANTECH SWBTN DRIVER","ADVANTECH SWBTN DRIVER",119
"AFFS FILE SYSTEM","AFFS FILE SYSTEM",4924
"AGPGART DRIVER","AGPGART DRIVER",11877
"AIMSLAB FM RADIO RECEIVER DRIVER","AIMSLAB FM RADIO RECEIVER DRIVER",195
"ALTERA MAILBOX DRIVER","ALTERA MAILBOX DRIVER",361
"ALTERA PIO DRIVER","ALTERA PIO DRIVER",356
"ALTERA SYSTEM MANAGER DRIVER","ALTERA SYSTEM MANAGER DRIVER",230
"AMD CDX BUS DRIVER","AMD CDX BUS DRIVER",1662
"AMD FCH GPIO DRIVER","AMD FCH GPIO DRIVER",238
"AMD SEATTLE DEVICE TREE SUPPORT","AMD SEATTLE DEVICE TREE SUPPORT",1450
"AMD SEATTLE DEVICE TREE SUPPORT","ARM/AMD PENSANDO ARM64 ARCHITECTURE",629
"AMD SPI DRIVER","AMD SPI DRIVER",444
"ANALOGBITS PLL LIBRARIES","ANALOGBITS PLL LIBRARIES",461
"ANDROID DRIVERS","ANDROID DRIVERS",10313
"APTINA CAMERA SENSOR PLL","APTINA CAMERA SENSOR PLL",202
"ARM PMU PROFILING AND DEBUGGING","ALIBABA PMU DRIVER",939
"ARM PMU PROFILING AND DEBUGGING","AMLOGIC DDR PMU DRIVER",1161
"ARM PMU PROFILING AND DEBUGGING","APPLIED MICRO (APM) X-GENE SOC PMU",2124
"ARM PMU PROFILING AND DEBUGGING","ARM PMU PROFILING AND DEBUGGING",44882
"ARM PMU PROFILING AND DEBUGGING","COMPUTE EXPRESS LINK PMU (CPMU)",1058
"ARM PMU PROFILING AND DEBUGGING","HISILICON HNS3 PMU DRIVER",1807
"ARM PMU PROFILING AND DEBUGGING","HISILICON PMU DRIVER",7537
"ARM PMU PROFILING AND DEBUGGING","RISC-V PMU DRIVERS",1768
"ARM PMU PROFILING AND DEBUGGING","STARFIVE STARLINK PMU DRIVER",734
"ARM PMU PROFILING AND DEBUGGING","SYNOPSYS DESIGNWARE PCIE PMU DRIVER",886
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",112
"ARM PORT","ARM PORT",308396
"ARM PORT","ARM SUB-ARCHITECTURES",155972
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",422
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4272
"ARM PORT","ARM/FARADAY FA526 PORT",608
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17150
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VFP SUPPORT",4120
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6834
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1714
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3314
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14955
"ARM PORT","OMAP2+ SUPPORT",74914
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27871
"ARM PORT","TI DAVINCI MACHINE SUPPORT",6846
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM PRIMECELL BUS SUPPORT","ARM PRIMECELL BUS SUPPORT",1202
"ARM PRIMECELL KMI PL050 DRIVER","ARM PRIMECELL KMI PL050 DRIVER",288
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",381
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","ARM/CORESIGHT FRAMEWORK AND DRIVERS",46602
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HARDWARE TRACING FACILITIES",43470
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HISILICON PTT DRIVER",2727
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","INTEL(R) TRACE HUB",6316
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","SYSTEM TRACE MODULE CLASS",3307
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/TEXAS INSTRUMENT KEYSTONE CLOCKSOURCE","ARM/TEXAS INSTRUMENT KEYSTONE CLOCKSOURCE",226
"ARM/TEXAS INSTRUMENT KEYSTONE RESET DRIVER","ARM/TEXAS INSTRUMENT KEYSTONE RESET DRIVER",173
"AS3645A LED FLASH CONTROLLER DRIVER","AS3645A LED FLASH CONTROLLER DRIVER",772
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8132
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",448
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",237
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",900
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",356
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",257
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1741
"AZTECH FM RADIO RECEIVER DRIVER","AZTECH FM RADIO RECEIVER DRIVER",161
"BARCO P50 GPIO DRIVER","BARCO P50 GPIO DRIVER",436
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18360
"BCACHEFS","BCACHEFS",102010
"BEFS FILE SYSTEM","BEFS FILE SYSTEM",3993
"BFS FILE SYSTEM","BFS FILE SYSTEM",1282
"BLINKM RGB LED DRIVER","BLINKM RGB LED DRIVER",745
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3943
"BLOCK LAYER","BFQ I/O SCHEDULER",12699
"BLOCK LAYER","BLOCK LAYER",170892
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",11125
"BLOCK LAYER","DRBD DRIVER",34069
"BLOCK LAYER","FLOPPY DRIVER",5035
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",872
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1803
"BLOCK LAYER","NETWORK BLOCK DEVICE (NBD)",2895
"BLOCK LAYER","PKTCDVD DRIVER",3223
"BLOCK LAYER","RADOS BLOCK DEVICE (RBD)",7731
"BLOCK LAYER","RAMDISK RAM BLOCK DEVICE DRIVER",626
"BLOCK LAYER","RNBD BLOCK DRIVERS",4542
"BLOCK LAYER","SECURE ENCRYPTING DEVICE (SED) OPAL DRIVER",4134
"BLOCK LAYER","UBLK USERSPACE BLOCK DRIVER",3746
"BLOCK LAYER","XEN BLOCK SUBSYSTEM",5795
"BLOCK LAYER","ZRAM COMPRESSED RAM BLOCK DEVICE DRVIER",3503
"BPF [MISC]","BPF [MISC]",0
"BROADCOM BMIPS CPUFREQ DRIVER","BROADCOM BMIPS CPUFREQ DRIVER",189
"BROADCOM NVRAM DRIVER","BROADCOM NVRAM DRIVER",1305
"BROADCOM SPECIFIC AMBA DRIVER (BCMA)","BROADCOM SPECIFIC AMBA DRIVER (BCMA)",8195
"BSG (block layer generic sg v4 driver)","BSG (block layer generic sg v4 driver)",363
"BT8XXGPIO DRIVER","BT8XXGPIO DRIVER",311
"CACHESTAT: PAGE CACHE STATS FOR A FILE","CACHESTAT: PAGE CACHE STATS FOR A FILE",318
"CAVIUM THUNDERX2 ARM64 SOC","CAVIUM THUNDERX2 ARM64 SOC",183
"CEPH DISTRIBUTED FILE SYSTEM CLIENT (CEPH)","CEPH DISTRIBUTED FILE SYSTEM CLIENT (CEPH)",34555
"CERTIFICATE HANDLING","CERTIFICATE HANDLING",2144
"CHAR and MISC DRIVERS","AD525X ANALOG DEVICES DIGITAL POTENTIOMETERS DRIVER",763
"CHAR and MISC DRIVERS","AT24 EEPROM DRIVER",1079
"CHAR and MISC DRIVERS","BROADCOM VK DRIVER",4515
"CHAR and MISC DRIVERS","CHAR and MISC DRIVERS",159457
"CHAR and MISC DRIVERS","CXL (IBM Coherent Accelerator Processor Interface CAPI) DRIVER",14536
"CHAR and MISC DRIVERS","DESIGNWARE XDATA IP DRIVER",484
"CHAR and MISC DRIVERS","DOUBLETALK DRIVER",749
"CHAR and MISC DRIVERS","GENWQE (IBM Generic Workqueue Card)",6778
"CHAR and MISC DRIVERS","HEWLETT PACKARD ENTERPRISE ILO CHIF DRIVER",1141
"CHAR and MISC DRIVERS","HPET:	High Precision Event Timers driver",1182
"CHAR and MISC DRIVERS","IBM Power Virtual Management Channel Driver",2628
"CHAR and MISC DRIVERS","INTEL MANAGEMENT ENGINE (mei)",22046
"CHAR and MISC DRIVERS","LINUX KERNEL DUMP TEST MODULE (LKDTM)",3881
"CHAR and MISC DRIVERS","LIS3LV02D ACCELEROMETER DRIVER",2543
"CHAR and MISC DRIVERS","MICROBLAZE TMR INJECT",218
"CHAR and MISC DRIVERS","MICROBLAZE TMR MANAGER",283
"CHAR and MISC DRIVERS","MICROCHIP PCI1XXXX GP DRIVER",1069
"CHAR and MISC DRIVERS","NITRO SECURE MODULE (NSM)",537
"CHAR and MISC DRIVERS","OCXL (Open Coherent Accelerator Processor Interface OpenCAPI) DRIVER",5947
"CHAR and MISC DRIVERS","POWERNV OPERATOR PANEL LCD DISPLAY DRIVER",225
"CHAR and MISC DRIVERS","QUALCOMM FASTRPC DRIVER",2771
"CHAR and MISC DRIVERS","SENSABLE PHANTOM",615
"CHAR and MISC DRIVERS","SGI GRU DRIVER",6954
"CHAR and MISC DRIVERS","SGI XP/XPC/XPNET DRIVER",6697
"CHAR and MISC DRIVERS","TELECOM CLOCK DRIVER FOR MCPL0010",939
"CHAR and MISC DRIVERS","TOSHIBA SMM DRIVER",599
"CHAR and MISC DRIVERS","UACCE ACCELERATOR FRAMEWORK",1137
"CHAR and MISC DRIVERS","VIRTIO CONSOLE DRIVER",2321
"CHAR and MISC DRIVERS","VMWARE BALLOON DRIVER",1923
"CHAR and MISC DRIVERS","VMWARE VMCI DRIVER",10249
"CHAR and MISC DRIVERS","XILINX SD-FEC IP CORES",2998
"CHAR and MISC DRIVERS","XILLYBUS DRIVER",4953
"CHECKPATCH","CHECKPATCH",7805
"CHROMEOS EC SUBDRIVERS","CHROME HARDWARE PLATFORM SUPPORT",19091
"CHROMEOS EC SUBDRIVERS","CHROMEOS EC CODEC DRIVER",1147
