"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",163
"A8293 MEDIA DRIVER","A8293 MEDIA DRIVER",175
"ABI/API","ABI/API",1147
"ACPI","ACPI",166855
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",112614
"ACPI","ACPI FAN DRIVER",417
"ACPI","ACPI THERMAL DRIVER",1609
"ACPI","ACPI VIDEO DRIVER",2170
"ACPI","LIBNVDIMM BLK: MMIO-APERTURE DRIVER",3442
"ACPI","PSTORE FILESYSTEM",4493
"AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)","AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)",277
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"AFFS FILE SYSTEM","AFFS FILE SYSTEM",4520
"AGPGART DRIVER","AGPGART DRIVER",14994
"AIMSLAB FM RADIO RECEIVER DRIVER","AIMSLAB FM RADIO RECEIVER DRIVER",194
"APTINA CAMERA SENSOR PLL","APTINA CAMERA SENSOR PLL",229
"ARM MFM AND FLOPPY DRIVERS","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ADT746X FAN DRIVER",623
"ARM PORT","AMS (Apple Motion Sensor) DRIVER",967
"ARM PORT","APPLIED MICRO (APM) X-GENE DEVICE TREE SUPPORT",1839
"ARM PORT","ARM PMU PROFILING AND DEBUGGING",8314
"ARM PORT","ARM PORT",860229
"ARM PORT","ARM PRIMECELL BUS SUPPORT",1170
"ARM PORT","ARM SUB-ARCHITECTURES",357610
"ARM PORT","ARM/Allwinner SoC Clock Support",4586
"ARM PORT","ARM/Allwinner sunXi SoC support",58341
"ARM PORT","ARM/Annapurna Labs ALPINE ARCHITECTURE",226
"ARM PORT","ARM/ATMEL AT91 Clock Support",4811
"ARM PORT","ARM/ATMEL AT91RM9200, AT91SAM9 AND SAMA5 SOC SUPPORT",22604
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",934
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1906
"ARM PORT","ARM/CIRRUS LOGIC CLPS711X ARM ARCHITECTURE",4764
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4700
"ARM PORT","ARM/CONEXANT DIGICOLOR MACHINE SUPPORT",2491
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",128
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",2038
"ARM PORT","ARM/CSR SIRFPRIMA2 MACHINE SUPPORT",23336
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2042
"ARM PORT","ARM/ENERGY MICRO (SILICON LABS) EFM32 SUPPORT",2826
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1278
"ARM PORT","ARM/FARADAY FA526 PORT",624
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3201
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",93652
"ARM PORT","ARM/FREESCALE VYBRID ARM ARCHITECTURE",2775
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1266
"ARM PORT","ARM/HISILICON SOC SUPPORT",4787
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",388
"ARM PORT","ARM/IGEP MACHINE SUPPORT",764
"ARM PORT","ARM/INCOME PXA270 SUPPORT",229
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8717
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1168
"ARM PORT","ARM/LPC18XX ARCHITECTURE",8215
"ARM PORT","ARM/Marvell Berlin SoC support",2762
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17225
"ARM PORT","ARM/Marvell Kirkwood and Armada 370, 375, 38x, XP SOC support",26652
"ARM PORT","ARM/Mediatek SoC support",18026
"ARM PORT","ARM/MICREL KS8695 ARCHITECTURE",2743
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",789
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",7132
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",666
"ARM PORT","ARM/PALM TREO SUPPORT",560
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2159
"ARM PORT","ARM/PALMZ72 SUPPORT",414
"ARM PORT","ARM/QUALCOMM SUPPORT",14265
"ARM PORT","ARM/RENESAS ARM64 ARCHITECTURE",1034
"ARM PORT","ARM/Rockchip SoC support",39895
"ARM PORT","ARM/SAMSUNG EXYNOS ARM ARCHITECTURES",182043
"ARM PORT","ARM/SAMSUNG MOBILE MACHINE SUPPORT",567
"ARM PORT","ARM/SHMOBILE ARM ARCHITECTURE",22006
"ARM PORT","ARM/SOCFPGA ARCHITECTURE",3640
"ARM PORT","ARM/SOCFPGA CLOCK FRAMEWORK SUPPORT",1070
"ARM PORT","ARM/STI ARCHITECTURE",20333
"ARM PORT","ARM/TANGO ARCHITECTURE",263
"ARM PORT","ARM/TEXAS INSTRUMENT KEYSTONE ARCHITECTURE",2595
"ARM PORT","ARM/TEXAS INSTRUMENT KEYSTONE CLOCK FRAMEWORK",604
"ARM PORT","ARM/Ux500 CLOCK FRAMEWORK SUPPORT",2208
"ARM PORT","ARM/VERSATILE EXPRESS PLATFORM",7389
"ARM PORT","ARM/VFP SUPPORT",4141
"ARM PORT","ARM/VOIPAC PXA270 SUPPORT",770
