"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",142
"A8293 MEDIA DRIVER","A8293 MEDIA DRIVER",211
"ACPI","ACPI",144799
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",100111
"ACPI","ACPI FAN DRIVER",414
"ACPI","ACPI THERMAL DRIVER",1612
"ACPI","ACPI VIDEO DRIVER",2120
"ACPI","DOCKING STATION DRIVER",666
"ACPI","PSTORE FILESYSTEM",4192
"AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)","AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)",278
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ADT746X FAN DRIVER","ADT746X FAN DRIVER",623
"AFFS FILE SYSTEM","AFFS FILE SYSTEM",4498
"AIMSLAB FM RADIO RECEIVER DRIVER","AIMSLAB FM RADIO RECEIVER DRIVER",194
"APTINA CAMERA SENSOR PLL","APTINA CAMERA SENSOR PLL",229
"ARM MFM AND FLOPPY DRIVERS","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ADP5520 BACKLIGHT DRIVER WITH IO EXPANDER (ADP5520/ADP5501)",1358
"ARM PORT","ARM PORT",810706
"ARM PORT","ARM SUB-ARCHITECTURES",437771
"ARM PORT","ARM/Allwinner A1X SoC support",26049
"ARM PORT","ARM/Amlogic MesonX SoC support",339
"ARM PORT","ARM/ATMEL AT91RM9200 AND AT91SAM ARM ARCHITECTURES",44639
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",434
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1948
"ARM PORT","ARM/CIRRUS LOGIC CLPS711X ARM ARCHITECTURE",4786
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4537
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",128
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",1800
"ARM PORT","ARM/CSR SIRFPRIMA2 MACHINE SUPPORT",13729
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2031
"ARM PORT","ARM/ENERGY MICRO (SILICON LABS) EFM32 SUPPORT",2825
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1268
"ARM PORT","ARM/FARADAY FA526 PORT",624
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3246
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",80442
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1281
"ARM PORT","ARM/HISILICON SOC SUPPORT",946
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",388
"ARM PORT","ARM/IGEP MACHINE SUPPORT",607
"ARM PORT","ARM/INCOME PXA270 SUPPORT",224
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8678
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1168
"ARM PORT","ARM/Marvell Armada 370 and Armada XP SOC support",3158
"ARM PORT","ARM/Marvell Berlin SoC support",199
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",14697
"ARM PORT","ARM/Mediatek SoC support",752
"ARM PORT","ARM/MICREL KS8695 ARCHITECTURE",2845
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",782
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",7147
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",665
"ARM PORT","ARM/PALM TREO SUPPORT",628
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2303
"ARM PORT","ARM/PALMZ72 SUPPORT",498
"ARM PORT","ARM/QUALCOMM MSM MACHINE SUPPORT",17999
"ARM PORT","ARM/QUALCOMM SUPPORT",829
"ARM PORT","ARM/Rockchip SoC support",12452
"ARM PORT","ARM/SAMSUNG ARM ARCHITECTURES",73883
"ARM PORT","ARM/SAMSUNG MOBILE MACHINE SUPPORT",566
"ARM PORT","ARM/SHMOBILE ARM ARCHITECTURE",36617
"ARM PORT","ARM/SOCFPGA ARCHITECTURE",316
"ARM PORT","ARM/STI ARCHITECTURE",10836
"ARM PORT","ARM/TEXAS INSTRUMENT KEYSTONE ARCHITECTURE",356
"ARM PORT","ARM/Ux500 ARM ARCHITECTURE",27346
"ARM PORT","ARM/VFP SUPPORT",4112
"ARM PORT","ARM/VOIPAC PXA270 SUPPORT",767
"ARM PORT","ARM/VT8500 ARM ARCHITECTURE",5013
"ARM PORT","ARM/ZIPIT Z2 SUPPORT",774
"ARM PORT","ARM/ZYNQ ARCHITECTURE",26412
"ARM PORT","ATMEL SPI DRIVER",1508
"ARM PORT","ATMEL Timer Counter (TC) AND CLOCKSOURCE DRIVERS",557
"ARM PORT","BROADCOM BCM281XX/BCM11XXX/BCM216XX ARM ARCHITECTURE",2741
"ARM PORT","BROADCOM BCM2835 ARM ARCHITECTURE",5261
"ARM PORT","BROADCOM BCM5301X ARM ARCHITECTURE",220
"ARM PORT","BROADCOM BCM63XX ARM ARCHITECTURE",60
