"c_representative","c_section","c_size"
"9P FILE SYSTEM","9P FILE SYSTEM",7340
"ACPI","ACPI",119579
"ACPI","ACPI FAN DRIVER",230
"ACPI","ACPI PROCESSOR AGGREGATOR DRIVER",531
"ACPI","ACPI THERMAL DRIVER",1430
"ACPI","ACPI VIDEO DRIVER",1821
"ACPI","DOCKING STATION DRIVER",1082
"AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)","AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)",287
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"AGPGART DRIVER","AGPGART DRIVER",15162
"AMD IOMMU (AMD-VI)","AMD IOMMU (AMD-VI)",7254
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PMU PROFILING AND DEBUGGING",5016
"ARM PORT","ARM PORT",728360
"ARM PORT","ARM/ADI ROADRUNNER MACHINE SUPPORT",2291
"ARM PORT","ARM/ATMEL AT91RM9200 AND AT91SAM ARM ARCHITECTURES",30894
"ARM PORT","ARM/BCMRING ARM ARCHITECTURE",16761
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",655
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",2012
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4293
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",128
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",1787
"ARM PORT","ARM/CSR SIRFPRIMA2 MACHINE SUPPORT",2416
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2062
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1243
"ARM PORT","ARM/FARADAY FA526 PORT",623
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3416
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",55430
