"c_representative","c_section","c_size"
"802.11 (including CFG80211/NL80211)","802.11 (including CFG80211/NL80211)",79144
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"A8293 MEDIA DRIVER","A8293 MEDIA DRIVER",307
"ABI/API","ABI/API",1731
"ACCES 104-DIO-48E GPIO DRIVER","ACCES 104-DIO-48E GPIO DRIVER",342
"ACCES 104-IDI-48 GPIO DRIVER","ACCES 104-IDI-48 GPIO DRIVER",189
"ACCES 104-IDIO-16 GPIO DRIVER","ACCES 104-IDIO-16 GPIO DRIVER",130
"ACCES IDIO-16 GPIO LIBRARY","ACCES IDIO-16 GPIO LIBRARY",210
"ACCES PCI-IDIO-16 GPIO DRIVER","ACCES PCI-IDIO-16 GPIO DRIVER",116
"ACCES PCIe-IDIO-24 GPIO DRIVER","ACCES PCIe-IDIO-24 GPIO DRIVER",401
"ACPI","ACPI",211357
"ACPI","ACPI APEI",7861
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",117057
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",3677
"ACPI","ACPI FOR RISC-V (ACPI/riscv)",1390
"ACPI","ACPI PMIC DRIVERS",2493
"ACPI","ACPI THERMAL DRIVER",1618
"ACPI","PSTORE FILESYSTEM",8018
"ACPI PCC(Platform Communication Channel) MAILBOX DRIVER","ACPI PCC(Platform Communication Channel) MAILBOX DRIVER",971
"ACPI QUICKSTART DRIVER","ACPI QUICKSTART DRIVER",237
"ACPI SERIAL MULTI INSTANTIATE DRIVER","ACPI SERIAL MULTI INSTANTIATE DRIVER",435
"ACPI VIOT DRIVER","ACPI VIOT DRIVER",394
"ACRN HYPERVISOR SERVICE MODULE","ACRN HYPERVISOR SERVICE MODULE",3590
"AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)","AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)",285
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ADM1029 HARDWARE MONITOR DRIVER","ADM1029 HARDWARE MONITOR DRIVER",405
"ADT746X FAN DRIVER","ADT746X FAN DRIVER",623
"ADVANTECH SWBTN DRIVER","ADVANTECH SWBTN DRIVER",119
"AFFS FILE SYSTEM","AFFS FILE SYSTEM",4960
"AGPGART DRIVER","AGPGART DRIVER",11947
"AIMSLAB FM RADIO RECEIVER DRIVER","AIMSLAB FM RADIO RECEIVER DRIVER",195
"ALTERA MAILBOX DRIVER","ALTERA MAILBOX DRIVER",361
"ALTERA PIO DRIVER","ALTERA PIO DRIVER",340
"AMD 3D V-CACHE PERFORMANCE OPTIMIZER DRIVER","AMD 3D V-CACHE PERFORMANCE OPTIMIZER DRIVER",188
"AMD AE4DMA DRIVER","AMD AE4DMA DRIVER",425
"AMD ASF I2C DRIVER","AMD ASF I2C DRIVER",370
"AMD FCH GPIO DRIVER","AMD FCH GPIO DRIVER",239
"AMD NODE DRIVER","AMD NODE DRIVER",375
"AMD SEATTLE DEVICE TREE SUPPORT","AMD SEATTLE DEVICE TREE SUPPORT",1347
"AMD SEATTLE DEVICE TREE SUPPORT","ARM/AMD PENSANDO ARM64 ARCHITECTURE",629
"ANALOGBITS PLL LIBRARIES","ANALOGBITS PLL LIBRARIES",461
"ANDROID GOLDFISH RTC DRIVER","ANDROID GOLDFISH RTC DRIVER",207
"APTINA CAMERA SENSOR PLL","APTINA CAMERA SENSOR PLL",202
"ARM PMU PROFILING AND DEBUGGING","ALIBABA PMU DRIVER",928
"ARM PMU PROFILING AND DEBUGGING","AMLOGIC DDR PMU DRIVER",1162
"ARM PMU PROFILING AND DEBUGGING","APPLIED MICRO (APM) X-GENE SOC PMU",2146
"ARM PMU PROFILING AND DEBUGGING","ARM INTERCONNECT PMU DRIVERS",4086
"ARM PMU PROFILING AND DEBUGGING","ARM PMU PROFILING AND DEBUGGING",50616
"ARM PMU PROFILING AND DEBUGGING","COMPUTE EXPRESS LINK PMU (CPMU)",1051
"ARM PMU PROFILING AND DEBUGGING","HISILICON HNS3 PMU DRIVER",1810
"ARM PMU PROFILING AND DEBUGGING","HISILICON PMU DRIVER",9593
"ARM PMU PROFILING AND DEBUGGING","RISC-V PMU DRIVERS",2176
"ARM PMU PROFILING AND DEBUGGING","STARFIVE STARLINK PMU DRIVER",734
"ARM PMU PROFILING AND DEBUGGING","SYNOPSYS DESIGNWARE PCIE PMU DRIVER",983
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",110
"ARM PORT","ARM PORT",290900
"ARM PORT","ARM SUB-ARCHITECTURES",151303
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17252
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VFP SUPPORT",4135
"ARM PORT","BPF JIT for ARM",2577
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6842
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1742
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3313
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14974
"ARM PORT","OMAP2+ SUPPORT",75268
"ARM PORT","PCMCIA SUBSYSTEM",22434
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27949
"ARM PORT","TI DAVINCI MACHINE SUPPORT",5723
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM PRIMECELL BUS SUPPORT","ARM PRIMECELL BUS SUPPORT",1222
"ARM PRIMECELL KMI PL050 DRIVER","ARM PRIMECELL KMI PL050 DRIVER",287
"ARM/BLAIZE ARCHITECTURE","ARM/BLAIZE ARCHITECTURE",401
"ARM/BST SOC SUPPORT","ARM/BST SOC SUPPORT",154
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","ARM/CORESIGHT FRAMEWORK AND DRIVERS",50631
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HARDWARE TRACING FACILITIES",46649
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","HISILICON PTT DRIVER",2723
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","INTEL(R) TRACE HUB",6388
"ARM/CORESIGHT FRAMEWORK AND DRIVERS","SYSTEM TRACE MODULE CLASS",3398
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/SOCFPGA EDAC BINDINGS","ARM/SOCFPGA EDAC BINDINGS",324
"ARM/TEXAS INSTRUMENT KEYSTONE CLOCKSOURCE","ARM/TEXAS INSTRUMENT KEYSTONE CLOCKSOURCE",226
"ARM/TEXAS INSTRUMENT KEYSTONE RESET DRIVER","ARM/TEXAS INSTRUMENT KEYSTONE RESET DRIVER",161
"ARM64 FIT SUPPORT","ARM64 FIT SUPPORT",392
"ARM64 PLATFORM DRIVERS","ARM64 PLATFORM DRIVERS",2412
"ARM64 PLATFORM DRIVERS","THINKPAD T14S EMBEDDED CONTROLLER DRIVER",712
"AS3645A LED FLASH CONTROLLER DRIVER","AS3645A LED FLASH CONTROLLER DRIVER",770
"ATHEROS ATH GENERIC UTILITIES","ATHEROS ATH GENERIC UTILITIES",4333
"ATHEROS ATH5K WIRELESS DRIVER","ATHEROS ATH5K WIRELESS DRIVER",27020
"ATHEROS ATH6KL WIRELESS DRIVER","ATHEROS ATH6KL WIRELESS DRIVER",30862
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8305
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",419
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",220
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",888
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",354
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",256
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1733
"AZTECH FM RADIO RECEIVER DRIVER","AZTECH FM RADIO RECEIVER DRIVER",161
"B43 WIRELESS DRIVER","B43 WIRELESS DRIVER",56703
"B43LEGACY WIRELESS DRIVER","B43LEGACY WIRELESS DRIVER",14616
"BARCO P50 GPIO DRIVER","BARCO P50 GPIO DRIVER",460
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18296
"BCACHEFS","BCACHEFS",0
"BEFS FILE SYSTEM","BEFS FILE SYSTEM",3996
"BFS FILE SYSTEM","BFS FILE SYSTEM",1312
"BITMAP API BINDINGS [RUST]","BITMAP API BINDINGS [RUST]",79
"BITOPS API BINDINGS [RUST]","BITOPS API BINDINGS [RUST]",65
"BLINKM RGB LED DRIVER","BLINKM RGB LED DRIVER",833
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3971
"BLOCK LAYER","BFQ I/O SCHEDULER",12640
"BLOCK LAYER","BLOCK LAYER",176939
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",10513
"BLOCK LAYER","DRBD DRIVER",34002
"BLOCK LAYER","FLOPPY DRIVER",5031
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",871
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1801
"BLOCK LAYER","NETWORK BLOCK DEVICE (NBD)",2998
"BLOCK LAYER","RADOS BLOCK DEVICE (RBD)",7729
"BLOCK LAYER","RAMDISK RAM BLOCK DEVICE DRIVER",597
"BLOCK LAYER","RNBD BLOCK DRIVERS",4549
"BLOCK LAYER","SECURE ENCRYPTING DEVICE (SED) OPAL DRIVER",4162
"BLOCK LAYER","XEN BLOCK SUBSYSTEM",5794
"BLOCK LAYER","ZONED BLOCK DEVICE (BLOCK LAYER)",2574
"BLOCK LAYER","ZONED LOOP DEVICE",1689
"BLOCK LAYER","ZRAM COMPRESSED RAM BLOCK DEVICE DRVIER",5286
"BLUETOOTH DRIVERS","AMLOGIC BLUETOOTH DRIVER",817
"BLUETOOTH DRIVERS","BLUETOOTH DRIVERS",49044
"BLUETOOTH DRIVERS","MEDIATEK BLUETOOTH DRIVER",1132
"BLUETOOTH DRIVERS","NXP BLUETOOTH WIRELESS DRIVERS",2140
"BLUETOOTH DRIVERS","QUALCOMM BLUETOOTH DRIVER",4250
"BPF [MISC]","BPF [MISC]",0
"BROADCOM BMIPS CPUFREQ DRIVER","BROADCOM BMIPS CPUFREQ DRIVER",186
"BROADCOM BRCM80211 IEEE802.11 WIRELESS DRIVERS","BROADCOM BRCM80211 IEEE802.11 WIRELESS DRIVERS",116444
