"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",9044
"A2232 SERIAL BOARD DRIVER","A2232 SERIAL BOARD DRIVER",1868
"ACPI","ACPI",113301
"ACPI","ACPI FAN DRIVER",243
"ACPI","ACPI PROCESSOR AGGREGATOR DRIVER",528
"ACPI","ACPI THERMAL DRIVER",1430
"ACPI","ACPI VIDEO DRIVER",1886
"ACPI","DOCKING STATION DRIVER",1082
"AGPGART DRIVER","AGPGART DRIVER",15223
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PORT",661444
"ARM PORT","ARM/ADI ROADRUNNER MACHINE SUPPORT",2317
"ARM PORT","ARM/BCMRING ARM ARCHITECTURE",16959
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1992
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4576
"ARM PORT","ARM/CLKDEV SUPPORT",213
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",119
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",1802
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2074
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1231
"ARM PORT","ARM/FARADAY FA526 PORT",662
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3409
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",30119
"ARM PORT","ARM/FREESCALE IMX51",4000
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1011
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",404
"ARM PORT","ARM/INCOME PXA270 SUPPORT",272
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8310
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1192
"ARM PORT","ARM/Marvell Loki/Kirkwood/MV78xx0/Orion SOC support",19991
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",826
"ARM PORT","ARM/NOMADIK ARCHITECTURE",3636
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",9118
"ARM PORT","ARM/PALM TREO SUPPORT",526
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2194
"ARM PORT","ARM/PALMZ72 SUPPORT",366
"ARM PORT","ARM/QUALCOMM MSM MACHINE SUPPORT",23273
"ARM PORT","ARM/S3C2410 ARM ARCHITECTURE",9802
"ARM PORT","ARM/S3C244x ARM ARCHITECTURE",7313
"ARM PORT","ARM/S3C64xx ARM ARCHITECTURE",9963
"ARM PORT","ARM/S5P ARM ARCHITECTURES",22362
"ARM PORT","ARM/SAMSUNG ARM ARCHITECTURES",24207
"ARM PORT","ARM/SHMOBILE ARM ARCHITECTURE",18340
"ARM PORT","ARM/TELECHIPS ARM ARCHITECTURE",2664
"ARM PORT","ARM/U300 MACHINE SUPPORT",13638
"ARM PORT","ARM/Ux500 ARM ARCHITECTURE",14803
"ARM PORT","ARM/VFP SUPPORT",3851
"ARM PORT","ARM/VOIPAC PXA270 SUPPORT",768
"ARM PORT","ARM/ZIPIT Z2 SUPPORT",752
"ARM PORT","INTEL IXP4XX QMGR, NPE, ETHERNET and HSS SUPPORT",4076
"ARM PORT","MULTIFUNCTION DEVICES (MFD)",38915
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",16325
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",5866
"ARM PORT","OMAP SUPPORT",111167
"ARM PORT","PCMCIA SUBSYSTEM",32006
"ARM PORT","PXA2xx/PXA3xx SUPPORT",67523
"ARM PORT","REAL TIME CLOCK (RTC) SUBSYSTEM",36571
"ARM PORT","SIMTEC EB2410ITX (BAST)",17055
"ARM PORT","SPEAR CLOCK FRAMEWORK SUPPORT",1497
"ARM PORT","SPEAR PAD MULTIPLEXING SUPPORT",2848
"ARM PORT","SPEAR PLATFORM SUPPORT",1550
"ARM PORT","SPEAR3XX MACHINE SUPPORT",3759
"ARM PORT","SPEAR6XX MACHINE SUPPORT",1523
"ARM PORT","SUPERH",127955
"ARM PORT","TEGRA SUPPORT",9681
"ARM PORT","TI DAVINCI MACHINE SUPPORT",24237
"ARM PORT","WATCHDOG DEVICE DRIVERS",41325
"ARM PRIMECELL BUS SUPPORT","ARM PRIMECELL BUS SUPPORT",536
"ARM/ADS SPHERE MACHINE SUPPORT","ARM/ADS SPHERE MACHINE SUPPORT",0
"ARM/AFEB9260 MACHINE SUPPORT","ARM/AFEB9260 MACHINE SUPPORT",0
"ARM/AJECO 1ARM MACHINE SUPPORT","ARM/AJECO 1ARM MACHINE SUPPORT",0
"ARM/ATMEL AT91RM9200 ARM ARCHITECTURE","ARM/ATMEL AT91RM9200 ARM ARCHITECTURE",0
"ARM/CIRRUS LOGIC EDB9315A MACHINE SUPPORT","ARM/CIRRUS LOGIC EDB9315A MACHINE SUPPORT",0
"ARM/COMPULAB CM-X270/EM-X270 and CM-X300 MACHINE SUPPORT","ARM/COMPULAB CM-X270/EM-X270 and CM-X300 MACHINE SUPPORT",0
"ARM/CORGI MACHINE SUPPORT","ARM/CORGI MACHINE SUPPORT",0
"ARM/GLOMATION GESBC9312SX MACHINE SUPPORT","ARM/GLOMATION GESBC9312SX MACHINE SUPPORT",0
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL IOP13XX ARM ARCHITECTURE","ARM/INTEL IOP13XX ARM ARCHITECTURE",0
"ARM/INTEL IOP32X ARM ARCHITECTURE","ARM/INTEL IOP32X ARM ARCHITECTURE",0
"ARM/INTEL IOP33X ARM ARCHITECTURE","ARM/INTEL IOP33X ARM ARCHITECTURE",0
"ARM/INTEL IQ81342EX MACHINE SUPPORT","ARM/INTEL IQ81342EX MACHINE SUPPORT",0
"ARM/INTEL IXDP2850 MACHINE SUPPORT","ARM/INTEL IXDP2850 MACHINE SUPPORT",0
"ARM/INTEL IXP2000 ARM ARCHITECTURE","ARM/INTEL IXP2000 ARM ARCHITECTURE",0
"ARM/INTEL IXP23XX ARM ARCHITECTURE","ARM/INTEL IXP23XX ARM ARCHITECTURE",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/IP FABRICS DOUBLE ESPRESSO MACHINE SUPPORT","ARM/IP FABRICS DOUBLE ESPRESSO MACHINE SUPPORT",0
"ARM/LOGICPD PXA270 MACHINE SUPPORT","ARM/LOGICPD PXA270 MACHINE SUPPORT",0
"ARM/MAGICIAN MACHINE SUPPORT","ARM/MAGICIAN MACHINE SUPPORT",0
"ARM/NEC MOBILEPRO 900/c MACHINE SUPPORT","ARM/NEC MOBILEPRO 900/c MACHINE SUPPORT",0
"ARM/OPENMOKO NEO FREERUNNER (GTA02) MACHINE SUPPORT","ARM/OPENMOKO NEO FREERUNNER (GTA02) MACHINE SUPPORT",0
"ARM/PLEB SUPPORT","ARM/PLEB SUPPORT",0
"ARM/PT DIGITAL BOARD PORT","ARM/PT DIGITAL BOARD PORT",0
"ARM/RADISYS ENP2611 MACHINE SUPPORT","ARM/RADISYS ENP2611 MACHINE SUPPORT",0
"ARM/SHARK MACHINE SUPPORT","ARM/SHARK MACHINE SUPPORT",0
"ARM/TECHNOLOGIC SYSTEMS TS7250 MACHINE SUPPORT","ARM/TECHNOLOGIC SYSTEMS TS7250 MACHINE SUPPORT",0
"ARM/TETON BGA MACHINE SUPPORT","ARM/TETON BGA MACHINE SUPPORT",0
"ARM/THECUS N2100 MACHINE SUPPORT","ARM/THECUS N2100 MACHINE SUPPORT",0
"ARM/TOSA MACHINE SUPPORT","ARM/TOSA MACHINE SUPPORT",0
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API",45025
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","DMA GENERIC OFFLOAD ENGINE SUBSYSTEM",43383
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","FREESCALE DMA DRIVER",1640
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","INTEL IOP-ADMA DMA DRIVER",1764
"AT24 EEPROM DRIVER","AT24 EEPROM DRIVER",708
"ATM","ATM",45317
"ATMEL AT91 / AT32 SERIAL DRIVER","ATMEL AT91 / AT32 SERIAL DRIVER",1808
"ATMEL SPI DRIVER","ATMEL SPI DRIVER",1107
"AUDIT SUBSYSTEM","AUDIT SUBSYSTEM",7762
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",971
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",476
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",271
"AVR32 ARCHITECTURE","AVR32 ARCHITECTURE",28061
"AVR32 ARCHITECTURE","AVR32/AT32AP MACHINE SUPPORT",6332
"BEFS FILE SYSTEM","BEFS FILE SYSTEM",3985
"BFS FILE SYSTEM","BFS FILE SYSTEM",1281
"BLACKFIN RTC DRIVER","BLACKFIN RTC DRIVER",497
"BLACKFIN SERIAL DRIVER","BLACKFIN SERIAL DRIVER",1470
"BLACKFIN WATCHDOG DRIVER","BLACKFIN WATCHDOG DRIVER",485
"BLOCK LAYER","BLOCK LAYER",20560
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",1221
"BLUETOOTH DRIVERS","BLUETOOTH DRIVERS",11963
"BT8XXGPIO DRIVER","BT8XXGPIO DRIVER",348
"BTRFS FILE SYSTEM","BTRFS FILE SYSTEM",59666
"CHECKPATCH","CHECKPATCH",2950
"CLK API","CLK API",158
"COCCINELLE/Semantic Patches (SmPL)","COCCINELLE/Semantic Patches (SmPL)",1743
"COMMON INTERNET FILE SYSTEM (CIFS)","COMMON INTERNET FILE SYSTEM (CIFS)",36102
"CONFIGFS","CONFIGFS",3550
"CONNECTOR","CONNECTOR",793
"CRAMFS FILESYSTEM","CRAMFS FILESYSTEM",918
"CRIS PORT","CRIS PORT",113449
"CYCLADES ASYNC MUX DRIVER","CYCLADES ASYNC MUX DRIVER",4984
"DELL LAPTOP SMM DRIVER","DELL LAPTOP SMM DRIVER",652
"DELL SYSTEMS MANAGEMENT BASE DRIVER (dcdbas)","DELL SYSTEMS MANAGEMENT BASE DRIVER (dcdbas)",855
"DEVICE NUMBER REGISTRY","DEVICE NUMBER REGISTRY",0
"DIGI INTL. EPCA DRIVER","DIGI INTL. EPCA DRIVER",3325
"DIRECTORY NOTIFICATION (DNOTIFY)","DIRECTORY NOTIFICATION (DNOTIFY)",543
"DISK GEOMETRY AND PARTITION HANDLING","DISK GEOMETRY AND PARTITION HANDLING",0
"DISKQUOTA","DISKQUOTA",5533
"DISTRIBUTED LOCK MANAGER (DLM)","DISTRIBUTED LOCK MANAGER (DLM)",15215
"DOCBOOK FOR DOCUMENTATION","DOCBOOK FOR DOCUMENTATION",2287
"DOCUMENTATION","9P FILE SYSTEM",6257
"DOCUMENTATION","AFFS FILE SYSTEM",4449
"DOCUMENTATION","ATA OVER ETHERNET (AOE) DRIVER",2807
"DOCUMENTATION","CACHEFILES: FS-CACHE BACKEND FOR CACHING ON MOUNTED FILESYSTEMS",5164
"DOCUMENTATION","CODA FILE SYSTEM",5962
"DOCUMENTATION","COMPUTONE INTELLIPORT MULTIPORT CARD",10395
"DOCUMENTATION","CPUSETS",3724
"DOCUMENTATION","DOCUMENTATION",359130
"DOCUMENTATION","DRBD DRIVER",22124
"DOCUMENTATION","EDAC-CORE",7072
"DOCUMENTATION","EXT2 FILE SYSTEM",10121
"DOCUMENTATION","EXT4 FILE SYSTEM",35721
"DOCUMENTATION","FAULT INJECTION SUPPORT",590
"DOCUMENTATION","FS-CACHE: LOCAL CACHING FOR NETWORK FILESYSTEMS",9253
"DOCUMENTATION","GFS2 FILE SYSTEM",26571
"DOCUMENTATION","HEWLETT-PACKARD SMART CISS RAID DRIVER (cciss)",7698
"DOCUMENTATION","IEEE 1394 SUBSYSTEM",184
"DOCUMENTATION","INOTIFY",1496
"DOCUMENTATION","INPUT MULTITOUCH (MT) PROTOCOL",318
"DOCUMENTATION","IPMI SUBSYSTEM",14955
"DOCUMENTATION","KCONFIG",23468
"DOCUMENTATION","KDUMP",645
"DOCUMENTATION","KERNEL BUILD + files below scripts/ (unless maintained elsewhere)",7353
"DOCUMENTATION","KGDB / KDB /debug_core",11154
"DOCUMENTATION","KPROBES",3197
"DOCUMENTATION","LOCKDEP AND LOCKSTAT",5633
