"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",186
"A8293 MEDIA DRIVER","A8293 MEDIA DRIVER",175
"ABI/API","ABI/API",1845
"ACPI","ACPI",183065
"ACPI","ACPI APEI",5045
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",111490
"ACPI","ACPI FAN DRIVER",427
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",1972
"ACPI","ACPI PMIC DRIVERS",2296
"ACPI","ACPI THERMAL DRIVER",1558
"ACPI","ACPI VIDEO DRIVER",2272
"ACPI","PSTORE FILESYSTEM",5611
"ACPI I2C MULTI INSTANTIATE DRIVER","ACPI I2C MULTI INSTANTIATE DRIVER",202
"AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)","AD5398 CURRENT REGULATOR DRIVER (AD5398/AD5821)",279
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ADT746X FAN DRIVER","ADT746X FAN DRIVER",623
"AFFS FILE SYSTEM","AFFS FILE SYSTEM",4834
"AIMSLAB FM RADIO RECEIVER DRIVER","AIMSLAB FM RADIO RECEIVER DRIVER",194
"ALTERA MAILBOX DRIVER","ALTERA MAILBOX DRIVER",375
"AMD FCH GPIO DRIVER","AMD FCH GPIO DRIVER",240
"ANDROID CONFIG FRAGMENTS","ANDROID CONFIG FRAGMENTS",290
"APTINA CAMERA SENSOR PLL","APTINA CAMERA SENSOR PLL",219
"ARM MFM AND FLOPPY DRIVERS","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PORT",490210
"ARM PORT","ARM SUB-ARCHITECTURES",323501
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",961
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1897
"ARM PORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",418
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4758
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",128
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2042
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1260
"ARM PORT","ARM/FARADAY FA526 PORT",623
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3206
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1269
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",416
"ARM PORT","ARM/INCOME PXA270 SUPPORT",241
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8584
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1169
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17738
"ARM PORT","ARM/MICREL KS8695 ARCHITECTURE",2753
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",797
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",7143
"ARM PORT","ARM/OPENMOKO NEO FREERUNNER (GTA02) MACHINE SUPPORT",566
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",620
"ARM PORT","ARM/PALM TREO SUPPORT",620
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2382
"ARM PORT","ARM/PALMZ72 SUPPORT",520
"ARM PORT","ARM/SAMSUNG MOBILE MACHINE SUPPORT",540
"ARM PORT","ARM/VFP SUPPORT",4127
"ARM PORT","ARM/VOIPAC PXA270 SUPPORT",781
"ARM PORT","ARM/ZIPIT Z2 SUPPORT",785
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",484
"ARM PORT","INTEL IXP4XX QMGR, NPE, ETHERNET and HSS SUPPORT",4292
"ARM PORT","MMP SUPPORT",7173
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",7422
"ARM PORT","OMAP GENERAL PURPOSE MEMORY CONTROLLER SUPPORT",2575
"ARM PORT","OMAP HWMOD DATA",21681
"ARM PORT","OMAP HWMOD DATA FOR OMAP4-BASED DEVICES",4314
"ARM PORT","OMAP HWMOD SUPPORT",26528
"ARM PORT","OMAP I2C DRIVER",1612
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3359
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",6602
"ARM PORT","OMAP1 SUPPORT",23425
"ARM PORT","OMAP2+ SUPPORT",93317
"ARM PORT","PCMCIA SUBSYSTEM",27263
"ARM PORT","PXA2xx/PXA3xx SUPPORT",70684
"ARM PORT","SIMTEC EB2410ITX (BAST)",810
"ARM PORT","SPEAR PLATFORM SUPPORT",6166
"ARM PORT","TI DAVINCI MACHINE SUPPORT",21352
"ARM PORT","XEN HYPERVISOR ARM",1179
"ARM PRIMECELL KMI PL050 DRIVER","ARM PRIMECELL KMI PL050 DRIVER",307
"ARM/ADS SPHERE MACHINE SUPPORT","ARM/ADS SPHERE MACHINE SUPPORT",0
"ARM/AFEB9260 MACHINE SUPPORT","ARM/AFEB9260 MACHINE SUPPORT",0
"ARM/AJECO 1ARM MACHINE SUPPORT","ARM/AJECO 1ARM MACHINE SUPPORT",0
"ARM/BITMAIN ARCHITECTURE","ARM/BITMAIN ARCHITECTURE",190
"ARM/CIRRUS LOGIC EDB9315A MACHINE SUPPORT","ARM/CIRRUS LOGIC EDB9315A MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",444
"ARM/COMPULAB CM-X270/EM-X270 and CM-X300 MACHINE SUPPORT","ARM/COMPULAB CM-X270/EM-X270 and CM-X300 MACHINE SUPPORT",0
"ARM/CORGI MACHINE SUPPORT","ARM/CORGI MACHINE SUPPORT",0
"ARM/GLOMATION GESBC9312SX MACHINE SUPPORT","ARM/GLOMATION GESBC9312SX MACHINE SUPPORT",0
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL IOP13XX ARM ARCHITECTURE","ARM/INTEL IOP13XX ARM ARCHITECTURE",0
"ARM/INTEL IOP32X ARM ARCHITECTURE","ARM/INTEL IOP32X ARM ARCHITECTURE",0
"ARM/INTEL IOP33X ARM ARCHITECTURE","ARM/INTEL IOP33X ARM ARCHITECTURE",0
"ARM/INTEL IQ81342EX MACHINE SUPPORT","ARM/INTEL IQ81342EX MACHINE SUPPORT",0
