"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",227
"A64FX DIAG DRIVER","A64FX DIAG DRIVER",151
"ABI/API","ABI/API",1731
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ARM PORT","ARM INTEGRATOR, VERSATILE AND REALVIEW SUPPORT",11294
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",110
"ARM PORT","ARM PORT",290898
"ARM PORT","ARM SUB-ARCHITECTURES",151304
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",884
"ARM PORT","ARM/FARADAY FA526 PORT",613
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",2866
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",408
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17252
"ARM PORT","ARM/MORELLO PLATFORM",592
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",616
"ARM PORT","ARM/VERSATILE EXPRESS PLATFORM",13678
"ARM PORT","ARM/VFP SUPPORT",4135
"ARM PORT","BPF JIT for ARM",2577
"ARM PORT","BROADCOM BCM281XX/BCM11XXX/BCM216XX ARM ARCHITECTURE",12836
"ARM PORT","CPUIDLE DRIVER - ARM EXYNOS",498
"ARM PORT","LEGO MINDSTORMS EV3",754
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",6842
"ARM PORT","OMAP HWMOD DATA",6111
"ARM PORT","OMAP HWMOD SUPPORT",10733
"ARM PORT","OMAP I2C DRIVER",1742
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",3313
"ARM PORT","OMAP POWERDOMAIN SOC ADAPTATION LAYER SUPPORT",4843
"ARM PORT","OMAP1 SUPPORT",14974
"ARM PORT","OMAP2+ SUPPORT",75268
"ARM PORT","PCMCIA SUBSYSTEM",22434
"ARM PORT","PXA2xx/PXA3xx SUPPORT",27949
"ARM PORT","TI DAVINCI MACHINE SUPPORT",5723
"ARM PORT","XEN HYPERVISOR ARM",1160
"ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",0
"ARM/CLKDEV SUPPORT","ARM/CLKDEV SUPPORT",418
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ATHEROS ATH5K WIRELESS DRIVER","ATHEROS ATH5K WIRELESS DRIVER",27020
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",8305
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",419
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",220
"AUXILIARY DISPLAY DRIVERS","HT16K33 LED CONTROLLER DRIVER",888
"AUXILIARY DISPLAY DRIVERS","IMGTEC ASCII LCD DRIVER",354
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",256
"AUXILIARY DISPLAY DRIVERS","PARALLEL LCD/KEYPAD PANEL DRIVER",1733
"B43 WIRELESS DRIVER","B43 WIRELESS DRIVER",56703
"B43LEGACY WIRELESS DRIVER","B43LEGACY WIRELESS DRIVER",14616
"BCACHE (BLOCK LAYER CACHE)","BCACHE (BLOCK LAYER CACHE)",18292
"BCACHEFS","BCACHEFS",0
"BLOCK LAYER","AMD ADDRESS TRANSLATION LIBRARY (ATL)",4700
"BLOCK LAYER","ATA OVER ETHERNET (AOE) DRIVER",3971
"BLOCK LAYER","BFQ I/O SCHEDULER",12640
"BLOCK LAYER","BLOCK LAYER",176909
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",363
"BLOCK LAYER","CONTROL GROUP - BLOCK IO CONTROLLER (BLKIO)",10513
"BLOCK LAYER","DPLL SUBSYSTEM",11148
"BLOCK LAYER","DRBD DRIVER",34002
"BLOCK LAYER","FIREWIRE SBP-2 TARGET",2555
"BLOCK LAYER","FLOPPY DRIVER",5031
"BLOCK LAYER","GUID PARTITION TABLE (GPT)",871
"BLOCK LAYER","HFS FILESYSTEM",6950
"BLOCK LAYER","HFSPLUS FILESYSTEM",14458
"BLOCK LAYER","Intel VIRTIO DATA PATH ACCELERATOR",1466
"BLOCK LAYER","IRQ DOMAINS (IRQ NUMBER MAPPING LIBRARY)",5035
"BLOCK LAYER","IRQ SUBSYSTEM",18446
"BLOCK LAYER","LOGICAL DISK MANAGER SUPPORT (LDM, Windows 2000/XP/Vista Dynamic Disks)",1801
"BLOCK LAYER","MARVELL OCTEON ENDPOINT VIRTIO DATA PATH ACCELERATOR",1567
"BLOCK LAYER","MELLANOX MLX5 VDPA DRIVER",5926
"BLOCK LAYER","MICROCHIP ZL3073X DRIVER",6788
"BLOCK LAYER","MICROSOFT SURFACE AGGREGATOR TABLET-MODE SWITCH",645
"BLOCK LAYER","MICROSOFT SURFACE DTX DRIVER",2146
"BLOCK LAYER","MICROSOFT SURFACE GPE LID SUPPORT DRIVER",352
"BLOCK LAYER","MICROSOFT SURFACE HARDWARE PLATFORM SUPPORT",16467
"BLOCK LAYER","MICROSOFT SURFACE HOT-PLUG DRIVER",273
"BLOCK LAYER","MICROSOFT SURFACE PLATFORM PROFILE DRIVER",257
"BLOCK LAYER","MICROSOFT SURFACE PRO 3 BUTTON DRIVER",265
"BLOCK LAYER","MICROSOFT SURFACE SYSTEM AGGREGATOR HUB DRIVER",371
"BLOCK LAYER","MICROSOFT SURFACE SYSTEM AGGREGATOR SUBSYSTEM",17060
"BLOCK LAYER","NETWORK BLOCK DEVICE (NBD)",2998
"BLOCK LAYER","PDS DSC VIRTIO DATA PATH ACCELERATOR",1590
"BLOCK LAYER","RADOS BLOCK DEVICE (RBD)",7720
"BLOCK LAYER","RAMDISK RAM BLOCK DEVICE DRIVER",597
"BLOCK LAYER","RAS FRU MEMORY POISON MANAGER (FMPM)",1041
"BLOCK LAYER","RAS INFRASTRUCTURE",8194
"BLOCK LAYER","RNBD BLOCK DRIVERS",4549
"BLOCK LAYER","SCSI TARGET CORE USER DRIVER",3986
"BLOCK LAYER","SCSI TARGET SUBSYSTEM",67719
"BLOCK LAYER","SECURE ENCRYPTING DEVICE (SED) OPAL DRIVER",4162
"BLOCK LAYER","SNET DPU VIRTIO DATA PATH ACCELERATOR",1877
"BLOCK LAYER","VIRTIO BALLOON",1774
"BLOCK LAYER","VIRTIO BLOCK AND SCSI DRIVERS",3330
"BLOCK LAYER","VIRTIO CORE",58174
"BLOCK LAYER","VIRTIO CRYPTO DRIVER",2802
"BLOCK LAYER","VIRTIO INPUT DRIVER",494
"BLOCK LAYER","VIRTIO MEM DRIVER",3372
"BLOCK LAYER","VIRTIO RTC DRIVER",2398
"BLOCK LAYER","XEN BLOCK SUBSYSTEM",5794
"BLOCK LAYER","XEN HYPERVISOR INTERFACE",54668
"BLOCK LAYER","XEN PVSCSI DRIVERS",3466
"BLOCK LAYER","XEN SWIOTLB SUBSYSTEM",492
"BLOCK LAYER","ZONED BLOCK DEVICE (BLOCK LAYER)",2571
"BLOCK LAYER","ZONED LOOP DEVICE",1689
"BLOCK LAYER","ZRAM COMPRESSED RAM BLOCK DEVICE DRVIER",5286
"BPF [MISC]","BPF [MISC]",0
"BROADCOM BRCM80211 IEEE802.11 WIRELESS DRIVERS","BROADCOM BRCM80211 IEEE802.11 WIRELESS DRIVERS",116444
"BROADCOM SPECIFIC AMBA DRIVER (BCMA)","BROADCOM SPECIFIC AMBA DRIVER (BCMA)",8201
"CARL9170 LINUX COMMUNITY WIRELESS DRIVER","CARL9170 LINUX COMMUNITY WIRELESS DRIVER",13755
"CEPH COMMON CODE (LIBCEPH)","CEPH COMMON CODE (LIBCEPH)",31141
"CHECKPATCH","CHECKPATCH",7882
"CIRRUS LOGIC DSP FIRMWARE DRIVER","CIRRUS LOGIC DSP FIRMWARE DRIVER",21476
"CLANG CONTROL FLOW INTEGRITY SUPPORT","CLANG CONTROL FLOW INTEGRITY SUPPORT",201
"CLANG-FORMAT FILE","CLANG-FORMAT FILE",805
"CLK API","CLK API",1235
"COMEDI DRIVERS","COMEDI DRIVERS",133757
"COMPILER ATTRIBUTES","COMPILER ATTRIBUTES",412
"CONTEXT TRACKING","CONTEXT TRACKING",1102
"CPU POWER MONITORING SUBSYSTEM","CPU POWER MONITORING SUBSYSTEM",19280
"CRYPTO SPEED TEST COMPARE","CRYPTO SPEED TEST COMPARE",190
"CW1200 WLAN driver","CW1200 WLAN driver",13566
"DEVICE DEPENDENCY HELPER SCRIPT","DEVICE DEPENDENCY HELPER SCRIPT",315
"DEVICE DIRECT ACCESS (DAX)","DEVICE DIRECT ACCESS (DAX)",3721
"DEVICE RESOURCE MANAGEMENT HELPERS","DEVICE RESOURCE MANAGEMENT HELPERS",79
"DIBS (DIRECT INTERNAL BUFFER SHARING)","DIBS (DIRECT INTERNAL BUFFER SHARING)",1186
"DISK GEOMETRY AND PARTITION HANDLING","DISK GEOMETRY AND PARTITION HANDLING",0
"DISTRIBUTED LOCK MANAGER (DLM)","DISTRIBUTED LOCK MANAGER (DLM)",19623
"DMA MAPPING HELPERS","DMA MAPPING BENCHMARK",567
"DMA MAPPING HELPERS","DMA MAPPING HELPERS",9211
"DMI/SMBIOS SUPPORT","DMI/SMBIOS SUPPORT",1659
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","AMD XDNA DRIVER",10908
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","ARM ETHOS-U NPU DRIVER",2178
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","DRM ACCEL DRIVER FOR ROCKCHIP NPU",6202
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","DRM ACCEL DRIVERS FOR INTEL VPU",15417
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK",380628
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","HABANALABS PCI DRIVER",342807
"DRM COMPUTE ACCELERATORS DRIVERS AND FRAMEWORK","QUALCOMM CLOUD AI (QAIC) DRIVER",10358
"DRM DRIVERS","AMD DISPLAY CORE",541525
"DRM DRIVERS","AMD DISPLAY CORE - DML",133664
"DRM DRIVERS","AMD KFD",65217
"DRM DRIVERS","AMD POWERPLAY AND SWSMU",177741
"DRM DRIVERS","ARC PGU DRM DRIVER",470
"DRM DRIVERS","ARM HDLCD DRM DRIVER",982
"DRM DRIVERS","ARM KOMEDA DRM-KMS DRIVER",9612
"DRM DRIVERS","ARM MALI PANFROST DRM DRIVER",7906
"DRM DRIVERS","ARM MALI PANTHOR DRM DRIVER",16718
"DRM DRIVERS","ARM MALI TYR DRM DRIVER",1930
"DRM DRIVERS","ARM MALI-DP DRM DRIVER",15411
"DRM DRIVERS","CORE DRIVER FOR NVIDIA GPUS [RUST]",11268
"DRM DRIVERS","DRM AUTOMATED TESTING",5976
"DRM DRIVERS","DRM DRIVER FOR ALLWINNER DE2 AND DE3 ENGINE",5504
"DRM DRIVERS","DRM DRIVER FOR APPLE TOUCH BARS",834
"DRM DRIVERS","DRM DRIVER FOR ARM PL111 CLCD",1929
"DRM DRIVERS","DRM DRIVER FOR ARM VERSATILE TFT PANELS",426
"DRM DRIVERS","DRM DRIVER FOR ASPEED BMC GFX",855
"DRM DRIVERS","DRM DRIVER FOR AST SERVER GRAPHICS CHIPS",8141
"DRM DRIVERS","DRM DRIVER FOR BOCHS VIRTUAL GPU",840
"DRM DRIVERS","DRM DRIVER FOR BOE HIMAX8279D PANELS",976
"DRM DRIVERS","DRM DRIVER FOR CHIPONE ICN6211 MIPI-DSI to RGB CONVERTER BRIDGE",947
"DRM DRIVERS","DRM DRIVER FOR EBBG FT8719 PANEL",321
"DRM DRIVERS","DRM DRIVER FOR FARADAY TVE200 TV ENCODER",783
"DRM DRIVERS","DRM DRIVER FOR FEIXIN K101 IM2BA02 MIPI-DSI LCD PANELS",571
"DRM DRIVERS","DRM DRIVER FOR FEIYANG FY07024DI26A30-D MIPI-DSI LCD PANELS",325
"DRM DRIVERS","DRM DRIVER FOR FIRMWARE FRAMEBUFFERS",5084
"DRM DRIVERS","DRM DRIVER FOR GENERIC EDP PANELS",2405
"DRM DRIVERS","DRM DRIVER FOR GENERIC USB DISPLAY",2589
"DRM DRIVERS","DRM DRIVER FOR GRAIN MEDIA GM12U320 PROJECTORS",747
"DRM DRIVERS","DRM DRIVER FOR HIMAX HX8394 MIPI-DSI LCD panels",939
"DRM DRIVERS","DRM DRIVER FOR HX8357D PANELS",371
"DRM DRIVERS","DRM DRIVER FOR HYPERV SYNTHETIC VIDEO DEVICE",1193
