"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",9044
"A2232 SERIAL BOARD DRIVER","A2232 SERIAL BOARD DRIVER",1868
"ACPI","ACPI",113217
"ACPI","ACPI FAN DRIVER",243
"ACPI","ACPI PROCESSOR AGGREGATOR DRIVER",528
"ACPI","ACPI THERMAL DRIVER",1439
"ACPI","ACPI VIDEO DRIVER",1886
"ACPI","DOCKING STATION DRIVER",1082
"ACPI","ISAPNP",1489
"ACPI","PNP SUPPORT",8778
"AGPGART DRIVER","AGPGART DRIVER",15214
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PORT",662360
"ARM PORT","ARM/ADI ROADRUNNER MACHINE SUPPORT",2317
"ARM PORT","ARM/BCMRING ARM ARCHITECTURE",16959
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1992
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4576
"ARM PORT","ARM/CLKDEV SUPPORT",213
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",119
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",1802
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2074
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1231
"ARM PORT","ARM/FARADAY FA526 PORT",662
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3409
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",30119
"ARM PORT","ARM/FREESCALE IMX51",4000
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1011
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",404
"ARM PORT","ARM/INCOME PXA270 SUPPORT",272
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8310
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1192
"ARM PORT","ARM/Marvell Loki/Kirkwood/MV78xx0/Orion SOC support",19991
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",826
"ARM PORT","ARM/NOMADIK ARCHITECTURE",2666
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",9118
"ARM PORT","ARM/PALM TREO SUPPORT",526
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2193
"ARM PORT","ARM/PALMZ72 SUPPORT",366
"ARM PORT","ARM/QUALCOMM MSM MACHINE SUPPORT",23273
"ARM PORT","ARM/S3C2410 ARM ARCHITECTURE",9802
"ARM PORT","ARM/S3C244x ARM ARCHITECTURE",7289
"ARM PORT","ARM/S3C64xx ARM ARCHITECTURE",9963
"ARM PORT","ARM/S5P ARM ARCHITECTURES",22350
"ARM PORT","ARM/SAMSUNG ARM ARCHITECTURES",24166
"ARM PORT","ARM/SHMOBILE ARM ARCHITECTURE",18317
"ARM PORT","ARM/TELECHIPS ARM ARCHITECTURE",2664
"ARM PORT","ARM/U300 MACHINE SUPPORT",12071
"ARM PORT","ARM/U8500 ARM ARCHITECTURE",6543
"ARM PORT","ARM/VFP SUPPORT",3850
"ARM PORT","ARM/VOIPAC PXA270 SUPPORT",768
"ARM PORT","ARM/ZIPIT Z2 SUPPORT",752
"ARM PORT","ATMEL SPI DRIVER",1103
"ARM PORT","INTEL IXP4XX QMGR, NPE, ETHERNET and HSS SUPPORT",4076
"ARM PORT","OMAP CLOCK FRAMEWORK SUPPORT",16325
"ARM PORT","OMAP POWER MANAGEMENT SUPPORT",5825
"ARM PORT","OMAP SUPPORT",111124
"ARM PORT","PCMCIA SUBSYSTEM",32005
"ARM PORT","PXA2xx/PXA3xx SUPPORT",67521
"ARM PORT","SIMTEC EB2410ITX (BAST)",17055
"ARM PORT","SPEAR CLOCK FRAMEWORK SUPPORT",1497
"ARM PORT","SPEAR PAD MULTIPLEXING SUPPORT",2848
"ARM PORT","SPEAR PLATFORM SUPPORT",1550
"ARM PORT","SPEAR3XX MACHINE SUPPORT",3759
"ARM PORT","SPEAR6XX MACHINE SUPPORT",1523
"ARM PORT","SPI SUBSYSTEM",35836
"ARM PORT","SUPERH",127974
"ARM PORT","TEGRA SUPPORT",9681
"ARM PORT","TI DAVINCI MACHINE SUPPORT",24237
"ARM PRIMECELL BUS SUPPORT","ARM PRIMECELL BUS SUPPORT",536
"ARM/ADS SPHERE MACHINE SUPPORT","ARM/ADS SPHERE MACHINE SUPPORT",0
"ARM/AFEB9260 MACHINE SUPPORT","ARM/AFEB9260 MACHINE SUPPORT",0
"ARM/AJECO 1ARM MACHINE SUPPORT","ARM/AJECO 1ARM MACHINE SUPPORT",0
"ARM/ATMEL AT91RM9200 ARM ARCHITECTURE","ARM/ATMEL AT91RM9200 ARM ARCHITECTURE",0
"ARM/CIRRUS LOGIC EDB9315A MACHINE SUPPORT","ARM/CIRRUS LOGIC EDB9315A MACHINE SUPPORT",0
"ARM/COMPULAB CM-X270/EM-X270 and CM-X300 MACHINE SUPPORT","ARM/COMPULAB CM-X270/EM-X270 and CM-X300 MACHINE SUPPORT",0
"ARM/CORGI MACHINE SUPPORT","ARM/CORGI MACHINE SUPPORT",0
"ARM/GLOMATION GESBC9312SX MACHINE SUPPORT","ARM/GLOMATION GESBC9312SX MACHINE SUPPORT",0
"ARM/GUMSTIX MACHINE SUPPORT","ARM/GUMSTIX MACHINE SUPPORT",0
"ARM/INTEL IOP13XX ARM ARCHITECTURE","ARM/INTEL IOP13XX ARM ARCHITECTURE",0
"ARM/INTEL IOP32X ARM ARCHITECTURE","ARM/INTEL IOP32X ARM ARCHITECTURE",0
"ARM/INTEL IOP33X ARM ARCHITECTURE","ARM/INTEL IOP33X ARM ARCHITECTURE",0
"ARM/INTEL IQ81342EX MACHINE SUPPORT","ARM/INTEL IQ81342EX MACHINE SUPPORT",0
"ARM/INTEL IXDP2850 MACHINE SUPPORT","ARM/INTEL IXDP2850 MACHINE SUPPORT",0
"ARM/INTEL IXP2000 ARM ARCHITECTURE","ARM/INTEL IXP2000 ARM ARCHITECTURE",0
"ARM/INTEL IXP23XX ARM ARCHITECTURE","ARM/INTEL IXP23XX ARM ARCHITECTURE",0
"ARM/INTEL XSC3 (MANZANO) ARM CORE","ARM/INTEL XSC3 (MANZANO) ARM CORE",0
"ARM/IP FABRICS DOUBLE ESPRESSO MACHINE SUPPORT","ARM/IP FABRICS DOUBLE ESPRESSO MACHINE SUPPORT",0
"ARM/LOGICPD PXA270 MACHINE SUPPORT","ARM/LOGICPD PXA270 MACHINE SUPPORT",0
"ARM/MAGICIAN MACHINE SUPPORT","ARM/MAGICIAN MACHINE SUPPORT",0
"ARM/NEC MOBILEPRO 900/c MACHINE SUPPORT","ARM/NEC MOBILEPRO 900/c MACHINE SUPPORT",0
"ARM/OPENMOKO NEO FREERUNNER (GTA02) MACHINE SUPPORT","ARM/OPENMOKO NEO FREERUNNER (GTA02) MACHINE SUPPORT",0
"ARM/PLEB SUPPORT","ARM/PLEB SUPPORT",0
"ARM/PT DIGITAL BOARD PORT","ARM/PT DIGITAL BOARD PORT",0
"ARM/RADISYS ENP2611 MACHINE SUPPORT","ARM/RADISYS ENP2611 MACHINE SUPPORT",0
"ARM/SHARK MACHINE SUPPORT","ARM/SHARK MACHINE SUPPORT",0
"ARM/TECHNOLOGIC SYSTEMS TS7250 MACHINE SUPPORT","ARM/TECHNOLOGIC SYSTEMS TS7250 MACHINE SUPPORT",0
"ARM/TETON BGA MACHINE SUPPORT","ARM/TETON BGA MACHINE SUPPORT",0
"ARM/THECUS N2100 MACHINE SUPPORT","ARM/THECUS N2100 MACHINE SUPPORT",0
"ARM/TOSA MACHINE SUPPORT","ARM/TOSA MACHINE SUPPORT",0
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API",45010
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","DMA GENERIC OFFLOAD ENGINE SUBSYSTEM",43368
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","FREESCALE DMA DRIVER",1631
"ASYNCHRONOUS TRANSFERS/TRANSFORMS (IOAT) API","INTEL IOP-ADMA DMA DRIVER",1764
"AT24 EEPROM DRIVER","AT24 EEPROM DRIVER",708
"ATMEL AT91 / AT32 SERIAL DRIVER","ATMEL AT91 / AT32 SERIAL DRIVER",1808
"AUDIT SUBSYSTEM","AUDIT SUBSYSTEM",7762
"AUXILIARY DISPLAY DRIVERS","AUXILIARY DISPLAY DRIVERS",971
"AUXILIARY DISPLAY DRIVERS","CFAG12864B LCD DRIVER",476
"AUXILIARY DISPLAY DRIVERS","CFAG12864BFB LCD FRAMEBUFFER DRIVER",271
"AUXILIARY DISPLAY DRIVERS","KS0108 LCD CONTROLLER DRIVER",282
"BLACKFIN SERIAL DRIVER","BLACKFIN SERIAL DRIVER",1470
"BLOCK LAYER","BLOCK LAYER",20547
"BLOCK LAYER","BSG (block layer generic sg v4 driver)",1213
"BLUETOOTH DRIVERS","BLUETOOTH DRIVERS",11951
"BT8XXGPIO DRIVER","BT8XXGPIO DRIVER",348
"CHECKPATCH","CHECKPATCH",2950
"CLK API","CLK API",158
"COCCINELLE/Semantic Patches (SmPL)","COCCINELLE/Semantic Patches (SmPL)",1743
"CONFIGFS","CONFIGFS",3550
"CONNECTOR","CONNECTOR",792
"CYCLADES ASYNC MUX DRIVER","CYCLADES ASYNC MUX DRIVER",4984
"DELL LAPTOP SMM DRIVER","DELL LAPTOP SMM DRIVER",652
"DEVICE NUMBER REGISTRY","DEVICE NUMBER REGISTRY",0
"DISK GEOMETRY AND PARTITION HANDLING","DISK GEOMETRY AND PARTITION HANDLING",0
"DISTRIBUTED LOCK MANAGER (DLM)","DISTRIBUTED LOCK MANAGER (DLM)",15215
"DOCBOOK FOR DOCUMENTATION","DOCBOOK FOR DOCUMENTATION",2287
"DOUBLETALK DRIVER","DOUBLETALK DRIVER",748
"DRM DRIVERS","DRM DRIVERS",257241
"DRM DRIVERS","INTEL DRM DRIVERS (excluding Poulsbo, Moorestown and derivative chipsets)",42575
"DZ DECSTATION DZ11 SERIAL DRIVER","DZ DECSTATION DZ11 SERIAL DRIVER",1084
"EDAC-AMD64","EDAC-AMD64",3839
"EDAC-E752X","EDAC-E752X",1451
"EDAC-E7XXX","EDAC-E7XXX",576
"EDAC-I3000","EDAC-I3000",553
"EDAC-I5000","EDAC-I5000",1580
"EDAC-I5400","EDAC-I5400",1443
"EDAC-I7300","EDAC-I7300",1247
"EDAC-I82443BXGX","EDAC-I82443BXGX",467
"EDAC-I82975X","EDAC-I82975X",671
"EDAC-R82600","EDAC-R82600",420
"EFS FILESYSTEM","EFS FILESYSTEM",1169
"EMBEDDED LINUX","EMBEDDED LINUX",0
"FANOTIFY","FANOTIFY",1237
"FILESYSTEMS (VFS and infrastructure)","AIO",2198
"FILESYSTEMS (VFS and infrastructure)","FILE LOCKING (flock() and fcntl()/lockf())",5786
"FILESYSTEMS (VFS and infrastructure)","FILESYSTEMS (VFS and infrastructure)",59249
"FIREWIRE SUBSYSTEM","FIREWIRE SUBSYSTEM",17198
"FRAMEBUFFER LAYER","AMD GEODE PROCESSOR/CHIPSET SUPPORT",5756
"FRAMEBUFFER LAYER","ARC FRAMEBUFFER DRIVER",902
"FRAMEBUFFER LAYER","ARM PRIMECELL CLCD PL110 DRIVER",565
"FRAMEBUFFER LAYER","ATMEL LCDFB DRIVER",1336
"FRAMEBUFFER LAYER","BACKLIGHT CLASS/SUBSYSTEM",11107
"FRAMEBUFFER LAYER","CYBERPRO FB DRIVER",2272
"FRAMEBUFFER LAYER","EFIFB FRAMEBUFFER DRIVER",508
"FRAMEBUFFER LAYER","EPSON 1355 FRAMEBUFFER DRIVER",749
"FRAMEBUFFER LAYER","EPSON S1D13XXX FRAMEBUFFER DRIVER",1273
"FRAMEBUFFER LAYER","FRAMEBUFFER LAYER",360405
"FRAMEBUFFER LAYER","FREESCALE IMX / MXC FRAMEBUFFER DRIVER",1063
"FRAMEBUFFER LAYER","HARDWARE RANDOM NUMBER GENERATOR CORE",4121
"FRAMEBUFFER LAYER","HGA FRAMEBUFFER DRIVER",672
"FRAMEBUFFER LAYER","IMS TWINTURBO FRAMEBUFFER DRIVER",1629
"FRAMEBUFFER LAYER","INTEL 810/815 FRAMEBUFFER DRIVER",4124
"FRAMEBUFFER LAYER","INTEL FRAMEBUFFER DRIVER (excluding 810 and 815)",5187
"FRAMEBUFFER LAYER","INTEL IXP4XX RANDOM NUMBER GENERATOR SUPPORT",72
