"c_representative","c_section","c_size"
"8250/16?50 (AND CLONE UARTS) SERIAL DRIVER","8250/16?50 (AND CLONE UARTS) SERIAL DRIVER",178
"ABI/API","ABI/API",1205
"ACPI","ACPI",186122
"ACPI","ACPI APEI",5012
"ACPI","ACPI COMPONENT ARCHITECTURE (ACPICA)",118364
"ACPI","ACPI FAN DRIVER",427
"ACPI","ACPI FOR ARM64 (ACPI/arm64)",1849
"ACPI","ACPI PMIC DRIVERS",2111
"ACPI","ACPI THERMAL DRIVER",1558
"ACPI","ACPI VIDEO DRIVER",2240
"ACPI","ISAPNP",1451
"ACPI","LIBNVDIMM BLK: MMIO-APERTURE DRIVER",1476
"ACPI","LIBNVDIMM BTT: BLOCK TRANSLATION TABLE",2351
"ACPI","LIBNVDIMM PMEM: PERSISTENT MEMORY DRIVER",594
"ACPI","LIBNVDIMM: NON-VOLATILE MEMORY DEVICE SUBSYSTEM",17903
"ACPI","PNP SUPPORT",8794
"ACPI","PSTORE FILESYSTEM",5521
"ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)","ADDRESS SPACE LAYOUT RANDOMIZATION (ASLR)",0
"ANDROID CONFIG FRAGMENTS","ANDROID CONFIG FRAGMENTS",290
"ARM PORT","ACCES 104-DIO-48E GPIO DRIVER",441
"ARM PORT","ACCES 104-IDI-48 GPIO DRIVER",301
"ARM PORT","ACCES 104-IDIO-16 GPIO DRIVER",292
"ARM PORT","ACCES PCI-IDIO-16 GPIO DRIVER",349
"ARM PORT","ACCES PCIe-IDIO-24 GPIO DRIVER",447
"ARM PORT","ALI1563 I2C DRIVER",470
"ARM PORT","ALTERA I2C CONTROLLER DRIVER",511
"ARM PORT","ALTERA MAILBOX DRIVER",388
"ARM PORT","ALTERA PIO DRIVER",372
"ARM PORT","AMD SEATTLE DEVICE TREE SUPPORT",758
"ARM PORT","ANDROID GOLDFISH PIC DRIVER",169
"ARM PORT","ANDROID GOLDFISH RTC DRIVER",254
"ARM PORT","APPLIED MICRO (APM) X-GENE DEVICE TREE SUPPORT",2112
"ARM PORT","ARM ARCHITECTED TIMER DRIVER",1856
"ARM PORT","ARM MFM AND FLOPPY DRIVERS",180
"ARM PORT","ARM PORT",960127
"ARM PORT","ARM PRIMECELL BUS SUPPORT",1271
"ARM PORT","ARM SUB-ARCHITECTURES",327320
"ARM PORT","ARM/Allwinner SoC Clock Support",5117
"ARM PORT","ARM/Allwinner sunXi SoC support",113453
"ARM PORT","ARM/Amlogic Meson SoC CLOCK FRAMEWORK",6283
"ARM PORT","ARM/Amlogic Meson SoC support",42067
"ARM PORT","ARM/Annapurna Labs ALPINE ARCHITECTURE",1016
"ARM PORT","ARM/ASPEED I2C DRIVER",1140
"ARM PORT","ARM/ASPEED MACHINE SUPPORT",8410
"ARM PORT","ARM/ATMEL AT91 Clock Support",5222
"ARM PORT","ARM/ATMEL AT91RM9200, AT91SAM9 AND SAMA5 SOC SUPPORT",97583
"ARM PORT","ARM/CALXEDA HIGHBANK ARCHITECTURE",932
"ARM PORT","ARM/CAVIUM NETWORKS CNS3XXX MACHINE SUPPORT",1897
"ARM PORT","ARM/CIRRUS LOGIC BK3 MACHINE SUPPORT",423
"ARM PORT","ARM/CIRRUS LOGIC EP93XX ARM ARCHITECTURE",4739
"ARM PORT","ARM/CONTEC MICRO9 MACHINE SUPPORT",128
"ARM PORT","ARM/CORTINA SYSTEMS GEMINI ARM ARCHITECTURE",6759
"ARM PORT","ARM/CSR SIRFPRIMA2 MACHINE SUPPORT",23295
"ARM PORT","ARM/EBSA110 MACHINE SUPPORT",2042
"ARM PORT","ARM/EZX SMARTPHONES (A780, A910, A1200, E680, ROKR E2 and ROKR E6)",1250
"ARM PORT","ARM/FARADAY FA526 PORT",624
"ARM PORT","ARM/FOOTBRIDGE ARCHITECTURE",3206
"ARM PORT","ARM/FREESCALE IMX / MXC ARM ARCHITECTURE",131051
"ARM PORT","ARM/FREESCALE VYBRID ARM ARCHITECTURE",4720
"ARM PORT","ARM/H4700 (HP IPAQ HX4700) MACHINE SUPPORT",1256
"ARM PORT","ARM/HISILICON SOC SUPPORT",12963
"ARM PORT","ARM/HP JORNADA 7XX MACHINE SUPPORT",404
"ARM PORT","ARM/IGEP MACHINE SUPPORT",862
"ARM PORT","ARM/INCOME PXA270 SUPPORT",230
"ARM PORT","ARM/INTEL IXP4XX ARM ARCHITECTURE",8584
"ARM PORT","ARM/INTEL RESEARCH IMOTE/STARGATE 2 MACHINE SUPPORT",1172
"ARM PORT","ARM/LG1K ARCHITECTURE",781
"ARM PORT","ARM/LPC18XX ARCHITECTURE",9532
"ARM PORT","ARM/Marvell Berlin SoC support",2761
"ARM PORT","ARM/Marvell Dove/MV78xx0/Orion SOC support",17648
"ARM PORT","ARM/Marvell Kirkwood and Armada 370, 375, 38x, 39x, XP, 3700, 7K/8K SOC support",44248
"ARM PORT","ARM/Mediatek RTC DRIVER",864
"ARM PORT","ARM/MICREL KS8695 ARCHITECTURE",2753
"ARM PORT","ARM/MIOA701 MACHINE SUPPORT",784
"ARM PORT","ARM/NUVOTON W90X900 ARM ARCHITECTURE",7140
"ARM PORT","ARM/Orion SoC/Technologic Systems TS-78xx platform support",625
"ARM PORT","ARM/OXNAS platform support",3767
"ARM PORT","ARM/PALM TREO SUPPORT",628
"ARM PORT","ARM/PALMTX,PALMT5,PALMLD,PALMTE2,PALMTC SUPPORT",2313
"ARM PORT","ARM/PALMZ72 SUPPORT",508
"ARM PORT","ARM/QUALCOMM SUPPORT",90896
"ARM PORT","ARM/REALTEK ARCHITECTURE",272
"ARM PORT","ARM/RENESAS ARM64 ARCHITECTURE",9586
"ARM PORT","ARM/Rockchip SoC support",86077
"ARM PORT","ARM/SAMSUNG EXYNOS ARM ARCHITECTURES",176847
