"c_representative","c_section","c_size"
"Architecture support - S390 general architecture support","Architecture support - S390 general architecture support",59536
"Architecture support - S390 general architecture support","Devices - VFIO",12293
"Architecture support - S390 general architecture support","Devices - vfio-ap",1277
"Architecture support - S390 general architecture support","Devices - vfio-ccw",1024
"Architecture support - S390 general architecture support","Devices - virtio-ccw",2373
"Architecture support - S390 general architecture support","Guest CPU Cores (KVM) - S390 KVM CPUs",8318
"Architecture support - S390 general architecture support","Guest CPU cores (TCG) - S390 TCG CPUs",47223
"Architecture support - S390 general architecture support","S390 Machines - S390 PCI",3755
"Architecture support - S390 general architecture support","S390 Machines - S390 Virtio-ccw",17736
"Architecture support - S390 general architecture support","S390 Machines - S390-ccw boot",8066
"Architecture support - S390 general architecture support","Subsystems - GDB stub",5697
"ARM Machines - Goldfish RTC","ARM Machines - Goldfish RTC",343
"Block drivers - Bootdevice","Block drivers - Bootdevice",429
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1412
"Block drivers - Semihosting","Block drivers - Semihosting",520
"Build and test automation - Build and test automation","Build and test automation - Build and test automation",5754
"Build and test automation - FreeBSD Hosted Continuous Integration","Build and test automation - FreeBSD Hosted Continuous Integration",134
"Build and test automation - GitLab Continuous Integration","Build and test automation - GitLab Continuous Integration",881
"Build and test automation - Guest Test Compilation Support","Build and test automation - Guest Test Compilation Support",0
"Build System - GIT submodules","Build System - GIT submodules",86
"Build System - UI translations","Build System - UI translations",603
"Devices - Cirrus VGA","Devices - Cirrus VGA",3774
"Devices - EDID Generator","Devices - EDID Generator",641
"Devices - EDU","Devices - EDU",442
"Devices - Empty slot","Devices - Empty slot",128
"Devices - Generic Loader","Devices - Generic Loader",360
"Devices - LED","Devices - LED",258
"Devices - ramfb","Devices - ramfb",212
"Devices - Unimplemented device","Devices - Unimplemented device",153
"Devices - vhost","Devices - vhost",15824
"Devices - vhost","Devices - vhost-user-blk",2264
"Devices - vhost","Devices - vhost-user-gpu",3341
"Devices - vhost","Devices - virtiofs",12715
"Devices - Xilinx SPI","Devices - Xilinx SPI",1896
"Documentation - Build system architecture","Documentation - Build system architecture",0
"Documentation - GIT Data Mining Config","Documentation - GIT Data Mining Config",388
"Documentation - Incompatible changes","Documentation - Incompatible changes",722
"Guest CPU Cores (other accelerators) - Overall","Guest CPU Cores (other accelerators) - Overall",162
"Guest CPU cores (TCG) - Alpha TCG CPUs","Alpha Machines",1946
