"c_representative","c_section","c_size"
"Architecture support - S390","Architecture support - S390",49010
"Architecture support - S390","Devices - VFIO",9993
"Architecture support - S390","Devices - vfio-ap",1171
"Architecture support - S390","Devices - vfio-ccw",691
"Architecture support - S390","Devices - virtio-ccw",2363
"Architecture support - S390","Guest CPU Cores (KVM): - S390",5615
"Architecture support - S390","Guest CPU cores (TCG): - S390",39636
"Architecture support - S390","S390 Machines - S390 PCI",3115
"Architecture support - S390","S390 Machines - S390 Virtio-ccw",16089
"Architecture support - S390","S390 Machines - S390-ccw boot",6541
"Architecture support - S390","Subsystems - GDB stub",3254
"ARM Machines - ARM cores","ARM Machines - ARM cores",16442
"Block drivers - Bootdevice","Block drivers - Bootdevice",345
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1414
"Block drivers - PVRDMA","Block drivers - PVRDMA",4138
"Build and test automation - Build and test automation","Build and test automation - Build and test automation",3105
"Build and test automation - Guest Test Compilation Support","Build and test automation - Guest Test Compilation Support",189
"Devices - Cirrus VGA","Devices - Cirrus VGA",3777
"Devices - EDID Generator","Devices - EDID Generator",619
"Devices - EDU","Devices - EDU",428
"Devices - Generic Loader","Devices - Generic Loader",356
"Devices - ramfb","Devices - ramfb",170
"Devices - Unimplemented device","Devices - Unimplemented device",148
"Devices - USB","Devices - CHRP NVRAM",237
"Devices - USB","Devices - Firmware configuration (fw_cfg)",1984
"Devices - USB","Devices - IDE",17079
"Devices - USB","Devices - Intel Hexadecimal Object File Loader",63
"Devices - USB","Devices - IPMI",4942
"Devices - USB","Devices - SD (Secure Card)",5213
"Devices - USB","Devices - USB",38117
"Devices - USB","Devices - USB (serial adapter)",602
"Devices - USB","Devices - virtio-9p",14079
"Devices - USB","PowerPC Machines - sam460ex",473
"Devices - USB","Subsystems - Dump",3067
"Devices - USB","Subsystems - Error reporting",1068
"Devices - USB","Subsystems - Human Monitor (HMP)",10976
"Devices - USB","Subsystems - Python scripts",6097
"Devices - USB","Subsystems - QAPI",18046
"Devices - USB","Subsystems - QMP",8196
"Devices - USB","Subsystems - qtest",29522
"Devices - USB","Subsystems - TPM",6241
"Devices - USB","Subsystems - Tracing",4655
"Devices - Xilinx SPI","Devices - Xilinx SPI",1864
"Documentation - Build system architecture","Documentation - Build system architecture",525
"Documentation - Incompatible changes","Documentation - Incompatible changes",179
"Guest CPU cores (TCG): - Alpha","Guest CPU cores (TCG): - Alpha",8112
"Guest CPU cores (TCG): - ARM","ARM Machines - ARM ACPI Subsystem",965
"Guest CPU cores (TCG): - ARM","ARM Machines - Calxeda Highbank",895
