"c_representative","c_section","c_size"
"ARM Machines - ARM cores","ARM Machines - ARM cores",9122
"Block drivers - Bootdevice","Block drivers - Bootdevice",342
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1417
"Build and test automation","Build and test automation",101
"Devices - EDU","Devices - EDU",407
"Devices - Network devices","ARM Machines - Allwinner-a10",1597
"Devices - Network devices","ARM Machines - Calxeda Highbank",873
"Devices - Network devices","ARM Machines - i.MX31",6193
"Devices - Network devices","ARM Machines - Xilinx Zynq",5863
"Devices - Network devices","CRIS Machines - Axis Dev88",2608
"Devices - Network devices","Devices - e1000e",4340
"Devices - Network devices","Devices - e1000x",480
"Devices - Network devices","Devices - LSI53C895A",2163
"Devices - Network devices","Devices - megasas",3819
"Devices - Network devices","Devices - Network devices",45724
"Devices - Network devices","Devices - Network packet abstractions",2757
"Devices - Network devices","Devices - Rocker",6016
"Devices - Network devices","Devices - SCSI",22097
"Devices - Network devices","Devices - vhost",3168
"Devices - Network devices","Devices - Vmware",5390
"Devices - Network devices","Guest CPU cores (TCG): - CRIS",18120
"Devices - Network devices","Guest CPU cores (TCG): - Xtensa",14164
"Devices - Network devices","Subsystems - Netmap network backend",447
"Devices - Network devices","Subsystems - Network device backends",11777
"Devices - Network devices","Subsystems - SLIRP",14323
"Devices - Network devices","Xtensa Machines - sim",119
"Devices - Network devices","Xtensa Machines - XTFPGA (LX60, LX200, ML605, KC705)",1289
"Devices - USB","Devices - USB",37232
"Devices - USB","Devices - USB (serial adapter)",652
"Devices - Xilinx SPI","Devices - Xilinx SPI",1125
"Documentation - Build system architecture","Documentation - Build system architecture",512
"Guest CPU cores (TCG): - Alpha","Guest CPU cores (TCG): - Alpha",9556
"Guest CPU cores (TCG): - ARM","ARM Machines - Canon DIGIC",692
"Guest CPU cores (TCG): - ARM","ARM Machines - Gumstix",159
"Guest CPU cores (TCG): - ARM","ARM Machines - Integrator CP",667
"Guest CPU cores (TCG): - ARM","ARM Machines - Musicpal",1751
"Guest CPU cores (TCG): - ARM","ARM Machines - nSeries",1458
"Guest CPU cores (TCG): - ARM","ARM Machines - Palm",280
"Guest CPU cores (TCG): - ARM","ARM Machines - PXA2XX",9182
"Guest CPU cores (TCG): - ARM","ARM Machines - Real View",581
"Guest CPU cores (TCG): - ARM","ARM Machines - Stellaris",2080
"Guest CPU cores (TCG): - ARM","ARM Machines - Versatile PB",1107
"Guest CPU cores (TCG): - ARM","ARM Machines - Xilinx ZynqMP",3114
"Guest CPU cores (TCG): - ARM","Devices - OMAP",18232
"Guest CPU cores (TCG): - ARM","Guest CPU cores (TCG): - ARM",98914
"Guest CPU cores (TCG): - ARM","Tiny Code Generator (TCG) - AArch64 target",17005
"Guest CPU cores (TCG): - ARM","Tiny Code Generator (TCG) - ARM target",6274
"Guest CPU cores (TCG): - FPU emulation","Guest CPU cores (TCG): - FPU emulation",10501
"Guest CPU cores (TCG): - M68K","Guest CPU cores (TCG): - M68K",6647
"Guest CPU cores (TCG): - M68K","M68K Machines - an5206",104
"Guest CPU cores (TCG): - M68K","M68K Machines - dummy_m68k",84
"Guest CPU cores (TCG): - M68K","M68K Machines - mcf5208",308
"Guest CPU cores (TCG): - MicroBlaze","Guest CPU cores (TCG): - MicroBlaze",5565
"Guest CPU cores (TCG): - MicroBlaze","MicroBlaze Machines - petalogix_ml605",228
"Guest CPU cores (TCG): - MicroBlaze","MicroBlaze Machines - petalogix_s3adsp1800",140
"Guest CPU cores (TCG): - MIPS","Guest CPU Cores (KVM): - MIPS",1060
"Guest CPU cores (TCG): - MIPS","Guest CPU cores (TCG): - MIPS",68649
"Guest CPU cores (TCG): - MIPS","Guest CPU cores (TCG): - SPARC",20418
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Jazz",391
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Malta",1267
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Mipssim",244
"Guest CPU cores (TCG): - MIPS","MIPS Machines - R4000",311
"Guest CPU cores (TCG): - MIPS","SPARC Machines - Sun4m",1572
"Guest CPU cores (TCG): - MIPS","SPARC Machines - Sun4u",1010
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - Common code",29578
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - IA64 target",13250
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - MIPS target",7846
