"c_representative","c_section","c_size"
"Architecture support - S390 general architecture support","Architecture support - S390 general architecture support",57246
"Architecture support - S390 general architecture support","Devices - VFIO",10551
"Architecture support - S390 general architecture support","Devices - vfio-ap",1237
"Architecture support - S390 general architecture support","Devices - vfio-ccw",841
"Architecture support - S390 general architecture support","Devices - virtio",27843
"Architecture support - S390 general architecture support","Devices - virtio-ccw",2387
"Architecture support - S390 general architecture support","Devices - virtio-crypto",1192
"Architecture support - S390 general architecture support","Devices - virtio-gpu",2778
"Architecture support - S390 general architecture support","Devices - virtio-input",1792
"Architecture support - S390 general architecture support","Devices - virtio-rng",1054
"Architecture support - S390 general architecture support","Guest CPU Cores (KVM) - S390 KVM CPUs",7886
"Architecture support - S390 general architecture support","Guest CPU cores (TCG) - S390 TCG CPUs",46485
"Architecture support - S390 general architecture support","S390 Machines - S390 PCI",3299
"Architecture support - S390 general architecture support","S390 Machines - S390 Virtio-ccw",16584
"Architecture support - S390 general architecture support","S390 Machines - S390-ccw boot",7740
"Architecture support - S390 general architecture support","Subsystems - GDB stub",5419
"ARM Machines - ARM cores","ARM Machines - ARM cores",17124
"ARM Machines - Netduino 2","ARM Machines - Netduino 2",52
"Block drivers - Bootdevice","Block drivers - Bootdevice",438
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1412
"Block drivers - PVRDMA","Block drivers - PVRDMA",6398
"Block drivers - Semihosting","Block drivers - Semihosting",418
"Build and test automation - Build and test automation","Build and test automation - Build and test automation",4434
"Build and test automation - FreeBSD Hosted Continuous Integration","Build and test automation - FreeBSD Hosted Continuous Integration",38
"Build and test automation - GitLab Continuous Integration","Build and test automation - GitLab Continuous Integration",83
"Build and test automation - Guest Test Compilation Support","Build and test automation - Guest Test Compilation Support",0
"Build System - GIT submodules","Build System - GIT submodules",82
"Devices - Cirrus VGA","Devices - Cirrus VGA",3786
"Devices - EDID Generator","Devices - EDID Generator",619
"Devices - EDU","Devices - EDU",447
"Devices - Generic Loader","Devices - Generic Loader",360
"Devices - Intel Hexadecimal Object File Loader","Devices - Intel Hexadecimal Object File Loader",63
"Devices - Network devices","ARM Machines - Allwinner-a10",1620
