"c_representative","c_section","c_size"
"Architecture support - S390 general architecture support","Architecture support - S390 general architecture support",57427
"Architecture support - S390 general architecture support","Devices - megasas",3911
"Architecture support - S390 general architecture support","Devices - SCSI",23907
"Architecture support - S390 general architecture support","Devices - VFIO",10581
"Architecture support - S390 general architecture support","Devices - vfio-ap",1274
"Architecture support - S390 general architecture support","Devices - vfio-ccw",841
"Architecture support - S390 general architecture support","Devices - virtio",29156
"Architecture support - S390 general architecture support","Devices - virtio-balloon",1285
"Architecture support - S390 general architecture support","Devices - virtio-ccw",2391
"Architecture support - S390 general architecture support","Devices - virtio-crypto",1193
"Architecture support - S390 general architecture support","Devices - virtio-gpu",2778
"Architecture support - S390 general architecture support","Devices - virtio-input",1791
"Architecture support - S390 general architecture support","Devices - virtio-iommu",1058
"Architecture support - S390 general architecture support","Devices - virtio-rng",1054
"Architecture support - S390 general architecture support","Guest CPU Cores (KVM) - S390 KVM CPUs",7958
"Architecture support - S390 general architecture support","Guest CPU cores (TCG) - S390 TCG CPUs",46593
"Architecture support - S390 general architecture support","S390 Machines - S390 PCI",3299
"Architecture support - S390 general architecture support","S390 Machines - S390 Virtio-ccw",16654
"Architecture support - S390 general architecture support","S390 Machines - S390-ccw boot",7782
"Architecture support - S390 general architecture support","Subsystems - GDB stub",5463
"ARM Machines - Goldfish RTC","ARM Machines - Goldfish RTC",331
"ARM Machines - Netduino 2","ARM Machines - Netduino 2",52
"ARM Machines - Netduino Plus 2","ARM Machines - Netduino Plus 2",52
"Block drivers - Bootdevice","Block drivers - Bootdevice",438
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1412
"Block drivers - PVRDMA","Block drivers - PVRDMA",6392
"Block drivers - Semihosting","Block drivers - Semihosting",517
"Build and test automation - Build and test automation","Build and test automation - Build and test automation",4740
"Build and test automation - FreeBSD Hosted Continuous Integration","Build and test automation - FreeBSD Hosted Continuous Integration",42
"Build and test automation - GitLab Continuous Integration","Build and test automation - GitLab Continuous Integration",104
"Build and test automation - Guest Test Compilation Support","Build and test automation - Guest Test Compilation Support",0
"Build System - GIT submodules","Build System - GIT submodules",86
"Build System - UI translations","Build System - UI translations",602
"Devices - Cirrus VGA","Devices - Cirrus VGA",3786
"Devices - EDID Generator","Devices - EDID Generator",619
"Devices - EDU","Devices - EDU",440
"Devices - Generic Loader","Devices - Generic Loader",360
"Devices - Intel Hexadecimal Object File Loader","Devices - Intel Hexadecimal Object File Loader",63
"Devices - Network devices","ARM Machines - Allwinner-a10",6387
"Devices - Network devices","ARM Machines - Allwinner-h3",1735
"Devices - Network devices","ARM Machines - ARM PrimeCell and CMSDK devices",9303
"Devices - Network devices","ARM Machines - ASPEED BMCs",11299
"Devices - Network devices","ARM Machines - Canon DIGIC",790
"Devices - Network devices","ARM Machines - Exynos",8382
"Devices - Network devices","ARM Machines - i.MX31 (kzm)",6720
"Devices - Network devices","ARM Machines - SABRELITE / i.MX6",3288
"Devices - Network devices","ARM Machines - SmartFusion2",1397
"Devices - Network devices","ARM Machines - STM32F205",2170
"Devices - Network devices","ARM Machines - Xilinx Zynq",6603
"Devices - Network devices","Devices - Character devices",13399
"Devices - Network devices","Devices - e1000e",4401
"Devices - Network devices","Devices - e1000x",483
"Devices - Network devices","Devices - eepro100",2097
"Devices - Network devices","Devices - IPack",1402
"Devices - Network devices","Devices - Network devices",58606
"Devices - Network devices","Devices - Network packet abstractions",2811
"Devices - Network devices","Devices - Rocker",7217
"Devices - Network devices","Devices - SSI",5396
"Devices - Network devices","Devices - tulip",1314
"Devices - Network devices","Devices - virtio-serial",1790
"Devices - Network devices","Devices - Vmware",5436
"Devices - Network devices","M68K Machines - mcf5208",1664
"Devices - Network devices","MIPS Machines - Mipssim",542
"Devices - Network devices","PowerPC Machines - e500",5699
"Devices - Network devices","X86 Machines - PC Chipset",11488
"Devices - PCI","Devices - PCI",13327
"Devices - PCI","PowerPC Machines - New World (mac99)",7589
"Devices - PCI","PowerPC Machines - Old World (g3beige)",5403
"Devices - ramfb","Devices - ramfb",238
"Devices - Standard VGA","Devices - Standard VGA",4274
"Devices - Unimplemented device","Devices - Unimplemented device",149
"Devices - USB","Devices - USB",38683
"Devices - USB","Devices - USB (serial adapter)",635
"Devices - vhost","Devices - vhost",13977
"Devices - vhost","Devices - vhost-user-blk",2168
"Devices - vhost","Devices - vhost-user-gpu",3338
"Devices - vhost","Devices - virtiofs",12002
"Devices - Xilinx SPI","Devices - Xilinx SPI",1901
"Documentation - Build system architecture","Documentation - Build system architecture",519
"Documentation - GIT Data Mining Config","Documentation - GIT Data Mining Config",362
"Documentation - Incompatible changes","Documentation - Incompatible changes",509
"Guest CPU cores (TCG) - Alpha TCG CPUs","Alpha Machines",1938
"Guest CPU cores (TCG) - Alpha TCG CPUs","Guest CPU cores (TCG) - Alpha TCG CPUs",8725
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - ARM ACPI Subsystem",949
