"c_representative","c_section","c_size"
"ARM Machines - ARM cores","ARM Machines - ARM cores",5392
"Block drivers - Bootdevice","Block drivers - Bootdevice",343
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1417
"Build and test automation","Build and test automation",90
"Devices - EDU","Devices - EDU",407
"Devices - Network devices","ARM Machines - Allwinner-a10",1593
"Devices - Network devices","ARM Machines - Calxeda Highbank",874
"Devices - Network devices","ARM Machines - i.MX31",4881
"Devices - Network devices","ARM Machines - Xilinx Zynq",3810
"Devices - Network devices","CRIS Machines - Axis Dev88",2602
"Devices - Network devices","Devices - LSI53C895A",2163
"Devices - Network devices","Devices - megasas",3823
"Devices - Network devices","Devices - Network devices",39225
"Devices - Network devices","Devices - ppce500",3796
"Devices - Network devices","Devices - Rocker",6018
"Devices - Network devices","Devices - SCSI",21740
"Devices - Network devices","Devices - vhost",2995
"Devices - Network devices","Devices - Vmware",6479
"Devices - Network devices","Devices - Xilinx EDK",4186
"Devices - Network devices","Devices - Xilinx SPI",1125
"Devices - Network devices","Guest CPU cores (TCG): - CRIS",18101
"Devices - Network devices","Guest CPU cores (TCG): - Xtensa",14154
"Devices - Network devices","PowerPC Machines - e500",1179
"Devices - Network devices","Xtensa Machines - sim",119
"Devices - Network devices","Xtensa Machines - XTFPGA (LX60, LX200, ML605, KC705)",1281
"Devices - USB","Devices - USB",35734
"Devices - USB","Devices - USB (serial adapter)",652
"Devices - VFIO","Devices - VFIO",6455
"Guest CPU cores (TCG): - Alpha","Guest CPU cores (TCG): - Alpha",9532
"Guest CPU cores (TCG): - ARM","ARM Machines - Canon DIGIC",687
"Guest CPU cores (TCG): - ARM","ARM Machines - Gumstix",159
"Guest CPU cores (TCG): - ARM","ARM Machines - Integrator CP",674
"Guest CPU cores (TCG): - ARM","ARM Machines - Musicpal",1751
"Guest CPU cores (TCG): - ARM","ARM Machines - nSeries",1454
"Guest CPU cores (TCG): - ARM","ARM Machines - Palm",280
"Guest CPU cores (TCG): - ARM","ARM Machines - PXA2XX",9199
"Guest CPU cores (TCG): - ARM","ARM Machines - Real View",580
