"c_representative","c_section","c_size"
"Architecture support - S390 general architecture support","Architecture support - S390 general architecture support",56779
"Architecture support - S390 general architecture support","Devices - VFIO",10474
"Architecture support - S390 general architecture support","Devices - vfio-ap",1235
"Architecture support - S390 general architecture support","Devices - vfio-ccw",838
"Architecture support - S390 general architecture support","Devices - virtio",26177
"Architecture support - S390 general architecture support","Devices - virtio-ccw",2377
"Architecture support - S390 general architecture support","Devices - virtio-crypto",1192
"Architecture support - S390 general architecture support","Devices - virtio-gpu",2778
"Architecture support - S390 general architecture support","Devices - virtio-input",1790
"Architecture support - S390 general architecture support","Devices - virtio-rng",975
"Architecture support - S390 general architecture support","Guest CPU Cores (KVM) - S390 KVM CPUs",7865
"Architecture support - S390 general architecture support","Guest CPU cores (TCG) - S390 TCG CPUs",45894
"Architecture support - S390 general architecture support","S390 Machines - S390 PCI",3290
"Architecture support - S390 general architecture support","S390 Machines - S390 Virtio-ccw",16528
"Architecture support - S390 general architecture support","S390 Machines - S390-ccw boot",7734
"Architecture support - S390 general architecture support","Subsystems - GDB stub",5390
"Block drivers - Bootdevice","Block drivers - Bootdevice",345
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1414
"Block drivers - Semihosting","Block drivers - Semihosting",415
"Build and test automation - Build and test automation","Build and test automation - Build and test automation",4202
"Build and test automation - FreeBSD Hosted Continuous Integration","Build and test automation - FreeBSD Hosted Continuous Integration",27
"Build and test automation - GitLab Continuous Integration","Build and test automation - GitLab Continuous Integration",88
"Build and test automation - Guest Test Compilation Support","Build and test automation - Guest Test Compilation Support",231
"Build System - GIT submodules","Build System - GIT submodules",82
"Devices - Cirrus VGA","Devices - Cirrus VGA",3784
"Devices - EDID Generator","Devices - EDID Generator",618
"Devices - EDU","Devices - EDU",446
"Devices - Generic Loader","Devices - Generic Loader",357
"Devices - ramfb","Devices - ramfb",237
"Devices - Unimplemented device","Devices - Unimplemented device",149
"Devices - USB","ARM Machines - NRF51",3175
"Devices - USB","Devices - CHRP NVRAM",243
"Devices - USB","Devices - Firmware configuration (fw_cfg)",2232
"Devices - USB","Devices - IDE",17235
"Devices - USB","Devices - Intel Hexadecimal Object File Loader",63
"Devices - USB","Devices - IPMI",4953
"Devices - USB","Devices - SD (Secure Card)",5107
"Devices - USB","Devices - USB",38453
"Devices - USB","Devices - USB (serial adapter)",602
"Devices - USB","Devices - virtio-9p",12863
"Devices - USB","Subsystems - qtest",36364
"Devices - USB","Subsystems - TPM",6377
"Devices - Xilinx SPI","Devices - Xilinx SPI",1883
"Documentation - Build system architecture","Documentation - Build system architecture",519
"Documentation - GIT Data Mining Config","Documentation - GIT Data Mining Config",340
"Documentation - Incompatible changes","Documentation - Incompatible changes",333
"Guest CPU cores (TCG) - Alpha TCG CPUs","Alpha Machines",1946
"Guest CPU cores (TCG) - Alpha TCG CPUs","Guest CPU cores (TCG) - Alpha TCG CPUs",8739
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - ARM ACPI Subsystem",924
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - ARM cores",17074
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - Calxeda Highbank",897
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - Canon DIGIC",777
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - Emcraft M2S-FG484",106
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - Gumstix",160
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - i.MX25 PDK",1086
"Guest CPU cores (TCG) - ARM TCG CPUs","ARM Machines - Integrator CP",848
