"c_representative","c_section","c_size"
"ARM Machines - ARM cores","ARM Machines - ARM cores",12238
"Block drivers - Bootdevice","Block drivers - Bootdevice",342
"Block drivers - Image format fuzzer","Block drivers - Image format fuzzer",1417
"Build and test automation","Build and test automation",1838
"Devices - CHRP NVRAM","Devices - CHRP NVRAM",238
"Devices - EDU","Devices - EDU",421
"Devices - Generic Loader","Devices - Generic Loader",263
"Devices - Network devices","ARM Machines - Allwinner-a10",1596
"Devices - Network devices","ARM Machines - i.MX31",7622
"Devices - Network devices","ARM Machines - Xilinx Zynq",6500
"Devices - Network devices","CRIS Machines - Axis Dev88",2607
"Devices - Network devices","Devices - e1000e",4369
"Devices - Network devices","Devices - e1000x",480
"Devices - Network devices","Devices - LSI53C895A",2275
"Devices - Network devices","Devices - megasas",3811
"Devices - Network devices","Devices - Network devices",47798
"Devices - Network devices","Devices - Network packet abstractions",2762
"Devices - Network devices","Devices - ppce500",3804
"Devices - Network devices","Devices - Rocker",7292
"Devices - Network devices","Devices - SCSI",23287
"Devices - Network devices","Devices - vhost",4481
"Devices - Network devices","Devices - Vmware",5319
"Devices - Network devices","Guest CPU cores (TCG): - CRIS",18283
"Devices - Network devices","Guest CPU cores (TCG): - Xtensa",14705
"Devices - Network devices","M68K Machines - mcf5208",1626
"Devices - Network devices","MIPS Machines - Mipssim",535
"Devices - Network devices","PowerPC Machines - e500",2296
"Devices - Network devices","Xtensa Machines - sim",143
"Devices - Network devices","Xtensa Machines - XTFPGA (LX60, LX200, ML605, KC705)",1296
"Devices - Unimplemented device","Devices - Unimplemented device",148
"Devices - USB","Devices - USB",37630
"Devices - USB","Devices - USB (serial adapter)",632
"Devices - Xilinx SPI","Devices - Xilinx SPI",1164
"Guest CPU Cores (KVM): - Overall","Guest CPU Cores (KVM): - Overall",3620
"Guest CPU cores (TCG): - Alpha","Guest CPU cores (TCG): - Alpha",9541
"Guest CPU cores (TCG): - ARM","ARM Machines - ARM ACPI Subsystem",901
"Guest CPU cores (TCG): - ARM","ARM Machines - Calxeda Highbank",876
"Guest CPU cores (TCG): - ARM","ARM Machines - Canon DIGIC",685
"Guest CPU cores (TCG): - ARM","ARM Machines - Gumstix",159
"Guest CPU cores (TCG): - ARM","ARM Machines - Integrator CP",848
"Guest CPU cores (TCG): - ARM","ARM Machines - MPS2",738
"Guest CPU cores (TCG): - ARM","ARM Machines - Musicpal",1752
"Guest CPU cores (TCG): - ARM","ARM Machines - Netduino 2",50
"Guest CPU cores (TCG): - ARM","ARM Machines - nSeries",1457
"Guest CPU cores (TCG): - ARM","ARM Machines - Palm",279
"Guest CPU cores (TCG): - ARM","ARM Machines - PXA2XX",9460
"Guest CPU cores (TCG): - ARM","ARM Machines - Real View",718
"Guest CPU cores (TCG): - ARM","ARM Machines - Stellaris",2143
"Guest CPU cores (TCG): - ARM","ARM Machines - Versatile PB",1105
"Guest CPU cores (TCG): - ARM","ARM Machines - Xilinx ZynqMP",3480
"Guest CPU cores (TCG): - ARM","Devices - OMAP",18238
"Guest CPU cores (TCG): - ARM","Guest CPU Cores (KVM): - ARM",682
"Guest CPU cores (TCG): - ARM","Guest CPU cores (TCG): - ARM",102251
"Guest CPU cores (TCG): - ARM","Tiny Code Generator (TCG) - AArch64 target",17181
"Guest CPU cores (TCG): - ARM","Tiny Code Generator (TCG) - ARM target",6362
"Guest CPU cores (TCG): - FPU emulation","Guest CPU cores (TCG): - FPU emulation",10789
"Guest CPU cores (TCG): - HPPA (PA-RISC)","Guest CPU cores (TCG): - HPPA (PA-RISC)",8014
"Guest CPU cores (TCG): - M68K","Guest CPU cores (TCG): - M68K",14046
"Guest CPU cores (TCG): - MicroBlaze","Guest CPU cores (TCG): - MicroBlaze",5555
"Guest CPU cores (TCG): - MicroBlaze","MicroBlaze Machines - petalogix_ml605",226
"Guest CPU cores (TCG): - MicroBlaze","MicroBlaze Machines - petalogix_s3adsp1800",138
"Guest CPU cores (TCG): - MIPS","Guest CPU Cores (KVM): - MIPS",1053
"Guest CPU cores (TCG): - MIPS","Guest CPU cores (TCG): - MIPS",71988
"Guest CPU cores (TCG): - MIPS","Guest CPU cores (TCG): - SPARC",20413
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Boston",1230
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Fulong 2E",391
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Jazz",385
"Guest CPU cores (TCG): - MIPS","MIPS Machines - Malta",1279
"Guest CPU cores (TCG): - MIPS","MIPS Machines - R4000",311
"Guest CPU cores (TCG): - MIPS","SPARC Machines - Sun4m",3642
"Guest CPU cores (TCG): - MIPS","SPARC Machines - Sun4u",2059
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - Common code",34453
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - IA64 target",13280
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - MIPS target",8702
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - S390 target",4554
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - SPARC target",5131
"Guest CPU cores (TCG): - MIPS","Tiny Code Generator (TCG) - TCI target",2533
"Guest CPU cores (TCG): - Moxie","Guest CPU cores (TCG): - Moxie",2011
"Guest CPU cores (TCG): - NiosII","Guest CPU cores (TCG): - NiosII",6207
"Guest CPU cores (TCG): - OpenRISC","Guest CPU cores (TCG): - OpenRISC",6810
"Guest CPU cores (TCG): - OpenRISC","OpenRISC Machines - or1k-sim",147
"Guest CPU cores (TCG): - Overall","Guest CPU cores (TCG): - Overall",12707
"Guest CPU cores (TCG): - Overall","Subsystems - Main loop",8045
"Guest CPU cores (TCG): - Overall","Subsystems - Memory API",9433
"Guest CPU cores (TCG): - PowerPC","Devices - PCI",11558
"Guest CPU cores (TCG): - PowerPC","Devices - ppc4xx",4700
"Guest CPU cores (TCG): - PowerPC","Guest CPU Cores (KVM): - PPC",2787
"Guest CPU cores (TCG): - PowerPC","Guest CPU cores (TCG): - PowerPC",86888
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - 405",660
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - Bamboo",306
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - mpc8544ds",203
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - New World",3857
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - Old World",3017
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - PReP",2647
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - sPAPR",47959
"Guest CPU cores (TCG): - PowerPC","PowerPC Machines - virtex_ml507",316
"Guest CPU cores (TCG): - PowerPC","Tiny Code Generator (TCG) - PPC",8399
"Guest CPU cores (TCG): - S390","ARM Machines - ARM PrimeCell and CMSDK devices",5908
"Guest CPU cores (TCG): - S390","ARM Machines - Exynos",8128
"Guest CPU cores (TCG): - S390","ARM Machines - STM32F205",1497
"Guest CPU cores (TCG): - S390","Devices - Character devices",12667
"Guest CPU cores (TCG): - S390","Devices - IPack",1382
"Guest CPU cores (TCG): - S390","Devices - VFIO",8502
"Guest CPU cores (TCG): - S390","Devices - vfio-ccw",627
"Guest CPU cores (TCG): - S390","Devices - virtio",22777
"Guest CPU cores (TCG): - S390","Devices - virtio-ccw",2046
"Guest CPU cores (TCG): - S390","Devices - virtio-crypto",1102
"Guest CPU cores (TCG): - S390","Devices - virtio-input",1238
"Guest CPU cores (TCG): - S390","Devices - virtio-rng",966
"Guest CPU cores (TCG): - S390","Devices - virtio-serial",1792
"Guest CPU cores (TCG): - S390","Guest CPU Cores (KVM): - S390",5011
"Guest CPU cores (TCG): - S390","Guest CPU cores (TCG): - LM32",12006
"Guest CPU cores (TCG): - S390","Guest CPU cores (TCG): - S390",36666
"Guest CPU cores (TCG): - S390","LM32 Machines - EVR32 and uclinux BSP",335
"Guest CPU cores (TCG): - S390","LM32 Machines - milkymist",225
"Guest CPU cores (TCG): - S390","S390 Machines - S390 Virtio-ccw",19019
"Guest CPU cores (TCG): - S390","SPARC Machines - Leon3",1444
"Guest CPU cores (TCG): - S390","Subsystems - GDB stub",3179
"Guest CPU cores (TCG): - S390","X86 Machines - PC Chipset",9138
"Guest CPU cores (TCG): - SH4","Guest CPU cores (TCG): - SH4",10081
"Guest CPU cores (TCG): - SH4","SH4 Machines - R2D",1224
"Guest CPU cores (TCG): - SH4","SH4 Machines - Shix",98
"Guest CPU cores (TCG): - TriCore","Guest CPU cores (TCG): - TriCore",14831
"Guest CPU cores (TCG): - UniCore32","Guest CPU cores (TCG): - UniCore32",3926
"Guest CPU cores (TCG): - UniCore32","UniCore32 Machines - PKUnity-3 SoC initramfs-with-busybox",862
