from,to,lines,size
ARM Machines - ARM ACPI Subsystem,ARM Machines - ARM ACPI Subsystem,901,33501
ARM Machines - ARM ACPI Subsystem,Devices - ACPI/SMBIOS,901,33501
ARM Machines - ARM ACPI Subsystem,General Project Administration - All patches CC here,901,33501
ARM Machines - ARM ACPI Subsystem,Guest CPU cores (TCG): - ARM,901,33501
ARM Machines - ARM PrimeCell and CMSDK devices,ARM Machines - ARM PrimeCell and CMSDK devices,5908,166112
ARM Machines - ARM PrimeCell and CMSDK devices,Devices - Character devices,774,21360
ARM Machines - ARM PrimeCell and CMSDK devices,General Project Administration - All patches CC here,5908,166112
ARM Machines - ARM cores,ARM Machines - ARM cores,12234,390898
ARM Machines - ARM cores,General Project Administration - All patches CC here,12234,390898
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-a10,1598,47817
ARM Machines - Allwinner-a10,Devices - Network devices,535,15574
ARM Machines - Allwinner-a10,General Project Administration - All patches CC here,1598,47817
ARM Machines - Allwinner-a10,Guest CPU cores (TCG): - ARM,229,7454
ARM Machines - Calxeda Highbank,ARM Machines - Calxeda Highbank,876,28989
ARM Machines - Calxeda Highbank,Devices - Network devices,432,14784
ARM Machines - Calxeda Highbank,General Project Administration - All patches CC here,876,28989
ARM Machines - Calxeda Highbank,Guest CPU cores (TCG): - ARM,444,14205
ARM Machines - Canon DIGIC,ARM Machines - Canon DIGIC,687,18834
ARM Machines - Canon DIGIC,Devices - Character devices,200,5058
ARM Machines - Canon DIGIC,General Project Administration - All patches CC here,687,18834
ARM Machines - Canon DIGIC,Guest CPU cores (TCG): - ARM,281,8290
ARM Machines - Exynos,ARM Machines - Exynos,8128,268370
ARM Machines - Exynos,Devices - Character devices,682,19995
ARM Machines - Exynos,General Project Administration - All patches CC here,8128,268370
ARM Machines - Exynos,Guest CPU cores (TCG): - ARM,631,22308
ARM Machines - Gumstix,ARM Machines - Gumstix,159,4404
ARM Machines - Gumstix,General Project Administration - All patches CC here,159,4404
ARM Machines - Gumstix,Guest CPU cores (TCG): - ARM,159,4404
ARM Machines - Integrator CP,ARM Machines - Integrator CP,848,25042
ARM Machines - Integrator CP,General Project Administration - All patches CC here,848,25042
ARM Machines - Integrator CP,Guest CPU cores (TCG): - ARM,747,22067
ARM Machines - MPS2,ARM Machines - MPS2,738,24937
ARM Machines - MPS2,General Project Administration - All patches CC here,738,24937
ARM Machines - MPS2,Guest CPU cores (TCG): - ARM,385,14681
ARM Machines - Musicpal,ARM Machines - Musicpal,1752,49183
ARM Machines - Musicpal,General Project Administration - All patches CC here,1752,49183
ARM Machines - Musicpal,Guest CPU cores (TCG): - ARM,1752,49183
ARM Machines - Netduino 2,ARM Machines - Netduino 2,50,1882
ARM Machines - Netduino 2,General Project Administration - All patches CC here,50,1882
ARM Machines - Netduino 2,Guest CPU cores (TCG): - ARM,50,1882
ARM Machines - PXA2XX,ARM Machines - PXA2XX,9460,273318
ARM Machines - PXA2XX,General Project Administration - All patches CC here,9460,273318
ARM Machines - PXA2XX,Guest CPU cores (TCG): - ARM,5105,151882
ARM Machines - Palm,ARM Machines - Palm,279,9420
ARM Machines - Palm,General Project Administration - All patches CC here,279,9420
ARM Machines - Palm,Guest CPU cores (TCG): - ARM,279,9420
ARM Machines - Real View,ARM Machines - Real View,718,22215
ARM Machines - Real View,General Project Administration - All patches CC here,718,22215
ARM Machines - Real View,Guest CPU cores (TCG): - ARM,460,14851
ARM Machines - STM32F205,ARM Machines - STM32F205,1497,47001
ARM Machines - STM32F205,Devices - Character devices,236,6842
ARM Machines - STM32F205,Devices - SSI,225,7480
ARM Machines - STM32F205,General Project Administration - All patches CC here,1497,47001
ARM Machines - STM32F205,Guest CPU cores (TCG): - ARM,228,8429
ARM Machines - Stellaris,ARM Machines - Stellaris,2143,61563
ARM Machines - Stellaris,Devices - Network devices,517,14973
ARM Machines - Stellaris,General Project Administration - All patches CC here,2143,61563
ARM Machines - Stellaris,Guest CPU cores (TCG): - ARM,1538,44366
ARM Machines - Versatile PB,ARM Machines - Versatile PB,1105,34089
ARM Machines - Versatile PB,General Project Administration - All patches CC here,1105,34089
ARM Machines - Versatile PB,Guest CPU cores (TCG): - ARM,457,13957
ARM Machines - Xilinx Zynq,ARM Machines - Xilinx Zynq,6500,191827
ARM Machines - Xilinx Zynq,Devices - Character devices,817,22668
ARM Machines - Xilinx Zynq,Devices - Network devices,2920,91325
ARM Machines - Xilinx Zynq,General Project Administration - All patches CC here,6500,191827
ARM Machines - Xilinx Zynq,Guest CPU cores (TCG): - ARM,329,11495
ARM Machines - Xilinx ZynqMP,ARM Machines - Xilinx ZynqMP,3480,118989
ARM Machines - Xilinx ZynqMP,General Project Administration - All patches CC here,3480,118989
ARM Machines - Xilinx ZynqMP,Guest CPU cores (TCG): - ARM,597,20680
ARM Machines - i.MX31,ARM Machines - i.MX31,7622,216646
ARM Machines - i.MX31,Devices - Character devices,362,9625
ARM Machines - i.MX31,Devices - Network devices,1233,33687
ARM Machines - i.MX31,Devices - SSI,460,12344
ARM Machines - i.MX31,General Project Administration - All patches CC here,7622,216646
ARM Machines - i.MX31,Guest CPU cores (TCG): - ARM,300,10656
ARM Machines - nSeries,ARM Machines - nSeries,1457,44094
ARM Machines - nSeries,General Project Administration - All patches CC here,1457,44094
ARM Machines - nSeries,Guest CPU cores (TCG): - ARM,1457,44094
Block drivers - Bootdevice,Block drivers - Bootdevice,342,9436
Block drivers - Bootdevice,General Project Administration - All patches CC here,342,9436
Block drivers - CURL,Block drivers - CURL,1032,30472
Block drivers - CURL,General Project Administration - All patches CC here,1032,30472
Block drivers - CURL,Subsystems - Block layer core,1032,30472
Block drivers - GLUSTER,Block drivers - GLUSTER,1546,47959
Block drivers - GLUSTER,General Project Administration - All patches CC here,1546,47959
Block drivers - GLUSTER,Subsystems - Block layer core,1546,47959
Block drivers - Image format fuzzer,Block drivers - Image format fuzzer,1417,54543
Block drivers - Image format fuzzer,General Project Administration - All patches CC here,1417,54543
Block drivers - NFS,Block drivers - NFS,921,26857
Block drivers - NFS,General Project Administration - All patches CC here,921,26857
Block drivers - NFS,Subsystems - Block layer core,921,26857
Block drivers - Network Block Device (NBD),Block drivers - Network Block Device (NBD),5685,176985
Block drivers - Network Block Device (NBD),General Project Administration - All patches CC here,5685,176985
Block drivers - Network Block Device (NBD),Subsystems - Block layer core,1551,46754
Block drivers - Null Block Driver,Block drivers - Null Block Driver,304,8721
Block drivers - Null Block Driver,General Project Administration - All patches CC here,304,8721
Block drivers - Null Block Driver,Subsystems - Block layer core,304,8721
Block drivers - Quorum,Block drivers - Quorum,1145,32721
Block drivers - Quorum,General Project Administration - All patches CC here,1145,32721
Block drivers - Quorum,Subsystems - Block layer core,1145,32721
Block drivers - RBD,Block drivers - RBD,1161,31519
Block drivers - RBD,General Project Administration - All patches CC here,1161,31519
Block drivers - RBD,Subsystems - Block layer core,1161,31519
Block drivers - Replication,Block drivers - Replication,1806,54893
Block drivers - Replication,General Project Administration - All patches CC here,1806,54893
Block drivers - Replication,Subsystems - Block layer core,703,21448
