from,to,lines,size
ARM Machines - ARM ACPI Subsystem,ARM Machines - ARM ACPI Subsystem,896,33271
ARM Machines - ARM ACPI Subsystem,Devices - ACPI/SMBIOS,896,33271
ARM Machines - ARM ACPI Subsystem,General Project Administration - All patches CC here,896,33271
ARM Machines - ARM ACPI Subsystem,Guest CPU cores (TCG): - ARM,896,33271
ARM Machines - ARM PrimeCell and CMSDK devices,ARM Machines - ARM PrimeCell and CMSDK devices,5995,168845
ARM Machines - ARM PrimeCell and CMSDK devices,Devices - Character devices,775,21392
ARM Machines - ARM PrimeCell and CMSDK devices,General Project Administration - All patches CC here,5995,168845
ARM Machines - ARM cores,ARM Machines - ARM cores,15084,481337
ARM Machines - ARM cores,General Project Administration - All patches CC here,15084,481337
ARM Machines - Allwinner-a10,ARM Machines - Allwinner-a10,1599,47860
ARM Machines - Allwinner-a10,Devices - Network devices,709,21080
ARM Machines - Allwinner-a10,General Project Administration - All patches CC here,1599,47860
ARM Machines - Allwinner-a10,Guest CPU cores (TCG): - ARM,230,7497
ARM Machines - Calxeda Highbank,ARM Machines - Calxeda Highbank,892,29477
ARM Machines - Calxeda Highbank,Devices - Network devices,431,14758
ARM Machines - Calxeda Highbank,General Project Administration - All patches CC here,892,29477
ARM Machines - Calxeda Highbank,Guest CPU cores (TCG): - ARM,461,14719
ARM Machines - Canon DIGIC,ARM Machines - Canon DIGIC,688,18885
ARM Machines - Canon DIGIC,Devices - Character devices,200,5058
ARM Machines - Canon DIGIC,General Project Administration - All patches CC here,688,18885
ARM Machines - Canon DIGIC,Guest CPU cores (TCG): - ARM,282,8341
ARM Machines - Emcraft M2S-FG484,ARM Machines - Emcraft M2S-FG484,105,4023
ARM Machines - Emcraft M2S-FG484,General Project Administration - All patches CC here,105,4023
ARM Machines - Emcraft M2S-FG484,Guest CPU cores (TCG): - ARM,105,4023
ARM Machines - Exynos,ARM Machines - Exynos,8134,268701
ARM Machines - Exynos,Devices - Character devices,682,19995
ARM Machines - Exynos,General Project Administration - All patches CC here,8134,268701
ARM Machines - Exynos,Guest CPU cores (TCG): - ARM,637,22678
ARM Machines - Gumstix,ARM Machines - Gumstix,163,4534
ARM Machines - Gumstix,General Project Administration - All patches CC here,163,4534
ARM Machines - Gumstix,Guest CPU cores (TCG): - ARM,163,4534
ARM Machines - Integrator CP,ARM Machines - Integrator CP,830,24640
ARM Machines - Integrator CP,General Project Administration - All patches CC here,830,24640
ARM Machines - Integrator CP,Guest CPU cores (TCG): - ARM,729,21665
ARM Machines - MPS2,ARM Machines - MPS2,734,24934
ARM Machines - MPS2,General Project Administration - All patches CC here,734,24934
ARM Machines - MPS2,Guest CPU cores (TCG): - ARM,382,14702
ARM Machines - Musicpal,ARM Machines - Musicpal,1747,49127
ARM Machines - Musicpal,General Project Administration - All patches CC here,1747,49127
ARM Machines - Musicpal,Guest CPU cores (TCG): - ARM,1747,49127
ARM Machines - Netduino 2,ARM Machines - Netduino 2,51,1951
ARM Machines - Netduino 2,General Project Administration - All patches CC here,51,1951
ARM Machines - Netduino 2,Guest CPU cores (TCG): - ARM,51,1951
ARM Machines - PXA2XX,ARM Machines - PXA2XX,9490,274384
ARM Machines - PXA2XX,General Project Administration - All patches CC here,9490,274384
ARM Machines - PXA2XX,Guest CPU cores (TCG): - ARM,5100,151914
ARM Machines - Palm,ARM Machines - Palm,271,9232
ARM Machines - Palm,General Project Administration - All patches CC here,271,9232
ARM Machines - Palm,Guest CPU cores (TCG): - ARM,271,9232
ARM Machines - Real View,ARM Machines - Real View,708,22169
ARM Machines - Real View,General Project Administration - All patches CC here,708,22169
ARM Machines - Real View,Guest CPU cores (TCG): - ARM,450,14805
ARM Machines - STM32F205,ARM Machines - STM32F205,1966,61662
ARM Machines - STM32F205,Devices - Character devices,240,7210
ARM Machines - STM32F205,Devices - SSI,224,7455
ARM Machines - STM32F205,General Project Administration - All patches CC here,1966,61662
ARM Machines - STM32F205,Guest CPU cores (TCG): - ARM,228,8425
ARM Machines - SmartFusion2,ARM Machines - SmartFusion2,1377,41785
ARM Machines - SmartFusion2,Devices - SSI,414,11961
ARM Machines - SmartFusion2,General Project Administration - All patches CC here,1377,41785
ARM Machines - SmartFusion2,Guest CPU cores (TCG): - ARM,248,9164
ARM Machines - Stellaris,ARM Machines - Stellaris,2143,61493
ARM Machines - Stellaris,Devices - Network devices,517,14973
ARM Machines - Stellaris,General Project Administration - All patches CC here,2143,61493
